puma,month,day_group,ridership
4405,7,total,469526.66
4405,7,weekday,390191.67
4405,7,weekend,79335.01
4406,7,total,1427409.0
4406,7,weekday,1142723.67
4406,7,weekend,284685.34
4407,7,total,1522978.67
4407,7,weekday,1211228.0
4407,7,weekend,311750.67
4409,7,total,664665.83
4409,7,weekday,570505.33
4409,7,weekend,94160.49
4410,7,total,752630.66
4410,7,weekday,615115.0
4410,7,weekend,137515.67
4412,7,total,2407599.34
4412,7,weekday,2100254.34
4412,7,weekend,307344.99
4414,7,total,528581.67
4414,7,weekday,393290.0
4414,7,weekend,135291.66
4103,8,total,2687078.0
4103,8,weekday,2190298.66
4103,8,weekend,496779.33
4104,8,total,4413354.66
4104,8,weekday,3683842.33
4104,8,weekend,729512.34
4107,8,total,7217057.84
4107,8,weekday,5988694.84
4107,8,weekend,1228363.0
4108,8,total,6032962.0
4108,8,weekday,5160746.68
4108,8,weekend,872215.34
4109,8,total,2613324.33
4109,8,weekday,2123902.66
4109,8,weekend,489421.66
4110,8,total,1835918.65
4110,8,weekday,1544897.16
4110,8,weekend,291021.51
4111,8,total,2153684.33
4111,8,weekday,1769628.66
4111,8,weekend,384055.66
4112,8,total,3197514.16
4112,8,weekday,2636972.84
4112,8,weekend,560541.34
4121,8,total,15920453.0
4121,8,weekday,13584712.34
4121,8,weekend,2335740.68
4165,8,total,31709167.15
4165,8,weekday,27253468.33
4165,8,weekend,4455698.84
4204,8,total,1805955.0
4204,8,weekday,1449671.33
4204,8,weekend,356283.66
4205,8,total,1371028.17
4205,8,weekday,1122301.16
4205,8,weekend,248727.0
4207,8,total,1479992.33
4207,8,weekday,1214706.33
4207,8,weekend,265285.99
4208,8,total,641264.17
4208,8,weekday,544505.17
4208,8,weekend,96759.0
4209,8,total,838211.67
4209,8,weekday,689507.34
4209,8,weekend,148704.33
4210,8,total,701098.0
4210,8,weekday,594635.65
4210,8,weekend,106462.33
4211,8,total,584075.33
4211,8,weekday,514596.67
4211,8,weekend,69478.67
4212,8,total,937884.68
4212,8,weekday,811966.0
4212,8,weekend,125918.66
4221,8,total,2446630.66
4221,8,weekday,2078600.34
4221,8,weekend,368030.33
4263,8,total,695155.34
4263,8,weekday,585219.32
4263,8,weekend,109936.0
4301,8,total,3117621.66
4301,8,weekday,2544677.67
4301,8,weekend,572943.99
4302,8,total,4761976.33
4302,8,weekday,4042800.99
4302,8,weekend,719175.32
4303,8,total,2161339.99
4303,8,weekday,1762830.67
4303,8,weekend,398509.32
4304,8,total,2011218.0
4304,8,weekday,1641333.34
4304,8,weekend,369884.66
4305,8,total,1532018.68
4305,8,weekday,1283243.67
4305,8,weekend,248775.02
4306,8,total,2572606.33
4306,8,weekday,2131556.35
4306,8,weekend,441050.0
4307,8,total,1843611.34
4307,8,weekday,1516570.33
4307,8,weekend,327040.99
4308,8,total,294488.0
4308,8,weekday,244868.0
4308,8,weekend,49620.0
4309,8,total,2097684.01
4309,8,weekday,1741408.0
4309,8,weekend,356276.01
4310,8,total,674431.67
4310,8,weekday,584410.0
4310,8,weekend,90021.67
4311,8,total,1586822.0
4311,8,weekday,1311739.31
4311,8,weekend,275082.68
4312,8,total,957994.68
4312,8,weekday,802334.33
4312,8,weekend,155660.34
4313,8,total,1227824.0
4313,8,weekday,926832.0
4313,8,weekend,300992.0
4314,8,total,1878759.0
4314,8,weekday,1571620.0
4314,8,weekend,307139.0
4315,8,total,1329380.0
4315,8,weekday,1121466.0
4315,8,weekend,207914.0
4316,8,total,1383473.33
4316,8,weekday,1128276.65
4316,8,weekend,255196.67
4317,8,total,522196.67
4317,8,weekday,442459.66
4317,8,weekend,79737.01
4318,8,total,309990.0
4318,8,weekday,265877.33
4318,8,weekend,44112.67
4401,8,total,2928206.83
4401,8,weekday,2529833.67
4401,8,weekend,398373.17
4402,8,total,3383469.32
4402,8,weekday,2810437.65
4402,8,weekend,573031.68
4403,8,total,1149568.0
4403,8,weekday,917843.67
4403,8,weekend,231724.33
4404,8,total,4822056.34
4404,8,weekday,3949482.67
4404,8,weekend,872573.68
4405,8,total,481985.67
4405,8,weekday,403578.01
4405,8,weekend,78407.66
4406,8,total,1385898.66
4406,8,weekday,1174673.67
4406,8,weekend,211225.0
4407,8,total,1559689.67
4407,8,weekday,1263309.0
4407,8,weekend,296380.67
4409,8,total,665472.16
4409,8,weekday,587844.0
4409,8,weekend,77628.17
4410,8,total,773760.67
4410,8,weekday,644938.66
4410,8,weekend,128821.99
4412,8,total,2504783.01
4412,8,weekday,2165114.67
4412,8,weekend,339668.33
4414,8,total,511025.67
4414,8,weekday,395403.34
4414,8,weekend,115622.34
4103,9,total,2626283.33
4103,9,weekday,2111619.67
4103,9,weekend,514663.66
4104,9,total,4526793.67
4104,9,weekday,3630339.65
4104,9,weekend,896454.01
4107,9,total,7666096.51
4107,9,weekday,6106525.49
4107,9,weekend,1559571.0
4108,9,total,6348610.33
4108,9,weekday,5242870.01
4108,9,weekend,1105740.32
4109,9,total,2865378.34
4109,9,weekday,2260757.67
4109,9,weekend,604620.65
4110,9,total,1952769.32
4110,9,weekday,1547701.84
4110,9,weekend,405067.51
4111,9,total,2251006.34
4111,9,weekday,1800086.67
4111,9,weekend,450919.67
4112,9,total,3274644.35
4112,9,weekday,2595454.82
4112,9,weekend,679189.5
4121,9,total,15896888.0
4121,9,weekday,13008115.99
4121,9,weekend,2888772.02
4165,9,total,30849506.16
4165,9,weekday,25634778.49
4165,9,weekend,5214727.66
4204,9,total,1849044.83
4204,9,weekday,1440391.34
4204,9,weekend,408653.5
4205,9,total,1401482.67
4205,9,weekday,1122721.83
4205,9,weekend,278760.83
4207,9,total,1520185.0
4207,9,weekday,1219616.33
4207,9,weekend,300568.67
4208,9,total,715815.34
4208,9,weekday,586586.17
4208,9,weekend,129229.17
4209,9,total,849216.66
4209,9,weekday,687336.0
4209,9,weekend,161880.66
4210,9,total,718948.32
4210,9,weekday,600806.67
4210,9,weekend,118141.66
4211,9,total,594350.0
4211,9,weekday,510758.0
4211,9,weekend,83592.0
4212,9,total,960648.33
4212,9,weekday,827066.0
4212,9,weekend,133582.33
4221,9,total,2582146.65
4221,9,weekday,2138859.01
4221,9,weekend,443287.68
4263,9,total,724921.01
4263,9,weekday,590493.01
4263,9,weekend,134428.0
4301,9,total,3176315.34
4301,9,weekday,2485815.32
4301,9,weekend,690500.0
4302,9,total,5051892.33
4302,9,weekday,4173591.01
4302,9,weekend,878301.32
4303,9,total,2183880.99
4303,9,weekday,1725702.34
4303,9,weekend,458178.67
4304,9,total,2064067.35
4304,9,weekday,1610290.0
4304,9,weekend,453777.34
4305,9,total,1579538.32
4305,9,weekday,1291719.01
4305,9,weekend,287819.33
4306,9,total,2742967.01
4306,9,weekday,2208623.0
4306,9,weekend,534344.01
4307,9,total,1913730.99
4307,9,weekday,1524399.99
4307,9,weekend,389331.0
4308,9,total,309465.66
4308,9,weekday,250192.0
4308,9,weekend,59273.67
4309,9,total,2191973.0
4309,9,weekday,1754875.67
4309,9,weekend,437097.35
4310,9,total,712780.01
4310,9,weekday,595752.33
4310,9,weekend,117027.68
4311,9,total,1622796.99
4311,9,weekday,1294603.66
4311,9,weekend,328193.33
4312,9,total,1005980.33
4312,9,weekday,819507.66
4312,9,weekend,186472.66
4313,9,total,1055905.67
4313,9,weekday,808875.34
4313,9,weekend,247030.33
4314,9,total,1958632.67
4314,9,weekday,1612453.68
4314,9,weekend,346179.0
4315,9,total,1358913.34
4315,9,weekday,1114986.33
4315,9,weekend,243926.99
4316,9,total,1418844.83
4316,9,weekday,1134578.83
4316,9,weekend,284266.0
4317,9,total,512888.66
4317,9,weekday,439282.34
4317,9,weekend,73606.33
4318,9,total,301038.67
4318,9,weekday,251446.67
4318,9,weekend,49592.0
4401,9,total,3004248.49
4401,9,weekday,2521836.34
4401,9,weekend,482412.18
4402,9,total,3538629.99
4402,9,weekday,2853876.66
4402,9,weekend,684753.32
4403,9,total,1152816.33
4403,9,weekday,890594.33
4403,9,weekend,262222.0
4404,9,total,4797207.0
4404,9,weekday,3735172.0
4404,9,weekend,1062035.0
4405,9,total,564029.0
4405,9,weekday,459127.0
4405,9,weekend,104902.01
4406,9,total,1371012.33
4406,9,weekday,1132047.34
4406,9,weekend,238964.99
4407,9,total,1553643.67
4407,9,weekday,1210040.67
4407,9,weekend,343603.0
4409,9,total,693926.5
4409,9,weekday,595275.5
4409,9,weekend,98650.99
4410,9,total,766330.34
4410,9,weekday,628313.33
4410,9,weekend,138016.99
4412,9,total,2541152.33
4412,9,weekday,2129639.0
4412,9,weekend,411513.32
4414,9,total,472600.67
4414,9,weekday,373162.99
4414,9,weekend,99437.65
4103,10,total,2922594.33
4103,10,weekday,2423549.66
4103,10,weekend,499044.68
4104,10,total,5149841.68
4104,10,weekday,4275436.33
4104,10,weekend,874405.33
4107,10,total,8535538.18
4107,10,weekday,7064629.33
4107,10,weekend,1470908.84
4108,10,total,7033883.33
4108,10,weekday,6028325.67
4108,10,weekend,1005557.66
4109,10,total,3142973.01
4109,10,weekday,2602582.01
4109,10,weekend,540391.0
4110,10,total,2148788.98
4110,10,weekday,1774290.5
4110,10,weekend,374498.49
4111,10,total,2443143.01
4111,10,weekday,2063460.67
4111,10,weekend,379682.33
4112,10,total,3572748.01
4112,10,weekday,2954120.83
4112,10,weekend,618627.19
4121,10,total,17432182.99
4121,10,weekday,14880549.0
4121,10,weekend,2551633.99
4165,10,total,34436062.83
4165,10,weekday,29599555.33
4165,10,weekend,4836507.52
4204,10,total,1878837.66
4204,10,weekday,1580180.66
4204,10,weekend,298657.0
4205,10,total,1533570.34
4205,10,weekday,1286369.51
4205,10,weekend,247200.83
4207,10,total,1652191.32
4207,10,weekday,1394941.01
4207,10,weekend,257250.34
4208,10,total,802003.17
4208,10,weekday,675505.99
4208,10,weekend,126497.17
4209,10,total,934394.34
4209,10,weekday,785190.0
4209,10,weekend,149204.33
4210,10,total,770183.32
4210,10,weekday,683943.34
4210,10,weekend,86239.98
4211,10,total,665280.01
4211,10,weekday,581956.67
4211,10,weekend,83323.34
4212,10,total,1101079.32
4212,10,weekday,954033.0
4212,10,weekend,147046.33
4221,10,total,2892043.33
4221,10,weekday,2470263.67
4221,10,weekend,421779.66
4263,10,total,802534.0
4263,10,weekday,677077.67
4263,10,weekend,125456.33
4301,10,total,3396341.67
4301,10,weekday,2826835.01
4301,10,weekend,569506.66
4302,10,total,5558681.99
4302,10,weekday,4786749.99
4302,10,weekend,771932.01
4303,10,total,2384201.0
4303,10,weekday,1959191.32
4303,10,weekend,425009.67
4304,10,total,2157413.66
4304,10,weekday,1806754.67
4304,10,weekend,350659.0
4305,10,total,1715896.35
4305,10,weekday,1475001.34
4305,10,weekend,240895.01
4306,10,total,3110489.68
4306,10,weekday,2590299.33
4306,10,weekend,520190.34
4307,10,total,2104030.65
4307,10,weekday,1742842.68
4307,10,weekend,361187.99
4308,10,total,319912.0
4308,10,weekday,283176.33
4308,10,weekend,36735.66
4309,10,total,2346435.99
4309,10,weekday,1961909.67
4309,10,weekend,384526.33
4310,10,total,798273.68
4310,10,weekday,707881.34
4310,10,weekend,90392.34
4311,10,total,1735728.01
4311,10,weekday,1451035.66
4311,10,weekend,284692.34
4312,10,total,1103602.69
4312,10,weekday,930628.33
4312,10,weekend,172974.34
4313,10,total,1064112.34
4313,10,weekday,878913.66
4313,10,weekend,185198.66
4314,10,total,2099602.01
4314,10,weekday,1828584.65
4314,10,weekend,271017.33
4315,10,total,1473404.0
4315,10,weekday,1271399.67
4315,10,weekend,202004.33
4316,10,total,1537400.18
4316,10,weekday,1295931.66
4316,10,weekend,241468.51
4317,10,total,572523.67
4317,10,weekday,497845.0
4317,10,weekend,74678.67
4318,10,total,321965.33
4318,10,weekday,280262.67
4318,10,weekend,41702.67
4401,10,total,3409486.17
4401,10,weekday,2971961.33
4401,10,weekend,437524.83
4402,10,total,3810403.0
4402,10,weekday,3258245.35
4402,10,weekend,552157.67
4403,10,total,1252965.0
4403,10,weekday,996215.0
4403,10,weekend,256750.0
4404,10,total,4931822.32
4404,10,weekday,4082548.32
4404,10,weekend,849274.0
4405,10,total,620119.32
4405,10,weekday,528998.01
4405,10,weekend,91121.35
4406,10,total,1503381.0
4406,10,weekday,1295647.67
4406,10,weekend,207733.34
4407,10,total,1589074.67
4407,10,weekday,1342219.67
4407,10,weekend,246855.0
4409,10,total,761391.0
4409,10,weekday,682260.84
4409,10,weekend,79130.16
4410,10,total,836740.66
4410,10,weekday,711434.34
4410,10,weekend,125306.34
4412,10,total,2783828.67
4412,10,weekday,2424088.34
4412,10,weekend,359740.34
4414,10,total,492040.0
4414,10,weekday,411839.66
4414,10,weekend,80200.33
4103,11,total,2739849.67
4103,11,weekday,2208774.01
4103,11,weekend,531075.67
4104,11,total,4599319.32
4104,11,weekday,3776039.34
4104,11,weekend,823280.01
4107,11,total,7950972.5
4107,11,weekday,6428125.83
4107,11,weekend,1522846.66
4108,11,total,6504215.01
4108,11,weekday,5478944.67
4108,11,weekend,1025270.34
4109,11,total,2865145.34
4109,11,weekday,2336102.99
4109,11,weekend,529042.33
4110,11,total,1955718.34
4110,11,weekday,1615188.16
4110,11,weekend,340530.17
4111,11,total,2253047.0
4111,11,weekday,1869825.01
4111,11,weekend,383222.0
4112,11,total,3326666.32
4112,11,weekday,2718814.17
4112,11,weekend,607852.17
4121,11,total,15508280.0
4121,11,weekday,13125487.63
4121,11,weekend,2382792.34
4165,11,total,32126813.68
4165,11,weekday,27133270.99
4165,11,weekend,4993542.69
4204,11,total,1668543.33
4204,11,weekday,1375881.82
4204,11,weekend,292661.5
4205,11,total,1428770.5
4205,11,weekday,1181481.83
4205,11,weekend,247288.66
4207,11,total,1526834.67
4207,11,weekday,1273681.67
4207,11,weekend,253153.01
4208,11,total,728631.17
4208,11,weekday,609077.67
4208,11,weekend,119553.5
4209,11,total,859688.33
4209,11,weekday,711997.33
4209,11,weekend,147691.01
4210,11,total,710091.99
4210,11,weekday,616995.67
4210,11,weekend,93096.33
4211,11,total,608459.34
4211,11,weekday,524971.01
4211,11,weekend,83488.33
4212,11,total,1017199.66
4212,11,weekday,863754.32
4212,11,weekend,153445.33
4221,11,total,2676383.0
4221,11,weekday,2257208.34
4221,11,weekend,419174.66
4263,11,total,736913.99
4263,11,weekday,617144.34
4263,11,weekend,119769.68
4301,11,total,3145429.01
4301,11,weekday,2558088.35
4301,11,weekend,587340.65
4302,11,total,5026524.33
4302,11,weekday,4253249.01
4302,11,weekend,773275.32
4303,11,total,2186988.67
4303,11,weekday,1777191.67
4303,11,weekend,409797.0
4304,11,total,2000888.66
4304,11,weekday,1631125.68
4304,11,weekend,369763.02
4305,11,total,1596022.32
4305,11,weekday,1338606.66
4305,11,weekend,257415.68
4306,11,total,2884036.33
4306,11,weekday,2333969.66
4306,11,weekend,550066.67
4307,11,total,1956236.67
4307,11,weekday,1605301.0
4307,11,weekend,350935.65
4308,11,total,283402.33
4308,11,weekday,250352.0
4308,11,weekend,33050.33
4309,11,total,2121552.33
4309,11,weekday,1778478.66
4309,11,weekend,343073.67
4310,11,total,776607.0
4310,11,weekday,662384.34
4310,11,weekend,114222.67
4311,11,total,1622697.68
4311,11,weekday,1342891.68
4311,11,weekend,279806.01
4312,11,total,1062756.67
4312,11,weekday,885885.33
4312,11,weekend,176871.35
4313,11,total,918085.68
4313,11,weekday,769219.67
4313,11,weekend,148866.01
4314,11,total,1913590.67
4314,11,weekday,1673058.99
4314,11,weekend,240531.66
4315,11,total,1348915.66
4315,11,weekday,1163207.34
4315,11,weekend,185708.34
4316,11,total,1406901.33
4316,11,weekday,1168220.67
4316,11,weekend,238680.67
4317,11,total,547904.66
4317,11,weekday,457834.0
4317,11,weekend,90070.66
4318,11,total,290642.67
4318,11,weekday,249404.67
4318,11,weekend,41238.0
4401,11,total,3327070.5
4401,11,weekday,2790762.5
4401,11,weekend,536308.0
4402,11,total,3442400.67
4402,11,weekday,2899863.68
4402,11,weekend,542537.02
4403,11,total,1172208.67
4403,11,weekday,916671.33
4403,11,weekend,255537.34
4404,11,total,4611535.34
4404,11,weekday,3757876.99
4404,11,weekend,853658.34
4405,11,total,568710.01
4405,11,weekday,478119.0
4405,11,weekend,90591.01
4406,11,total,1402155.33
4406,11,weekday,1194989.67
4406,11,weekend,207165.67
4407,11,total,1465161.67
4407,11,weekday,1226346.0
4407,11,weekend,238815.67
4409,11,total,715863.17
4409,11,weekday,619362.16
4409,11,weekend,96501.01
4410,11,total,753313.33
4410,11,weekday,641526.68
4410,11,weekend,111786.66
4412,11,total,2539273.33
4412,11,weekday,2197283.66
4412,11,weekend,341989.65
4414,11,total,443298.66
4414,11,weekday,368985.66
4414,11,weekend,74312.99
4103,12,total,2758760.99
4103,12,weekday,2098471.0
4103,12,weekend,660290.0
4104,12,total,4342553.33
4104,12,weekday,3409626.34
4104,12,weekend,932926.99
4107,12,total,7659725.33
4107,12,weekday,5951724.83
4107,12,weekend,1708000.49
4108,12,total,6270259.66
4108,12,weekday,5090722.33
4108,12,weekend,1179537.32
4109,12,total,2640570.32
4109,12,weekday,2063017.34
4109,12,weekend,577552.99
4110,12,total,1868940.33
4110,12,weekday,1483404.83
4110,12,weekend,385535.49
4111,12,total,2166349.0
4111,12,weekday,1728836.99
4111,12,weekend,437512.0
4112,12,total,3199602.85
4112,12,weekday,2501647.83
4112,12,weekend,697955.01
4121,12,total,15153605.69
4121,12,weekday,12311852.99
4121,12,weekend,2841752.67
4165,12,total,32237719.33
4165,12,weekday,25974179.51
4165,12,weekend,6263539.85
4204,12,total,1603700.01
4204,12,weekday,1286008.99
4204,12,weekend,317690.99
4205,12,total,1362869.51
4205,12,weekday,1092124.0
4205,12,weekend,270745.5
4207,12,total,1453907.34
4207,12,weekday,1168710.01
4207,12,weekend,285197.33
4208,12,total,685096.83
4208,12,weekday,550614.83
4208,12,weekend,134482.0
4209,12,total,831509.34
4209,12,weekday,666498.34
4209,12,weekend,165011.0
4210,12,total,689417.0
4210,12,weekday,573457.0
4210,12,weekend,115960.01
4211,12,total,579609.01
4211,12,weekday,480967.0
4211,12,weekend,98642.01
4212,12,total,968240.66
4212,12,weekday,793330.33
4212,12,weekend,174910.33
4221,12,total,2546768.33
4221,12,weekday,2070490.0
4221,12,weekend,476278.33
4263,12,total,701927.66
4263,12,weekday,566555.66
4263,12,weekend,135372.01
4301,12,total,2984618.01
4301,12,weekday,2324978.35
4301,12,weekend,659639.68
4302,12,total,4725292.67
4302,12,weekday,3872842.35
4302,12,weekend,852450.34
4303,12,total,2057785.34
4303,12,weekday,1626233.66
4303,12,weekend,431551.68
4304,12,total,1966395.99
4304,12,weekday,1512240.33
4304,12,weekend,454155.68
4305,12,total,1531479.01
4305,12,weekday,1241008.67
4305,12,weekend,290470.33
4306,12,total,2751498.01
4306,12,weekday,2172446.66
4306,12,weekend,579051.33
4307,12,total,1911001.33
4307,12,weekday,1501391.02
4307,12,weekend,409610.34
4308,12,total,285091.33
4308,12,weekday,230287.67
4308,12,weekend,54803.67
4309,12,total,2055522.66
4309,12,weekday,1638623.0
4309,12,weekend,416899.65
4310,12,total,779039.33
4310,12,weekday,633887.66
4310,12,weekend,145151.67
4311,12,total,1622658.31
4311,12,weekday,1290498.34
4311,12,weekend,332159.99
4312,12,total,1014216.99
4312,12,weekday,825686.33
4312,12,weekend,188530.66
4313,12,total,873023.67
4313,12,weekday,707906.99
4313,12,weekend,165116.67
4314,12,total,1885273.67
4314,12,weekday,1540441.33
4314,12,weekend,344832.34
4315,12,total,1321711.33
4315,12,weekday,1093156.66
4315,12,weekend,228554.67
4316,12,total,1350341.5
4316,12,weekday,1081884.48
4316,12,weekend,268457.01
4317,12,total,523705.34
4317,12,weekday,425073.33
4317,12,weekend,98632.0
4318,12,total,273935.0
4318,12,weekday,228912.0
4318,12,weekend,45023.0
4401,12,total,3136950.34
4401,12,weekday,2565337.66
4401,12,weekend,571612.66
4402,12,total,3259783.33
4402,12,weekday,2634492.34
4402,12,weekend,625290.99
4403,12,total,1120943.0
4403,12,weekday,855918.0
4403,12,weekend,265025.0
4404,12,total,4568978.33
4404,12,weekday,3554998.99
4404,12,weekend,1013979.34
4405,12,total,531444.34
4405,12,weekday,444028.01
4405,12,weekend,87416.33
4406,12,total,1375894.0
4406,12,weekday,1124886.0
4406,12,weekend,251008.0
4407,12,total,1472360.67
4407,12,weekday,1168098.0
4407,12,weekend,304262.67
4409,12,total,688773.5
4409,12,weekday,575628.32
4409,12,weekend,113145.18
4410,12,total,708083.67
4410,12,weekday,588121.01
4410,12,weekend,119962.67
4412,12,total,2443387.0
4412,12,weekday,2034763.01
4412,12,weekend,408624.01
4414,12,total,417260.67
4414,12,weekday,337917.67
4414,12,weekend,79343.01
