complex_id,month,day_group,ridership
194,3,total,66222.0
194,3,weekday,57908.67
194,3,weekend,8313.33
195,3,total,199307.0
195,3,weekday,169627.33
195,3,weekend,29679.67
196,3,total,58904.0
196,3,weekday,38559.33
196,3,weekend,20344.67
197,3,total,24905.67
197,3,weekday,21275.67
197,3,weekend,3630.0
198,3,total,64345.0
198,3,weekday,50037.33
198,3,weekend,14307.67
199,3,total,7743.33
199,3,weekday,6854.67
199,3,weekend,888.67
200,3,total,23825.67
200,3,weekday,20617.0
200,3,weekend,3208.67
201,3,total,12111.33
201,3,weekday,10616.0
201,3,weekend,1495.33
202,3,total,6014.67
202,3,weekday,5477.33
202,3,weekend,537.33
203,3,total,17045.33
203,3,weekday,14189.33
203,3,weekend,2856.0
204,3,total,59280.33
204,3,weekday,48778.0
204,3,weekend,10502.33
205,3,total,58259.33
205,3,weekday,48093.0
205,3,weekend,10166.33
206,3,total,19094.0
206,3,weekday,15816.33
206,3,weekend,3277.67
207,3,total,24927.33
207,3,weekday,20867.0
207,3,weekend,4060.33
208,3,total,48887.0
208,3,weekday,41709.0
208,3,weekend,7178.0
209,3,total,121097.33
209,3,weekday,100323.33
209,3,weekend,20774.0
210,3,total,235908.0
210,3,weekday,193744.67
210,3,weekend,42163.33
211,3,total,202970.33
211,3,weekday,162703.0
211,3,weekend,40267.33
212,3,total,224712.0
212,3,weekday,181484.0
212,3,weekend,43228.0
213,3,total,326943.0
213,3,weekday,260864.0
213,3,weekend,66079.0
214,3,total,141823.67
214,3,weekday,111551.33
214,3,weekend,30272.33
215,3,total,271065.33
215,3,weekday,220140.0
215,3,weekend,50925.33
216,3,total,144979.0
216,3,weekday,114890.5
216,3,weekend,30088.5
217,3,total,197264.67
217,3,weekday,156760.33
217,3,weekend,40504.33
218,3,total,267830.0
218,3,weekday,211227.0
218,3,weekend,56603.0
220,3,total,99331.33
220,3,weekday,81325.33
220,3,weekend,18006.0
221,3,total,289295.33
221,3,weekday,235538.33
221,3,weekend,53757.0
222,3,total,198468.0
222,3,weekday,157514.33
222,3,weekend,40953.67
223,3,total,571174.67
223,3,weekday,471177.33
223,3,weekend,99997.33
224,3,total,371269.0
224,3,weekday,308626.5
224,3,weekend,62642.5
225,3,total,1463887.0
225,3,weekday,1313575.67
225,3,weekend,150311.33
228,3,total,721758.5
228,3,weekday,646711.5
228,3,weekend,75047.0
231,3,total,677355.33
231,3,weekday,523519.67
231,3,weekend,153835.67
232,3,total,475386.67
232,3,weekday,367797.0
232,3,weekend,107589.67
234,3,total,394243.67
234,3,weekday,318935.33
234,3,weekend,75308.33
235,3,total,282623.33
235,3,weekday,236953.67
235,3,weekend,45669.67
236,3,total,310388.67
236,3,weekday,252117.33
236,3,weekend,58271.33
237,3,total,310359.33
237,3,weekday,261808.67
237,3,weekend,48550.67
238,3,total,124740.33
238,3,weekday,101912.67
238,3,weekend,22827.67
240,3,total,318755.33
240,3,weekday,265563.67
240,3,weekend,53191.67
241,3,total,166718.0
241,3,weekday,139140.0
241,3,weekend,27578.0
242,3,total,156910.67
242,3,weekday,132056.67
242,3,weekend,24854.0
243,3,total,296885.33
243,3,weekday,220600.0
243,3,weekend,76285.33
244,3,total,90979.33
244,3,weekday,85890.67
244,3,weekend,5088.67
245,3,total,96130.67
245,3,weekday,90800.67
245,3,weekend,5330.0
246,3,total,30733.0
246,3,weekday,29801.0
246,3,weekend,932.0
247,3,total,21140.67
247,3,weekday,20296.33
247,3,weekend,844.33
248,3,total,57644.33
248,3,weekday,55168.67
248,3,weekend,2475.67
249,3,total,48758.0
249,3,weekday,46510.0
249,3,weekend,2248.0
250,3,total,108655.0
250,3,weekday,102392.0
250,3,weekend,6263.0
251,3,total,36305.33
251,3,weekday,34678.33
251,3,weekend,1627.0
252,3,total,63311.0
252,3,weekday,60081.67
252,3,weekend,3229.33
253,3,total,38238.67
253,3,weekday,36501.0
253,3,weekend,1737.67
254,3,total,557479.67
254,3,weekday,488739.33
254,3,weekend,68740.33
255,3,total,226873.67
255,3,weekday,189254.33
255,3,weekend,37619.33
256,3,total,178424.33
256,3,weekday,149335.33
256,3,weekend,29089.0
257,3,total,117623.33
257,3,weekday,98951.0
257,3,weekend,18672.33
258,3,total,133408.67
258,3,weekday,113928.67
258,3,weekend,19480.0
259,3,total,676836.33
259,3,weekday,580791.33
259,3,weekend,96045.0
260,3,total,93986.0
260,3,weekday,79634.33
260,3,weekend,14351.67
261,3,total,720958.0
261,3,weekday,607560.0
261,3,weekend,113398.0
262,3,total,238786.67
262,3,weekday,205951.0
262,3,weekend,32835.67
263,3,total,423177.33
263,3,weekday,350889.67
263,3,weekend,72287.67
264,3,total,565577.67
264,3,weekday,459454.33
264,3,weekend,106123.33
265,3,total,486570.0
265,3,weekday,398163.0
265,3,weekend,88407.0
266,3,total,353390.33
266,3,weekday,283760.67
266,3,weekend,69629.67
268,3,total,99077.0
268,3,weekday,79945.0
268,3,weekend,19132.0
269,3,total,186705.67
269,3,weekday,156723.0
269,3,weekend,29982.67
270,3,total,241071.67
270,3,weekday,197981.67
270,3,weekend,43090.0
271,3,total,427693.0
271,3,weekday,333471.0
271,3,weekend,94222.0
272,3,total,129689.0
272,3,weekday,113412.67
272,3,weekend,16276.33
273,3,total,334696.67
273,3,weekday,283304.67
273,3,weekend,51392.0
276,3,total,626199.33
276,3,weekday,574205.0
276,3,weekend,51994.33
277,3,total,458811.0
277,3,weekday,392398.0
277,3,weekend,66413.0
278,3,total,968075.33
278,3,weekday,842357.67
278,3,weekend,125717.67
279,3,total,625232.33
279,3,weekday,516619.0
279,3,weekend,108613.33
280,3,total,133815.33
280,3,weekday,107001.0
280,3,weekend,26814.33
282,3,total,49347.33
282,3,weekday,38496.33
282,3,weekend,10851.0
283,3,total,258977.67
283,3,weekday,215342.67
283,3,weekend,43635.0
284,3,total,251400.0
284,3,weekday,208433.67
284,3,weekend,42966.33
286,3,total,126522.33
286,3,weekday,103077.0
286,3,weekend,23445.33
287,3,total,69294.33
287,3,weekday,59675.0
287,3,weekend,9619.33
288,3,total,159226.0
288,3,weekday,133044.33
288,3,weekend,26181.67
289,3,total,244016.0
289,3,weekday,198281.33
289,3,weekend,45734.67
290,3,total,145081.67
290,3,weekday,118193.33
290,3,weekend,26888.33
291,3,total,141107.67
291,3,weekday,117229.0
291,3,weekend,23878.67
292,3,total,159209.0
292,3,weekday,126814.67
292,3,weekend,32394.33
293,3,total,188680.0
293,3,weekday,156608.0
293,3,weekend,32072.0
294,3,total,109498.5
294,3,weekday,91909.5
294,3,weekend,17589.0
295,3,total,260587.33
295,3,weekday,215845.33
295,3,weekend,44742.0
296,3,total,144969.33
296,3,weekday,118555.0
296,3,weekend,26414.33
297,3,total,50939.33
297,3,weekday,42273.67
297,3,weekend,8665.67
298,3,total,175035.67
298,3,weekday,139950.67
298,3,weekend,35085.0
299,3,total,199494.67
299,3,weekday,153730.0
299,3,weekend,45764.67
300,3,total,228384.67
300,3,weekday,182470.67
300,3,weekend,45914.0
301,3,total,326566.33
301,3,weekday,257329.0
301,3,weekend,69237.33
303,3,total,321314.0
303,3,weekday,252735.0
303,3,weekend,68579.0
304,3,total,273367.67
304,3,weekday,209983.67
304,3,weekend,63384.0
305,3,total,378857.67
305,3,weekday,313012.67
305,3,weekend,65845.0
306,3,total,208289.67
306,3,weekday,164940.67
306,3,weekend,43349.0
307,3,total,404969.33
307,3,weekday,341062.33
307,3,weekend,63907.0
308,3,total,337030.67
308,3,weekday,268250.0
308,3,weekend,68780.67
309,3,total,351994.67
309,3,weekday,279349.0
309,3,weekend,72645.67
310,3,total,1019925.67
310,3,weekday,801449.33
310,3,weekend,218476.33
311,3,total,521116.0
311,3,weekday,415525.33
311,3,weekend,105590.67
312,3,total,427108.0
312,3,weekday,331350.67
312,3,weekend,95757.33
313,3,total,1087638.33
313,3,weekday,844385.33
313,3,weekend,243253.0
314,3,total,627507.33
314,3,weekday,518129.33
314,3,weekend,109378.0
316,3,total,669900.0
316,3,weekday,569607.0
316,3,weekend,100293.0
318,3,total,2248530.33
318,3,weekday,1899142.67
318,3,weekend,349387.67
319,3,total,386390.0
319,3,weekday,332886.67
319,3,weekend,53503.33
320,3,total,399209.0
320,3,weekday,326496.67
320,3,weekend,72712.33
321,3,total,233967.0
321,3,weekday,197655.0
321,3,weekend,36312.0
323,3,total,269955.33
323,3,weekday,206382.67
323,3,weekend,63572.67
324,3,total,378495.0
324,3,weekday,339815.0
324,3,weekend,38680.0
325,3,total,154465.67
325,3,weekday,136525.33
325,3,weekend,17940.33
326,3,total,146602.0
326,3,weekday,128564.67
326,3,weekend,18037.33
327,3,total,565652.0
327,3,weekday,501704.33
327,3,weekend,63947.67
328,3,total,337061.0
328,3,weekday,279640.0
328,3,weekend,57421.0
329,3,total,239692.67
329,3,weekday,203454.33
329,3,weekend,36238.33
333,3,total,600455.67
333,3,weekday,561414.67
333,3,weekend,39041.0
334,3,total,143498.33
334,3,weekday,119382.0
334,3,weekend,24116.33
336,3,total,192823.33
336,3,weekday,167472.0
336,3,weekend,25351.33
337,3,total,278692.33
337,3,weekday,232242.33
337,3,weekend,46450.0
339,3,total,99720.0
339,3,weekday,85041.0
339,3,weekend,14679.0
340,3,total,191153.0
340,3,weekday,162964.67
340,3,weekend,28188.33
341,3,total,132526.67
341,3,weekday,103980.0
341,3,weekend,28546.67
343,3,total,111621.33
343,3,weekday,90740.0
343,3,weekend,20881.33
344,3,total,124084.0
344,3,weekday,102496.33
344,3,weekend,21587.67
345,3,total,746636.33
345,3,weekday,622014.67
345,3,weekend,124621.67
346,3,total,179095.0
346,3,weekday,148975.5
346,3,weekend,30119.5
347,3,total,143490.0
347,3,weekday,124110.0
347,3,weekend,19380.0
348,3,total,140568.33
348,3,weekday,119783.0
348,3,weekend,20785.33
349,3,total,55762.0
349,3,weekday,45982.0
349,3,weekend,9780.0
350,3,total,106235.0
350,3,weekday,90217.67
350,3,weekend,16017.33
351,3,total,82103.33
351,3,weekday,70883.33
351,3,weekend,11220.0
352,3,total,154586.67
352,3,weekday,132109.0
352,3,weekend,22477.67
353,3,total,110852.0
353,3,weekday,95183.0
353,3,weekend,15669.0
354,3,total,156188.33
354,3,weekday,129276.33
354,3,weekend,26912.0
355,3,total,183470.0
355,3,weekday,159542.0
355,3,weekend,23928.0
356,3,total,257240.0
356,3,weekday,215006.0
356,3,weekend,42234.0
357,3,total,116060.67
357,3,weekday,96945.33
357,3,weekend,19115.33
358,3,total,199591.0
358,3,weekday,168080.67
358,3,weekend,31510.33
359,3,total,548861.67
359,3,weekday,476174.33
359,3,weekend,72687.33
360,3,total,186342.0
360,3,weekday,157680.67
360,3,weekend,28661.33
361,3,total,96031.0
361,3,weekday,83054.67
361,3,weekend,12976.33
362,3,total,53775.67
362,3,weekday,47244.33
362,3,weekend,6531.33
363,3,total,161714.33
363,3,weekday,139970.67
363,3,weekend,21743.67
364,3,total,68883.67
364,3,weekday,58666.0
364,3,weekend,10217.67
365,3,total,175779.67
365,3,weekday,146522.67
365,3,weekend,29257.0
366,3,total,423970.67
366,3,weekday,353980.33
366,3,weekend,69990.33
367,3,total,110852.33
367,3,weekday,90607.67
367,3,weekend,20244.67
368,3,total,174197.33
368,3,weekday,143569.67
368,3,weekend,30627.67
369,3,total,175533.0
369,3,weekday,143273.67
369,3,weekend,32259.33
370,3,total,50008.67
370,3,weekday,41705.0
370,3,weekend,8303.67
371,3,total,276650.33
371,3,weekday,233631.0
371,3,weekend,43019.33
372,3,total,89569.33
372,3,weekday,76280.0
372,3,weekend,13289.33
373,3,total,129688.67
373,3,weekday,108342.0
373,3,weekend,21346.67
374,3,total,26038.33
374,3,weekday,22726.0
374,3,weekend,3312.33
375,3,total,99469.33
375,3,weekday,83808.33
375,3,weekend,15661.0
376,3,total,164946.33
376,3,weekday,136152.33
376,3,weekend,28794.0
377,3,total,216158.0
377,3,weekday,177712.0
377,3,weekend,38446.0
378,3,total,178786.33
378,3,weekday,151727.67
378,3,weekend,27058.67
379,3,total,216540.0
379,3,weekday,186173.33
379,3,weekend,30366.67
380,3,total,144362.33
380,3,weekday,126476.67
380,3,weekend,17885.67
381,3,total,244395.0
381,3,weekday,210847.0
381,3,weekend,33548.0
382,3,total,280035.67
382,3,weekday,234724.0
382,3,weekend,45311.67
383,3,total,156040.33
383,3,weekday,131109.33
383,3,weekend,24931.0
384,3,total,279025.33
384,3,weekday,237715.0
384,3,weekend,41310.33
385,3,total,148848.33
385,3,weekday,127837.67
385,3,weekend,21010.67
386,3,total,130625.33
386,3,weekday,112689.0
386,3,weekend,17936.33
387,3,total,213444.67
387,3,weekday,182243.33
387,3,weekend,31201.33
388,3,total,223213.33
388,3,weekday,191365.67
388,3,weekend,31847.67
391,3,total,83134.67
391,3,weekday,71180.67
391,3,weekend,11954.0
392,3,total,752148.33
392,3,weekday,622603.33
392,3,weekend,129545.0
393,3,total,417921.33
393,3,weekday,338477.67
393,3,weekend,79443.67
394,3,total,306977.0
394,3,weekday,252686.67
394,3,weekend,54290.33
395,3,total,364248.67
395,3,weekday,305244.67
395,3,weekend,59004.0
396,3,total,464243.0
396,3,weekday,402570.67
396,3,weekend,61672.33
397,3,total,1155353.67
397,3,weekday,947484.67
397,3,weekend,207869.0
398,3,total,670739.0
398,3,weekday,567454.33
398,3,weekend,103284.67
399,3,total,618773.33
399,3,weekday,552804.0
399,3,weekend,65969.33
403,3,total,744736.33
403,3,weekday,650856.0
403,3,weekend,93880.33
404,3,total,549378.5
404,3,weekday,478832.5
404,3,weekend,70546.0
405,3,total,738380.67
405,3,weekday,655990.67
405,3,weekend,82390.0
407,3,total,461728.33
407,3,weekday,366664.33
407,3,weekend,95064.0
409,3,total,301026.33
409,3,weekday,229074.0
409,3,weekend,71952.33
413,3,total,486569.0
413,3,weekday,438320.33
413,3,weekend,48248.67
414,3,total,733020.33
414,3,weekday,664086.0
414,3,weekend,68934.33
416,3,total,131430.0
416,3,weekday,108514.0
416,3,weekend,22916.0
417,3,total,91498.67
417,3,weekday,78561.67
417,3,weekend,12937.0
418,3,total,132160.33
418,3,weekday,110987.33
418,3,weekend,21173.0
419,3,total,110988.33
419,3,weekday,93048.0
419,3,weekend,17940.33
420,3,total,90262.33
420,3,weekday,75711.33
420,3,weekend,14551.0
421,3,total,195967.67
421,3,weekday,162877.0
421,3,weekend,33090.67
422,3,total,88091.33
422,3,weekday,74073.0
422,3,weekend,14018.33
423,3,total,141386.33
423,3,weekday,117293.67
423,3,weekend,24092.67
424,3,total,233828.67
424,3,weekday,194605.33
424,3,weekend,39223.33
425,3,total,67324.33
425,3,weekday,57646.67
425,3,weekend,9677.67
426,3,total,204650.33
426,3,weekday,162969.33
426,3,weekend,41681.0
427,3,total,193694.0
427,3,weekday,159888.67
427,3,weekend,33805.33
428,3,total,193344.67
428,3,weekday,159900.67
428,3,weekend,33444.0
429,3,total,127748.33
429,3,weekday,105646.67
429,3,weekend,22101.67
430,3,total,245425.0
430,3,weekday,201396.33
430,3,weekend,44028.67
431,3,total,88411.67
431,3,weekday,73510.0
431,3,weekend,14901.67
432,3,total,202239.67
432,3,weekday,166787.67
432,3,weekend,35452.0
433,3,total,151437.33
433,3,weekday,126199.0
433,3,weekend,25238.33
434,3,total,623307.67
434,3,weekday,521865.67
434,3,weekend,101442.0
436,3,total,103055.33
436,3,weekday,86922.0
436,3,weekend,16133.33
437,3,total,91140.0
437,3,weekday,76227.0
437,3,weekend,14913.0
438,3,total,391437.33
438,3,weekday,324997.0
438,3,weekend,66440.33
439,3,total,416530.67
439,3,weekday,340072.0
439,3,weekend,76458.67
440,3,total,307312.67
440,3,weekday,250297.33
440,3,weekend,57015.33
441,3,total,239779.33
441,3,weekday,196268.67
441,3,weekend,43510.67
442,3,total,114198.67
442,3,weekday,103416.67
442,3,weekend,10782.0
443,3,total,94922.67
443,3,weekday,85288.67
443,3,weekend,9634.0
444,3,total,134776.33
444,3,weekday,120461.0
444,3,weekend,14315.33
445,3,total,76842.67
445,3,weekday,70985.67
445,3,weekend,5857.0
446,3,total,60621.0
446,3,weekday,55085.67
446,3,weekend,5535.33
447,3,total,1530925.67
447,3,weekday,1251099.67
447,3,weekend,279826.0
448,3,total,91400.0
448,3,weekday,60546.33
448,3,weekend,30853.67
449,3,total,303454.67
449,3,weekday,243105.67
449,3,weekend,60349.0
450,3,total,531631.0
450,3,weekday,432851.67
450,3,weekend,98779.33
451,3,total,591198.67
451,3,weekday,462866.33
451,3,weekend,128332.33
452,3,total,443230.0
452,3,weekday,358516.0
452,3,weekend,84714.0
453,3,total,394589.0
453,3,weekday,321653.0
453,3,weekend,72936.0
455,3,total,128342.0
455,3,weekday,104798.67
455,3,weekend,23543.33
456,3,total,448905.33
456,3,weekday,362656.33
456,3,weekend,86249.0
457,3,total,165629.33
457,3,weekday,137951.67
457,3,weekend,27677.67
458,3,total,345859.67
458,3,weekday,285035.67
458,3,weekend,60824.0
459,3,total,266809.33
459,3,weekday,227386.67
459,3,weekend,39422.67
460,3,total,302919.0
460,3,weekday,283280.0
460,3,weekend,19639.0
461,3,total,415786.0
461,3,weekday,301562.67
461,3,weekend,114223.33
463,3,total,165624.33
463,3,weekday,159942.67
463,3,weekend,5681.67
464,3,total,374882.67
464,3,weekday,335356.67
464,3,weekend,39526.0
471,3,total,311025.33
471,3,weekday,255939.67
471,3,weekend,55085.67
475,3,total,500542.67
475,3,weekday,407244.33
475,3,weekend,93298.33
476,3,total,689055.33
476,3,weekday,543849.33
476,3,weekend,145206.0
477,3,total,780096.0
477,3,weekday,656099.33
477,3,weekend,123996.67
601,3,total,1273768.33
601,3,weekday,1034550.0
601,3,weekend,239218.33
602,3,total,2830741.67
602,3,weekday,2256255.33
602,3,weekend,574486.33
603,3,total,375066.0
603,3,weekday,316948.67
603,3,weekend,58117.33
604,3,total,620614.33
604,3,weekday,499321.0
604,3,weekend,121293.33
605,3,total,701875.5
605,3,weekday,588242.0
605,3,weekend,113633.5
606,3,total,635089.67
606,3,weekday,536391.33
606,3,weekend,98698.33
607,3,total,3299289.67
607,3,weekday,2713556.33
607,3,weekend,585733.33
608,3,total,346134.33
608,3,weekday,283339.33
608,3,weekend,62795.0
609,3,total,1352755.67
609,3,weekday,1196341.33
609,3,weekend,156414.33
610,3,total,3847808.33
610,3,weekday,3408271.33
610,3,weekend,439537.0
611,3,total,5430094.0
611,3,weekday,4395329.33
611,3,weekend,1034764.67
612,3,total,1608236.0
612,3,weekday,1425263.0
612,3,weekend,182973.0
613,3,total,1439401.0
613,3,weekday,1212460.67
613,3,weekend,226940.33
614,3,total,1964604.0
614,3,weekday,1604759.0
614,3,weekend,359845.0
615,3,total,136889.33
615,3,weekday,113473.33
615,3,weekend,23416.0
616,3,total,1454420.67
616,3,weekday,1136501.0
616,3,weekend,317919.67
617,3,total,1245830.0
617,3,weekday,995192.67
617,3,weekend,250637.33
618,3,total,1211536.33
618,3,weekday,955480.33
618,3,weekend,256056.0
619,3,total,1015300.0
619,3,weekday,803989.0
619,3,weekend,211311.0
620,3,total,936000.0
620,3,weekday,821626.0
620,3,weekend,114374.0
621,3,total,265523.67
621,3,weekday,195093.67
621,3,weekend,70430.0
622,3,total,787593.33
622,3,weekday,693239.67
622,3,weekend,94353.67
623,3,total,1306908.67
623,3,weekday,1000729.0
623,3,weekend,306179.67
624,3,total,1775192.0
624,3,weekday,1559835.33
624,3,weekend,215356.67
625,3,total,709181.67
625,3,weekday,561537.67
625,3,weekend,147644.0
626,3,total,419829.67
626,3,weekday,341255.0
626,3,weekend,78574.67
627,3,total,176769.33
627,3,weekday,141536.33
627,3,weekend,35233.0
628,3,total,2264248.0
628,3,weekday,1992344.33
628,3,weekend,271903.67
629,3,total,415729.33
629,3,weekday,315934.33
629,3,weekend,99795.0
630,3,total,593091.33
630,3,weekday,469411.67
630,3,weekend,123679.67
635,3,total,826066.67
635,3,weekday,707172.67
635,3,weekend,118894.0
636,3,total,1146430.0
636,3,weekday,999239.33
636,3,weekend,147190.67
1,4,total,431105.33
1,4,weekday,366582.0
1,4,weekend,64523.33
2,4,total,377010.5
2,4,weekday,306105.0
2,4,weekend,70905.5
3,4,total,452921.0
3,4,weekday,417278.0
3,4,weekend,35643.0
4,4,total,296053.5
4,4,weekday,241073.5
4,4,weekend,54980.0
5,4,total,148720.0
5,4,weekday,135699.0
5,4,weekend,13021.0
6,4,total,81419.0
6,4,weekday,62781.0
6,4,weekend,18638.0
8,4,total,435148.0
8,4,weekday,345817.0
8,4,weekend,89331.0
9,4,total,961675.67
9,4,weekday,765381.33
9,4,weekend,196294.33
10,4,total,694180.33
10,4,weekday,548828.0
10,4,weekend,145352.33
13,4,total,348388.67
13,4,weekday,284927.33
13,4,weekend,63461.33
14,4,total,651273.33
14,4,weekday,530371.33
14,4,weekend,120902.0
16,4,total,493911.0
16,4,weekday,379546.0
16,4,weekend,114365.0
17,4,total,412151.33
17,4,weekday,297394.67
17,4,weekend,114756.67
20,4,total,168243.33
20,4,weekday,146496.67
20,4,weekend,21746.67
22,4,total,182689.33
22,4,weekday,147776.0
22,4,weekend,34913.33
26,4,total,572711.67
26,4,weekday,473275.0
26,4,weekend,99436.67
28,4,total,170567.67
28,4,weekday,145559.67
28,4,weekend,25008.0
30,4,total,136731.33
30,4,weekday,119475.33
30,4,weekend,17256.0
31,4,total,94676.0
31,4,weekday,79661.33
31,4,weekend,15014.67
32,4,total,382568.33
32,4,weekday,290587.67
32,4,weekend,91980.67
33,4,total,199122.33
33,4,weekday,166134.67
33,4,weekend,32987.67
34,4,total,140837.33
34,4,weekday,116671.67
34,4,weekend,24165.67
35,4,total,363254.0
35,4,weekday,288270.67
35,4,weekend,74983.33
36,4,total,195707.67
36,4,weekday,162011.0
36,4,weekend,33696.67
37,4,total,141787.0
37,4,weekday,120878.67
37,4,weekend,20908.33
38,4,total,294361.67
38,4,weekday,245793.67
38,4,weekend,48568.0
39,4,total,148657.67
39,4,weekday,126397.0
39,4,weekend,22260.67
41,4,total,274226.33
41,4,weekday,220392.67
41,4,weekend,53833.67
42,4,total,303861.0
42,4,weekday,220437.33
42,4,weekend,83423.67
43,4,total,164669.67
43,4,weekday,129232.33
43,4,weekend,35437.33
44,4,total,445386.0
44,4,weekday,356007.0
44,4,weekend,89379.0
45,4,total,87747.67
45,4,weekday,70991.67
45,4,weekend,16756.0
46,4,total,167126.67
46,4,weekday,134505.33
46,4,weekend,32621.33
47,4,total,279965.33
47,4,weekday,225438.67
47,4,weekend,54526.67
48,4,total,86394.67
48,4,weekday,73166.67
48,4,weekend,13228.0
49,4,total,155297.33
49,4,weekday,127508.0
49,4,weekend,27789.33
50,4,total,146757.67
50,4,weekday,124047.33
50,4,weekend,22710.33
51,4,total,498697.0
51,4,weekday,417690.33
51,4,weekend,81006.67
52,4,total,197164.67
52,4,weekday,156167.0
52,4,weekend,40997.67
53,4,total,115535.33
53,4,weekday,94132.0
53,4,weekend,21403.33
54,4,total,353806.67
54,4,weekday,298620.67
54,4,weekend,55186.0
55,4,total,313622.67
55,4,weekday,256968.0
55,4,weekend,56654.67
56,4,total,85155.67
56,4,weekday,68066.0
56,4,weekend,17089.67
57,4,total,63331.33
57,4,weekday,49752.33
57,4,weekend,13579.0
58,4,total,368739.67
58,4,weekday,266726.67
58,4,weekend,102013.0
59,4,total,137471.33
59,4,weekday,113261.0
59,4,weekend,24210.33
60,4,total,99165.0
60,4,weekday,84688.0
60,4,weekend,14477.0
61,4,total,77459.67
61,4,weekday,66710.67
61,4,weekend,10749.0
62,4,total,53038.67
62,4,weekday,46158.67
62,4,weekend,6880.0
64,4,total,148903.33
64,4,weekday,123227.0
64,4,weekend,25676.33
65,4,total,156870.33
65,4,weekday,132050.33
65,4,weekend,24820.0
66,4,total,155746.0
66,4,weekday,129854.67
66,4,weekend,25891.33
67,4,total,126605.67
67,4,weekday,105094.33
67,4,weekend,21511.33
68,4,total,202649.0
68,4,weekday,166839.67
68,4,weekend,35809.33
69,4,total,138506.0
69,4,weekday,115461.33
69,4,weekend,23044.67
70,4,total,68875.67
70,4,weekday,57673.0
70,4,weekend,11202.67
71,4,total,331690.67
71,4,weekday,260731.0
71,4,weekend,70959.67
72,4,total,59188.0
72,4,weekday,50254.0
72,4,weekend,8934.0
74,4,total,67917.67
74,4,weekday,54189.0
74,4,weekend,13728.67
75,4,total,70380.33
75,4,weekday,58662.33
75,4,weekend,11718.0
76,4,total,210753.0
76,4,weekday,169536.33
76,4,weekend,41216.67
77,4,total,75590.67
77,4,weekday,62638.0
77,4,weekend,12952.67
78,4,total,65259.33
78,4,weekday,51927.0
78,4,weekend,13332.33
79,4,total,44544.33
79,4,weekday,35741.0
79,4,weekend,8803.33
80,4,total,38253.33
80,4,weekday,34049.0
80,4,weekend,4204.33
81,4,total,72133.5
81,4,weekday,62447.5
81,4,weekend,9686.0
82,4,total,52609.33
82,4,weekday,46905.0
82,4,weekend,5704.33
83,4,total,115555.33
83,4,weekday,101230.67
83,4,weekend,14324.67
84,4,total,91106.33
84,4,weekday,79954.0
84,4,weekend,11152.33
85,4,total,84020.67
85,4,weekday,73975.67
85,4,weekend,10045.0
86,4,total,34854.33
86,4,weekday,30938.67
86,4,weekend,3915.67
87,4,total,126887.33
87,4,weekday,97072.67
87,4,weekend,29814.67
88,4,total,83771.33
88,4,weekday,68762.67
88,4,weekend,15008.67
89,4,total,78881.67
89,4,weekday,64807.0
89,4,weekend,14074.67
90,4,total,70448.33
90,4,weekday,57160.67
90,4,weekend,13287.67
91,4,total,58109.0
91,4,weekday,47505.33
91,4,weekend,10603.67
93,4,total,86371.67
93,4,weekday,70845.33
93,4,weekend,15526.33
94,4,total,169927.0
94,4,weekday,139146.33
94,4,weekend,30780.67
95,4,total,181426.0
95,4,weekday,150653.67
95,4,weekend,30772.33
96,4,total,155188.0
96,4,weekday,127382.33
96,4,weekend,27805.67
97,4,total,316856.0
97,4,weekday,258365.67
97,4,weekend,58490.33
98,4,total,215677.0
98,4,weekday,182191.0
98,4,weekend,33486.0
99,4,total,124088.67
99,4,weekday,103787.67
99,4,weekend,20301.0
100,4,total,75766.33
100,4,weekday,61428.0
100,4,weekend,14338.33
101,4,total,353074.67
101,4,weekday,286941.0
101,4,weekend,66133.67
103,4,total,108515.33
103,4,weekday,79987.67
103,4,weekend,28527.67
107,4,total,175356.67
107,4,weekday,157242.33
107,4,weekend,18114.33
108,4,total,81486.67
108,4,weekday,75326.67
108,4,weekend,6160.0
109,4,total,118973.33
109,4,weekday,109842.33
109,4,weekend,9131.0
110,4,total,78453.67
110,4,weekday,72577.67
110,4,weekend,5876.0
111,4,total,48425.33
111,4,weekday,44020.33
111,4,weekend,4405.0
113,4,total,102892.0
113,4,weekday,91467.0
113,4,weekend,11425.0
114,4,total,100606.0
114,4,weekday,91045.0
114,4,weekend,9561.0
118,4,total,188430.0
118,4,weekday,142713.33
118,4,weekend,45716.67
119,4,total,574373.33
119,4,weekday,443848.33
119,4,weekend,130525.0
120,4,total,808870.33
120,4,weekday,572642.33
120,4,weekend,236228.0
122,4,total,264975.67
122,4,weekday,214704.0
122,4,weekend,50271.67
123,4,total,181196.33
123,4,weekday,149603.0
123,4,weekend,31593.33
124,4,total,191091.67
124,4,weekday,147583.0
124,4,weekend,43508.67
125,4,total,211869.0
125,4,weekday,160606.67
125,4,weekend,51262.33
126,4,total,213528.0
126,4,weekday,163708.33
126,4,weekend,49819.67
127,4,total,337313.67
127,4,weekday,267681.33
127,4,weekend,69632.33
129,4,total,219468.67
129,4,weekday,176677.67
129,4,weekend,42791.0
130,4,total,120149.33
130,4,weekday,94865.67
130,4,weekend,25283.67
131,4,total,56701.0
131,4,weekday,44200.67
131,4,weekend,12500.33
133,4,total,44163.67
133,4,weekday,36967.0
133,4,weekend,7196.67
