puma,year,month,period,day_group,ridership,omny_pct
4103,2020,1,2020-01-01,total,2754983.0,0.0
4103,2020,1,2020-01-01,weekday,2250825.0,0.0
4103,2020,1,2020-01-01,weekend,504158.0,0.0
4104,2020,1,2020-01-01,total,4491540.0,1.64
4104,2020,1,2020-01-01,weekday,3809953.0,1.58
4104,2020,1,2020-01-01,weekend,681587.0,2.01
4107,2020,1,2020-01-01,total,7446458.0,2.45
4107,2020,1,2020-01-01,weekday,6176212.0,2.29
4107,2020,1,2020-01-01,weekend,1270246.0,3.22
4108,2020,1,2020-01-01,total,6323630.0,1.92
4108,2020,1,2020-01-01,weekday,5437489.0,1.85
4108,2020,1,2020-01-01,weekend,886141.0,2.35
4109,2020,1,2020-01-01,total,2649160.0,1.86
4109,2020,1,2020-01-01,weekday,2198571.0,1.8
4109,2020,1,2020-01-01,weekend,450589.0,2.15
4110,2020,1,2020-01-01,total,1877820.0,0.38
4110,2020,1,2020-01-01,weekday,1559736.0,0.36
4110,2020,1,2020-01-01,weekend,318084.0,0.46
4111,2020,1,2020-01-01,total,2195947.0,1.38
4111,2020,1,2020-01-01,weekday,1872518.0,1.34
4111,2020,1,2020-01-01,weekend,323429.0,1.61
4112,2020,1,2020-01-01,total,3065432.0,1.1
4112,2020,1,2020-01-01,weekday,2595640.0,1.09
4112,2020,1,2020-01-01,weekend,469792.0,1.12
4121,2020,1,2020-01-01,total,15267060.0,3.15
4121,2020,1,2020-01-01,weekday,13257491.0,3.07
4121,2020,1,2020-01-01,weekend,2009569.0,3.7
4165,2020,1,2020-01-01,total,30929918.0,3.17
4165,2020,1,2020-01-01,weekday,26857141.0,3.12
4165,2020,1,2020-01-01,weekend,4072777.0,3.48
4204,2020,1,2020-01-01,total,1534874.0,1.1
4204,2020,1,2020-01-01,weekday,1296028.0,1.07
4204,2020,1,2020-01-01,weekend,238846.0,1.32
4205,2020,1,2020-01-01,total,1338325.0,0.59
4205,2020,1,2020-01-01,weekday,1129415.0,0.58
4205,2020,1,2020-01-01,weekend,208910.0,0.67
4207,2020,1,2020-01-01,total,1452345.0,0.85
4207,2020,1,2020-01-01,weekday,1231579.0,0.83
4207,2020,1,2020-01-01,weekend,220766.0,0.96
4208,2020,1,2020-01-01,total,626498.0,1.33
4208,2020,1,2020-01-01,weekday,558554.0,1.33
4208,2020,1,2020-01-01,weekend,67944.0,1.27
4209,2020,1,2020-01-01,total,826368.0,0.0
4209,2020,1,2020-01-01,weekday,704211.0,0.0
4209,2020,1,2020-01-01,weekend,122157.0,0.0
4210,2020,1,2020-01-01,total,715356.0,0.0
4210,2020,1,2020-01-01,weekday,627932.0,0.0
4210,2020,1,2020-01-01,weekend,87424.0,0.0
4211,2020,1,2020-01-01,total,550440.0,0.0
4211,2020,1,2020-01-01,weekday,478889.0,0.0
4211,2020,1,2020-01-01,weekend,71551.0,0.0
4212,2020,1,2020-01-01,total,995378.0,0.0
4212,2020,1,2020-01-01,weekday,858907.0,0.0
4212,2020,1,2020-01-01,weekend,136471.0,0.0
4221,2020,1,2020-01-01,total,2541985.0,0.23
4221,2020,1,2020-01-01,weekday,2191217.0,0.23
4221,2020,1,2020-01-01,weekend,350768.0,0.25
4263,2020,1,2020-01-01,total,700053.0,0.0
4263,2020,1,2020-01-01,weekday,597982.0,0.0
4263,2020,1,2020-01-01,weekend,102071.0,0.0
4301,2020,1,2020-01-01,total,3143608.0,0.0
4301,2020,1,2020-01-01,weekday,2622287.0,0.0
4301,2020,1,2020-01-01,weekend,521321.0,0.0
4302,2020,1,2020-01-01,total,4905106.0,0.69
4302,2020,1,2020-01-01,weekday,4219723.0,0.7
4302,2020,1,2020-01-01,weekend,685383.0,0.59
4303,2020,1,2020-01-01,total,2122274.0,0.0
4303,2020,1,2020-01-01,weekday,1768320.0,0.0
4303,2020,1,2020-01-01,weekend,353954.0,0.0
4304,2020,1,2020-01-01,total,1878057.0,0.0
4304,2020,1,2020-01-01,weekday,1584020.0,0.0
4304,2020,1,2020-01-01,weekend,294037.0,0.0
4305,2020,1,2020-01-01,total,1499308.0,0.0
4305,2020,1,2020-01-01,weekday,1292621.0,0.0
4305,2020,1,2020-01-01,weekend,206687.0,0.0
4306,2020,1,2020-01-01,total,2890042.0,1.35
4306,2020,1,2020-01-01,weekday,2427570.0,1.32
4306,2020,1,2020-01-01,weekend,462472.0,1.51
4307,2020,1,2020-01-01,total,1978145.0,0.0
4307,2020,1,2020-01-01,weekday,1660106.0,0.0
4307,2020,1,2020-01-01,weekend,318039.0,0.0
4308,2020,1,2020-01-01,total,310215.0,0.0
4308,2020,1,2020-01-01,weekday,265306.0,0.0
4308,2020,1,2020-01-01,weekend,44909.0,0.0
4309,2020,1,2020-01-01,total,2107610.0,0.0
4309,2020,1,2020-01-01,weekday,1792780.0,0.0
4309,2020,1,2020-01-01,weekend,314830.0,0.0
4310,2020,1,2020-01-01,total,791801.0,0.65
4310,2020,1,2020-01-01,weekday,678379.0,0.62
4310,2020,1,2020-01-01,weekend,113422.0,0.82
4311,2020,1,2020-01-01,total,1695701.0,0.0
4311,2020,1,2020-01-01,weekday,1418698.0,0.0
4311,2020,1,2020-01-01,weekend,277003.0,0.0
4312,2020,1,2020-01-01,total,1127173.0,0.0
4312,2020,1,2020-01-01,weekday,966183.0,0.0
4312,2020,1,2020-01-01,weekend,160990.0,0.0
4313,2020,1,2020-01-01,total,880218.0,0.0
4313,2020,1,2020-01-01,weekday,754227.0,0.0
4313,2020,1,2020-01-01,weekend,125991.0,0.0
4314,2020,1,2020-01-01,total,1871929.0,0.0
4314,2020,1,2020-01-01,weekday,1612840.0,0.0
4314,2020,1,2020-01-01,weekend,259089.0,0.0
4315,2020,1,2020-01-01,total,1337529.0,0.0
4315,2020,1,2020-01-01,weekday,1162987.0,0.0
4315,2020,1,2020-01-01,weekend,174542.0,0.0
4316,2020,1,2020-01-01,total,1356015.0,0.0
4316,2020,1,2020-01-01,weekday,1137649.0,0.0
4316,2020,1,2020-01-01,weekend,218366.0,0.0
4317,2020,1,2020-01-01,total,526497.0,0.0
4317,2020,1,2020-01-01,weekday,452795.0,0.0
4317,2020,1,2020-01-01,weekend,73702.0,0.0
4318,2020,1,2020-01-01,total,279440.0,0.0
4318,2020,1,2020-01-01,weekday,245134.0,0.0
4318,2020,1,2020-01-01,weekend,34306.0,0.0
4401,2020,1,2020-01-01,total,2868430.0,0.0
4401,2020,1,2020-01-01,weekday,2458213.0,0.0
4401,2020,1,2020-01-01,weekend,410217.0,0.0
4402,2020,1,2020-01-01,total,3365310.0,0.0
4402,2020,1,2020-01-01,weekday,2898470.0,0.0
4402,2020,1,2020-01-01,weekend,466840.0,0.0
4403,2020,1,2020-01-01,total,1132500.0,0.0
4403,2020,1,2020-01-01,weekday,924280.0,0.0
4403,2020,1,2020-01-01,weekend,208220.0,0.0
4404,2020,1,2020-01-01,total,4431988.0,0.0
4404,2020,1,2020-01-01,weekday,3719150.0,0.0
4404,2020,1,2020-01-01,weekend,712838.0,0.0
4405,2020,1,2020-01-01,total,657081.0,0.0
4405,2020,1,2020-01-01,weekday,559449.0,0.0
4405,2020,1,2020-01-01,weekend,97632.0,0.0
4406,2020,1,2020-01-01,total,1373530.0,0.0
4406,2020,1,2020-01-01,weekday,1197035.0,0.0
4406,2020,1,2020-01-01,weekend,176495.0,0.0
4407,2020,1,2020-01-01,total,1474202.0,0.0
4407,2020,1,2020-01-01,weekday,1227825.0,0.0
4407,2020,1,2020-01-01,weekend,246377.0,0.0
4409,2020,1,2020-01-01,total,710218.0,0.0
4409,2020,1,2020-01-01,weekday,625462.0,0.0
4409,2020,1,2020-01-01,weekend,84756.0,0.0
4410,2020,1,2020-01-01,total,694050.0,0.0
4410,2020,1,2020-01-01,weekday,612050.0,0.0
4410,2020,1,2020-01-01,weekend,82000.0,0.0
4412,2020,1,2020-01-01,total,2451949.0,0.34
4412,2020,1,2020-01-01,weekday,2144934.0,0.31
4412,2020,1,2020-01-01,weekend,307015.0,0.54
4414,2020,1,2020-01-01,total,419867.0,0.0
4414,2020,1,2020-01-01,weekday,359603.0,0.0
4414,2020,1,2020-01-01,weekend,60264.0,0.0
4103,2020,2,2020-02-01,total,2569955.0,0.0
4103,2020,2,2020-02-01,weekday,1956344.0,0.0
4103,2020,2,2020-02-01,weekend,613611.0,0.0
4104,2020,2,2020-02-01,total,4349390.0,4.56
4104,2020,2,2020-02-01,weekday,3477023.0,4.34
4104,2020,2,2020-02-01,weekend,872367.0,5.42
4107,2020,2,2020-02-01,total,7092054.0,4.15
4107,2020,2,2020-02-01,weekday,5628244.0,3.87
4107,2020,2,2020-02-01,weekend,1463810.0,5.24
4108,2020,2,2020-02-01,total,6007776.0,2.46
4108,2020,2,2020-02-01,weekday,4965081.0,2.37
4108,2020,2,2020-02-01,weekend,1042695.0,2.89
4109,2020,2,2020-02-01,total,2700295.0,3.68
4109,2020,2,2020-02-01,weekday,2142975.0,3.48
4109,2020,2,2020-02-01,weekend,557320.0,4.44
4110,2020,2,2020-02-01,total,1803139.0,0.77
4110,2020,2,2020-02-01,weekday,1424822.0,0.71
4110,2020,2,2020-02-01,weekend,378317.0,0.97
4111,2020,2,2020-02-01,total,2050640.0,1.83
4111,2020,2,2020-02-01,weekday,1673204.0,1.76
4111,2020,2,2020-02-01,weekend,377436.0,2.1
4112,2020,2,2020-02-01,total,2870511.0,2.78
4112,2020,2,2020-02-01,weekday,2337495.0,2.65
4112,2020,2,2020-02-01,weekend,533016.0,3.36
4121,2020,2,2020-02-01,total,14551650.0,4.93
4121,2020,2,2020-02-01,weekday,12208165.0,4.69
4121,2020,2,2020-02-01,weekend,2343485.0,6.23
4165,2020,2,2020-02-01,total,28923101.0,4.71
4165,2020,2,2020-02-01,weekday,24260847.0,4.62
4165,2020,2,2020-02-01,weekend,4662254.0,5.18
4204,2020,2,2020-02-01,total,1461677.0,1.45
4204,2020,2,2020-02-01,weekday,1176891.0,1.41
4204,2020,2,2020-02-01,weekend,284786.0,1.61
4205,2020,2,2020-02-01,total,1295133.0,0.75
4205,2020,2,2020-02-01,weekday,1045567.0,0.73
4205,2020,2,2020-02-01,weekend,249566.0,0.86
4207,2020,2,2020-02-01,total,1399881.0,1.09
4207,2020,2,2020-02-01,weekday,1133201.0,1.05
4207,2020,2,2020-02-01,weekend,266680.0,1.29
4208,2020,2,2020-02-01,total,592527.0,2.27
4208,2020,2,2020-02-01,weekday,511858.0,2.21
4208,2020,2,2020-02-01,weekend,80669.0,2.66
4209,2020,2,2020-02-01,total,782956.0,0.88
4209,2020,2,2020-02-01,weekday,638788.0,0.85
4209,2020,2,2020-02-01,weekend,144168.0,1.03
4210,2020,2,2020-02-01,total,668278.0,0.64
4210,2020,2,2020-02-01,weekday,563881.0,0.63
4210,2020,2,2020-02-01,weekend,104397.0,0.69
4211,2020,2,2020-02-01,total,517150.0,0.14
4211,2020,2,2020-02-01,weekday,436066.0,0.13
4211,2020,2,2020-02-01,weekend,81084.0,0.21
4212,2020,2,2020-02-01,total,934611.0,0.14
4212,2020,2,2020-02-01,weekday,776907.0,0.14
4212,2020,2,2020-02-01,weekend,157704.0,0.16
4221,2020,2,2020-02-01,total,2421420.0,0.92
4221,2020,2,2020-02-01,weekday,1999940.0,0.88
4221,2020,2,2020-02-01,weekend,421480.0,1.06
4263,2020,2,2020-02-01,total,674047.0,0.29
4263,2020,2,2020-02-01,weekday,544390.0,0.26
4263,2020,2,2020-02-01,weekend,129657.0,0.39
4301,2020,2,2020-02-01,total,2978804.0,0.0
4301,2020,2,2020-02-01,weekday,2359933.0,0.0
4301,2020,2,2020-02-01,weekend,618871.0,0.0
4302,2020,2,2020-02-01,total,4768538.0,1.52
4302,2020,2,2020-02-01,weekday,3941756.0,1.51
4302,2020,2,2020-02-01,weekend,826782.0,1.59
4303,2020,2,2020-02-01,total,2062223.0,0.0
4303,2020,2,2020-02-01,weekday,1625379.0,0.0
4303,2020,2,2020-02-01,weekend,436844.0,0.0
4304,2020,2,2020-02-01,total,1770216.0,0.0
4304,2020,2,2020-02-01,weekday,1418602.0,0.0
4304,2020,2,2020-02-01,weekend,351614.0,0.0
4305,2020,2,2020-02-01,total,1424666.0,0.0
4305,2020,2,2020-02-01,weekday,1161819.0,0.0
4305,2020,2,2020-02-01,weekend,262847.0,0.0
4306,2020,2,2020-02-01,total,2754013.0,1.56
4306,2020,2,2020-02-01,weekday,2170718.0,1.57
4306,2020,2,2020-02-01,weekend,583295.0,1.54
4307,2020,2,2020-02-01,total,1847639.0,0.0
4307,2020,2,2020-02-01,weekday,1478355.0,0.0
4307,2020,2,2020-02-01,weekend,369284.0,0.0
4308,2020,2,2020-02-01,total,259102.0,0.0
4308,2020,2,2020-02-01,weekday,232656.0,0.0
4308,2020,2,2020-02-01,weekend,26446.0,0.0
4309,2020,2,2020-02-01,total,1980016.0,0.0
4309,2020,2,2020-02-01,weekday,1629511.0,0.0
4309,2020,2,2020-02-01,weekend,350505.0,0.0
4310,2020,2,2020-02-01,total,749178.0,0.85
4310,2020,2,2020-02-01,weekday,617318.0,0.82
4310,2020,2,2020-02-01,weekend,131860.0,1.02
4311,2020,2,2020-02-01,total,1589835.0,0.0
4311,2020,2,2020-02-01,weekday,1269131.0,0.0
4311,2020,2,2020-02-01,weekend,320704.0,0.0
4312,2020,2,2020-02-01,total,1073096.0,0.0
4312,2020,2,2020-02-01,weekday,870039.0,0.0
4312,2020,2,2020-02-01,weekend,203057.0,0.0
4313,2020,2,2020-02-01,total,823143.0,0.0
4313,2020,2,2020-02-01,weekday,670622.0,0.0
4313,2020,2,2020-02-01,weekend,152521.0,0.0
4314,2020,2,2020-02-01,total,1691542.0,0.0
4314,2020,2,2020-02-01,weekday,1500594.0,0.0
4314,2020,2,2020-02-01,weekend,190948.0,0.0
4315,2020,2,2020-02-01,total,1248467.0,0.0
4315,2020,2,2020-02-01,weekday,1066267.0,0.0
4315,2020,2,2020-02-01,weekend,182200.0,0.0
4316,2020,2,2020-02-01,total,1272534.0,0.0
4316,2020,2,2020-02-01,weekday,1025238.0,0.0
4316,2020,2,2020-02-01,weekend,247296.0,0.0
4317,2020,2,2020-02-01,total,512564.0,0.0
4317,2020,2,2020-02-01,weekday,413875.0,0.0
4317,2020,2,2020-02-01,weekend,98689.0,0.0
4318,2020,2,2020-02-01,total,255708.0,0.0
4318,2020,2,2020-02-01,weekday,216654.0,0.0
4318,2020,2,2020-02-01,weekend,39054.0,0.0
4401,2020,2,2020-02-01,total,2742062.0,0.0
4401,2020,2,2020-02-01,weekday,2245970.0,0.0
4401,2020,2,2020-02-01,weekend,496092.0,0.0
4402,2020,2,2020-02-01,total,3163941.0,0.0
4402,2020,2,2020-02-01,weekday,2607549.0,0.0
4402,2020,2,2020-02-01,weekend,556392.0,0.0
4403,2020,2,2020-02-01,total,1254474.0,0.0
4403,2020,2,2020-02-01,weekday,859224.0,0.0
4403,2020,2,2020-02-01,weekend,395250.0,0.0
4404,2020,2,2020-02-01,total,4161779.0,0.0
4404,2020,2,2020-02-01,weekday,3340375.0,0.0
4404,2020,2,2020-02-01,weekend,821404.0,0.0
4405,2020,2,2020-02-01,total,618086.0,0.0
4405,2020,2,2020-02-01,weekday,502326.0,0.0
4405,2020,2,2020-02-01,weekend,115760.0,0.0
4406,2020,2,2020-02-01,total,1288989.0,0.0
4406,2020,2,2020-02-01,weekday,1077368.0,0.0
4406,2020,2,2020-02-01,weekend,211621.0,0.0
4407,2020,2,2020-02-01,total,1032060.0,0.0
4407,2020,2,2020-02-01,weekday,1027291.0,0.0
4407,2020,2,2020-02-01,weekend,4769.0,0.0
4409,2020,2,2020-02-01,total,674662.0,0.0
4409,2020,2,2020-02-01,weekday,556461.0,0.0
4409,2020,2,2020-02-01,weekend,118201.0,0.0
4410,2020,2,2020-02-01,total,654116.0,0.0
4410,2020,2,2020-02-01,weekday,559285.0,0.0
4410,2020,2,2020-02-01,weekend,94831.0,0.0
4412,2020,2,2020-02-01,total,2335889.0,0.43
4412,2020,2,2020-02-01,weekday,1960599.0,0.41
4412,2020,2,2020-02-01,weekend,375290.0,0.59
4414,2020,2,2020-02-01,total,389712.0,0.0
4414,2020,2,2020-02-01,weekday,322828.0,0.0
4414,2020,2,2020-02-01,weekend,66884.0,0.0
4103,2020,3,2020-03-01,total,1357208.0,0.0
4103,2020,3,2020-03-01,weekday,1089250.0,0.0
4103,2020,3,2020-03-01,weekend,267958.0,0.0
4104,2020,3,2020-03-01,total,2140882.0,4.94
4104,2020,3,2020-03-01,weekday,1781449.0,4.74
4104,2020,3,2020-03-01,weekend,359433.0,5.97
4107,2020,3,2020-03-01,total,3656786.0,4.11
4107,2020,3,2020-03-01,weekday,3010339.0,3.88
4107,2020,3,2020-03-01,weekend,646447.0,5.19
4108,2020,3,2020-03-01,total,3206050.0,2.43
4108,2020,3,2020-03-01,weekday,2737067.0,2.35
4108,2020,3,2020-03-01,weekend,468983.0,2.88
4109,2020,3,2020-03-01,total,1550674.0,3.61
4109,2020,3,2020-03-01,weekday,1269608.0,3.42
4109,2020,3,2020-03-01,weekend,281066.0,4.48
4110,2020,3,2020-03-01,total,1115336.0,1.96
4110,2020,3,2020-03-01,weekday,917272.0,1.81
4110,2020,3,2020-03-01,weekend,198064.0,2.67
4111,2020,3,2020-03-01,total,1321336.0,2.06
4111,2020,3,2020-03-01,weekday,1103922.0,1.99
4111,2020,3,2020-03-01,weekend,217414.0,2.42
4112,2020,3,2020-03-01,total,1817888.0,3.09
4112,2020,3,2020-03-01,weekday,1503904.0,2.96
4112,2020,3,2020-03-01,weekend,313984.0,3.74
4121,2020,3,2020-03-01,total,7182091.0,4.81
4121,2020,3,2020-03-01,weekday,6192442.0,4.62
4121,2020,3,2020-03-01,weekend,989649.0,6.03
4165,2020,3,2020-03-01,total,14323710.0,4.55
4165,2020,3,2020-03-01,weekday,12310500.0,4.48
4165,2020,3,2020-03-01,weekend,2013210.0,4.99
4204,2020,3,2020-03-01,total,1035326.0,1.74
4204,2020,3,2020-03-01,weekday,854343.0,1.68
4204,2020,3,2020-03-01,weekend,180983.0,2.02
4205,2020,3,2020-03-01,total,912141.0,0.95
4205,2020,3,2020-03-01,weekday,753982.0,0.9
4205,2020,3,2020-03-01,weekend,158159.0,1.18
4207,2020,3,2020-03-01,total,969754.0,1.34
4207,2020,3,2020-03-01,weekday,807103.0,1.29
4207,2020,3,2020-03-01,weekend,162651.0,1.56
4208,2020,3,2020-03-01,total,387713.0,2.43
4208,2020,3,2020-03-01,weekday,331795.0,2.34
4208,2020,3,2020-03-01,weekend,55918.0,2.97
4209,2020,3,2020-03-01,total,552547.0,1.95
4209,2020,3,2020-03-01,weekday,460399.0,1.87
4209,2020,3,2020-03-01,weekend,92148.0,2.35
4210,2020,3,2020-03-01,total,455791.0,1.81
4210,2020,3,2020-03-01,weekday,391440.0,1.77
4210,2020,3,2020-03-01,weekend,64351.0,2.1
4211,2020,3,2020-03-01,total,359963.0,1.9
4211,2020,3,2020-03-01,weekday,308677.0,1.86
4211,2020,3,2020-03-01,weekend,51286.0,2.18
4212,2020,3,2020-03-01,total,675759.0,1.61
4212,2020,3,2020-03-01,weekday,571241.0,1.54
4212,2020,3,2020-03-01,weekend,104518.0,2.01
4221,2020,3,2020-03-01,total,1716937.0,2.08
4221,2020,3,2020-03-01,weekday,1450829.0,1.98
4221,2020,3,2020-03-01,weekend,266108.0,2.61
4263,2020,3,2020-03-01,total,461640.0,2.09
4263,2020,3,2020-03-01,weekday,386726.0,1.98
4263,2020,3,2020-03-01,weekend,74914.0,2.66
4301,2020,3,2020-03-01,total,1623390.0,0.0
4301,2020,3,2020-03-01,weekday,1329959.0,0.0
4301,2020,3,2020-03-01,weekend,293431.0,0.0
4302,2020,3,2020-03-01,total,2595387.0,1.76
4302,2020,3,2020-03-01,weekday,2212220.0,1.71
4302,2020,3,2020-03-01,weekend,383167.0,2.04
4303,2020,3,2020-03-01,total,1210368.0,0.25
4303,2020,3,2020-03-01,weekday,1015832.0,0.24
4303,2020,3,2020-03-01,weekend,194536.0,0.29
4304,2020,3,2020-03-01,total,1086195.0,0.0
4304,2020,3,2020-03-01,weekday,893442.0,0.0
4304,2020,3,2020-03-01,weekend,192753.0,0.0
4305,2020,3,2020-03-01,total,1020762.0,0.13
4305,2020,3,2020-03-01,weekday,857254.0,0.11
4305,2020,3,2020-03-01,weekend,163508.0,0.22
4306,2020,3,2020-03-01,total,1499588.0,1.53
4306,2020,3,2020-03-01,weekday,1236712.0,1.5
4306,2020,3,2020-03-01,weekend,262876.0,1.7
4307,2020,3,2020-03-01,total,1077017.0,0.0
4307,2020,3,2020-03-01,weekday,894046.0,0.0
4307,2020,3,2020-03-01,weekend,182971.0,0.0
4308,2020,3,2020-03-01,total,141645.0,0.0
4308,2020,3,2020-03-01,weekday,123599.0,0.0
4308,2020,3,2020-03-01,weekend,18046.0,0.0
4309,2020,3,2020-03-01,total,1267849.0,0.0
4309,2020,3,2020-03-01,weekday,1054409.0,0.0
4309,2020,3,2020-03-01,weekend,213440.0,0.0
4310,2020,3,2020-03-01,total,444448.0,0.96
4310,2020,3,2020-03-01,weekday,377086.0,0.92
4310,2020,3,2020-03-01,weekend,67362.0,1.18
4311,2020,3,2020-03-01,total,956502.0,0.0
4311,2020,3,2020-03-01,weekday,791671.0,0.0
4311,2020,3,2020-03-01,weekend,164831.0,0.0
4312,2020,3,2020-03-01,total,682531.0,0.0
4312,2020,3,2020-03-01,weekday,569070.0,0.0
4312,2020,3,2020-03-01,weekend,113461.0,0.0
4313,2020,3,2020-03-01,total,567658.0,0.0
4313,2020,3,2020-03-01,weekday,471210.0,0.0
4313,2020,3,2020-03-01,weekend,96448.0,0.0
4314,2020,3,2020-03-01,total,1121883.0,0.0
4314,2020,3,2020-03-01,weekday,969642.0,0.0
4314,2020,3,2020-03-01,weekend,152241.0,0.0
4315,2020,3,2020-03-01,total,787281.0,0.0
4315,2020,3,2020-03-01,weekday,677085.0,0.0
4315,2020,3,2020-03-01,weekend,110196.0,0.0
4316,2020,3,2020-03-01,total,901810.0,0.15
4316,2020,3,2020-03-01,weekday,751465.0,0.14
4316,2020,3,2020-03-01,weekend,150345.0,0.21
4317,2020,3,2020-03-01,total,348340.0,0.0
4317,2020,3,2020-03-01,weekday,291659.0,0.0
4317,2020,3,2020-03-01,weekend,56681.0,0.0
4318,2020,3,2020-03-01,total,166236.0,0.0
4318,2020,3,2020-03-01,weekday,143563.0,0.0
4318,2020,3,2020-03-01,weekend,22673.0,0.0
4401,2020,3,2020-03-01,total,1577151.0,0.0
4401,2020,3,2020-03-01,weekday,1332820.0,0.0
4401,2020,3,2020-03-01,weekend,244331.0,0.0
4402,2020,3,2020-03-01,total,1870120.0,0.01
4402,2020,3,2020-03-01,weekday,1587580.0,0.01
4402,2020,3,2020-03-01,weekend,282540.0,0.01
4403,2020,3,2020-03-01,total,739770.0,0.05
4403,2020,3,2020-03-01,weekday,561455.0,0.05
4403,2020,3,2020-03-01,weekend,178315.0,0.03
4404,2020,3,2020-03-01,total,2619251.0,0.02
4404,2020,3,2020-03-01,weekday,2162070.0,0.02
4404,2020,3,2020-03-01,weekend,457181.0,0.01
4405,2020,3,2020-03-01,total,387208.0,0.0
4405,2020,3,2020-03-01,weekday,324435.0,0.0
4405,2020,3,2020-03-01,weekend,62773.0,0.0
4406,2020,3,2020-03-01,total,751327.0,0.0
4406,2020,3,2020-03-01,weekday,643982.0,0.0
4406,2020,3,2020-03-01,weekend,107345.0,0.0
4407,2020,3,2020-03-01,total,694067.0,0.07
4407,2020,3,2020-03-01,weekday,637936.0,0.07
4407,2020,3,2020-03-01,weekend,56131.0,0.11
4409,2020,3,2020-03-01,total,458259.0,0.0
4409,2020,3,2020-03-01,weekday,388133.0,0.0
4409,2020,3,2020-03-01,weekend,70126.0,0.0
4410,2020,3,2020-03-01,total,438241.0,0.0
4410,2020,3,2020-03-01,weekday,376458.0,0.0
4410,2020,3,2020-03-01,weekend,61783.0,0.0
4412,2020,3,2020-03-01,total,1544999.0,0.44
4412,2020,3,2020-03-01,weekday,1323879.0,0.41
4412,2020,3,2020-03-01,weekend,221120.0,0.61
4414,2020,3,2020-03-01,total,281299.0,0.0
4414,2020,3,2020-03-01,weekday,235713.0,0.0
4414,2020,3,2020-03-01,weekend,45586.0,0.0
4103,2020,4,2020-04-01,total,193816.0,0.0
4103,2020,4,2020-04-01,weekday,160976.0,0.0
4103,2020,4,2020-04-01,weekend,32840.0,0.0
4104,2020,4,2020-04-01,total,227695.0,3.85
4104,2020,4,2020-04-01,weekday,190355.0,3.69
4104,2020,4,2020-04-01,weekend,37340.0,4.68
4107,2020,4,2020-04-01,total,477749.0,3.89
4107,2020,4,2020-04-01,weekday,390634.0,3.72
4107,2020,4,2020-04-01,weekend,87115.0,4.69
4108,2020,4,2020-04-01,total,494418.0,2.56
4108,2020,4,2020-04-01,weekday,414002.0,2.49
4108,2020,4,2020-04-01,weekend,80416.0,2.9
4109,2020,4,2020-04-01,total,295881.0,3.97
4109,2020,4,2020-04-01,weekday,239777.0,3.76
4109,2020,4,2020-04-01,weekend,56104.0,4.87
4110,2020,4,2020-04-01,total,231596.0,2.95
4110,2020,4,2020-04-01,weekday,197814.0,2.83
4110,2020,4,2020-04-01,weekend,33782.0,3.64
4111,2020,4,2020-04-01,total,326856.0,2.68
4111,2020,4,2020-04-01,weekday,269640.0,2.56
4111,2020,4,2020-04-01,weekend,57216.0,3.25
4112,2020,4,2020-04-01,total,375444.0,4.51
4112,2020,4,2020-04-01,weekday,310596.0,4.37
4112,2020,4,2020-04-01,weekend,64848.0,5.19
4121,2020,4,2020-04-01,total,648993.0,4.05
4121,2020,4,2020-04-01,weekday,549125.0,3.89
4121,2020,4,2020-04-01,weekend,99868.0,4.96
4165,2020,4,2020-04-01,total,1426503.0,3.72
4165,2020,4,2020-04-01,weekday,1208747.0,3.58
4165,2020,4,2020-04-01,weekend,217756.0,4.48
4204,2020,4,2020-04-01,total,299352.0,2.69
4204,2020,4,2020-04-01,weekday,246330.0,2.59
4204,2020,4,2020-04-01,weekend,53022.0,3.16
4205,2020,4,2020-04-01,total,263759.0,1.65
4205,2020,4,2020-04-01,weekday,216761.0,1.6
4205,2020,4,2020-04-01,weekend,46998.0,1.83
4207,2020,4,2020-04-01,total,271146.0,2.26
4207,2020,4,2020-04-01,weekday,223558.0,2.23
4207,2020,4,2020-04-01,weekend,47588.0,2.43
4208,2020,4,2020-04-01,total,88846.0,3.64
4208,2020,4,2020-04-01,weekday,73880.0,3.52
4208,2020,4,2020-04-01,weekend,14966.0,4.2
4209,2020,4,2020-04-01,total,146269.0,3.43
4209,2020,4,2020-04-01,weekday,121340.0,3.32
4209,2020,4,2020-04-01,weekend,24929.0,3.93
4210,2020,4,2020-04-01,total,110227.0,3.01
4210,2020,4,2020-04-01,weekday,92954.0,2.94
4210,2020,4,2020-04-01,weekend,17273.0,3.38
4211,2020,4,2020-04-01,total,96038.0,3.55
4211,2020,4,2020-04-01,weekday,80341.0,3.45
4211,2020,4,2020-04-01,weekend,15697.0,4.1
4212,2020,4,2020-04-01,total,193438.0,2.88
4212,2020,4,2020-04-01,weekday,159904.0,2.78
4212,2020,4,2020-04-01,weekend,33534.0,3.33
4221,2020,4,2020-04-01,total,487185.0,3.56
4221,2020,4,2020-04-01,weekday,405169.0,3.43
4221,2020,4,2020-04-01,weekend,82016.0,4.21
4263,2020,4,2020-04-01,total,130517.0,3.65
4263,2020,4,2020-04-01,weekday,107696.0,3.5
4263,2020,4,2020-04-01,weekend,22821.0,4.37
4301,2020,4,2020-04-01,total,232129.0,0.0
4301,2020,4,2020-04-01,weekday,195998.0,0.0
4301,2020,4,2020-04-01,weekend,36131.0,0.0
