puma,period,ridership,baseline_ridership,baseline_comparison,omny_pct
4412,2023-10-01,1827668,3140646.4,0.5819,30.03
4412,2023-11-01,1725178,2900129.4000000004,0.5949,31.55
4412,2023-12-01,1659630,2876493.0,0.577,32.91
4412,2024-01-01,1651645,2725800.0,0.6059,33.13
4412,2024-02-01,1549470,2623351.6,0.5906,33.0
4412,2024-03-01,1770543,3040945.0,0.5822,33.69
4412,2024-04-01,1772417,2942768.0,0.6023,33.77
4412,2024-05-01,1911793,3149879.8,0.6069,35.77
4412,2024-06-01,1720541,2991510.8,0.5751,38.62
4412,2024-07-01,1745778,2848975.4,0.6128,40.52
4412,2024-08-01,1730105,2904370.4000000004,0.5957,41.76
4412,2024-09-01,1885388,2953900.4,0.6383,46.95
4412,2024-10-01,2066276,3140646.4,0.6579,48.8
4412,2024-11-01,1868948,2900129.4000000004,0.6444,50.13
4412,2024-12-01,1855606,2876493.0,0.6451,51.23
4412,2025-01-01,1780688,2725800.0,0.6533,51.88
4412,2025-02-01,1691615,2623351.6,0.6448,54.08
4412,2025-03-01,1935359,3040945.0,0.6364,58.21
4412,2025-04-01,1937579,2942768.0,0.6584,61.75
4412,2025-05-01,1025962,3149879.8,0.3257,59.2
4414,2020-07-01,191838,627819.0,0.3056,0.34
4414,2020-08-01,187631,614741.0,0.3052,0.42
4414,2020-09-01,193995,567265.6,0.342,0.45
4414,2020-10-01,192648,570395.6,0.3377,0.77
4414,2020-11-01,176045,517806.4,0.34,2.17
4414,2020-12-01,174940,510297.6,0.3428,5.76
4414,2021-01-01,171234,487381.6,0.3513,7.16
4414,2021-02-01,147639,462923.4,0.3189,8.48
4414,2021-03-01,182986,535688.6,0.3416,9.57
4414,2021-04-01,198870,522106.6,0.3809,10.81
4414,2021-05-01,216251,570970.2,0.3787,13.08
4414,2021-06-01,247063,593086.6,0.4166,15.03
4414,2021-07-01,260464,627819.0,0.4149,17.11
4414,2021-08-01,251636,614741.0,0.4093,17.32
4414,2021-09-01,258674,567265.6,0.456,16.31
4414,2021-10-01,268303,570395.6,0.4704,14.55
4414,2021-11-01,257949,517806.4,0.4982,15.18
4414,2021-12-01,255207,510297.6,0.5001,15.64
4414,2022-01-01,215659,487381.6,0.4425,16.66
4414,2022-02-01,226840,462923.4,0.49,17.4
4414,2022-03-01,269576,535688.6,0.5032,17.9
4414,2022-04-01,250102,522106.6,0.479,18.84
4414,2022-05-01,284491,570970.2,0.4983,22.24
4414,2022-06-01,303573,593086.6,0.5119,24.67
4414,2022-07-01,311658,627819.0,0.4964,29.7
4414,2022-08-01,309729,614741.0,0.5038,27.95
4414,2022-09-01,283728,567265.6,0.5002,25.46
4414,2022-10-01,279222,570395.6,0.4895,23.98
4414,2022-11-01,285619,517806.4,0.5516,24.86
4414,2022-12-01,288579,510297.6,0.5655,25.29
4414,2023-01-01,280925,487381.6,0.5764,26.89
4414,2023-02-01,260664,462923.4,0.5631,26.87
4414,2023-03-01,309443,535688.6,0.5777,27.05
4414,2023-04-01,284242,522106.6,0.5444,28.16
4414,2023-05-01,329190,570970.2,0.5765,29.53
4414,2023-06-01,310793,593086.6,0.524,31.91
4414,2023-07-01,326314,627819.0,0.5198,38.38
4414,2023-08-01,330119,614741.0,0.537,36.22
4414,2023-09-01,292379,567265.6,0.5154,33.42
4414,2023-10-01,301940,570395.6,0.5294,32.1
4414,2023-11-01,288395,517806.4,0.557,34.8
4414,2023-12-01,277734,510297.6,0.5443,36.59
4414,2024-01-01,279613,487381.6,0.5737,37.52
4414,2024-02-01,289332,462923.4,0.625,38.03
4414,2024-03-01,327850,535688.6,0.612,39.25
4414,2024-04-01,313549,522106.6,0.6005,38.87
4414,2024-05-01,326768,570970.2,0.5723,40.58
4414,2024-06-01,359068,593086.6,0.6054,47.9
4414,2024-07-01,364130,627819.0,0.58,50.64
4414,2024-08-01,360935,614741.0,0.5871,50.17
4414,2024-09-01,348699,567265.6,0.6147,53.01
4414,2024-10-01,346641,570395.6,0.6077,53.48
4414,2024-11-01,315693,517806.4,0.6097,56.15
4414,2024-12-01,325396,510297.6,0.6377,58.15
4414,2025-01-01,253172,487381.6,0.5195,57.41
4414,2025-02-01,179294,462923.4,0.3873,56.22
4414,2025-03-01,217812,535688.6,0.4066,59.83
4414,2025-04-01,211829,522106.6,0.4057,61.49
4414,2025-05-01,118512,570970.2,0.2076,59.83
