puma,period,ridership,baseline_ridership,baseline_comparison,omny_pct
4402,2021-09-01,1999893,3597821.6,0.5559,22.86
4402,2021-10-01,2175160,3820587.8,0.5693,22.97
4402,2021-11-01,2101304,3498616.4,0.6006,24.07
4402,2021-12-01,2008874,3369199.8,0.5962,24.63
4402,2022-01-01,1718026,3279183.4,0.5239,25.17
4402,2022-02-01,1859148,3113647.4,0.5971,27.28
4402,2022-03-01,2291721,3633212.0,0.6308,28.7
4402,2022-04-01,2209710,3503442.6,0.6307,31.13
4402,2022-05-01,2344823,3742557.0,0.6265,31.96
4402,2022-06-01,2342311,3593505.0,0.6518,33.96
4402,2022-07-01,2170723,3417748.4,0.6351,36.71
4402,2022-08-01,2247992,3397135.6,0.6617,37.55
4402,2022-09-01,2439000,3597821.6,0.6779,37.4
4402,2022-10-01,2539370,3820587.8,0.6647,37.67
4402,2022-11-01,2392794,3498616.4,0.6839,38.24
4402,2022-12-01,2328078,3369199.8,0.691,38.76
4402,2023-01-01,2366519,3279183.4,0.7217,39.98
4402,2023-02-01,2175074,3113647.4,0.6986,40.52
4402,2023-03-01,2657922,3633212.0,0.7316,40.34
4402,2023-04-01,2414694,3503442.6,0.6892,42.24
4402,2023-05-01,2772897,3742557.0,0.7409,42.07
4402,2023-06-01,2594769,3593505.0,0.7221,43.96
4402,2023-07-01,2410937,3417748.4,0.7054,46.24
4402,2023-08-01,2419849,3397135.6,0.7123,46.23
4402,2023-09-01,2594128,3597821.6,0.721,45.3
4402,2023-10-01,2790824,3820587.8,0.7305,44.65
4402,2023-11-01,2552586,3498616.4,0.7296,46.22
4402,2023-12-01,2463698,3369199.8,0.7312,47.41
4402,2024-01-01,2205034,3279183.4,0.6724,47.96
4402,2024-02-01,2382241,3113647.4,0.7651,49.46
4402,2024-03-01,2513114,3633212.0,0.6917,49.18
4402,2024-04-01,2485036,3503442.6,0.7093,50.7
4402,2024-05-01,2746762,3742557.0,0.7339,50.91
4402,2024-06-01,2468256,3593505.0,0.6869,53.57
4402,2024-07-01,2507525,3417748.4,0.7337,55.68
4402,2024-08-01,2384924,3397135.6,0.702,56.66
4402,2024-09-01,2672978,3597821.6,0.7429,61.82
4402,2024-10-01,2926974,3820587.8,0.7661,62.92
4402,2024-11-01,2604076,3498616.4,0.7443,63.63
4402,2024-12-01,2510558,3369199.8,0.7451,63.62
4402,2025-01-01,2565228,3279183.4,0.7823,65.34
4402,2025-02-01,2448653,3113647.4,0.7864,66.76
4402,2025-03-01,2833071,3633212.0,0.7798,68.91
4402,2025-04-01,2909674,3503442.6,0.8305,71.64
4402,2025-05-01,1552512,3742557.0,0.4148,70.52
4403,2020-07-01,422302,1177135.4,0.3588,4.79
4403,2020-08-01,445822,1182553.4,0.377,5.91
4403,2020-09-01,556308,1200436.2,0.4634,5.87
4403,2020-10-01,606742,1269935.8,0.4778,5.86
4403,2020-11-01,580436,1185780.0,0.4895,6.49
4403,2020-12-01,574716,1172601.0,0.4901,7.55
4403,2021-01-01,544789,1107177.8,0.4921,8.34
4403,2021-02-01,510090,1055521.0,0.4833,9.9
4403,2021-03-01,634856,1181450.8,0.5374,10.52
4403,2021-04-01,662663,1176279.6,0.5634,11.21
4403,2021-05-01,715119,1246027.8,0.5739,12.13
4403,2021-06-01,745916,1196118.2,0.6236,13.3
4403,2021-07-01,781823,1177135.4,0.6642,14.59
4403,2021-08-01,786193,1182553.4,0.6648,15.22
4403,2021-09-01,824894,1200436.2,0.6872,15.11
4403,2021-10-01,869434,1269935.8,0.6846,14.76
4403,2021-11-01,838317,1185780.0,0.707,15.29
4403,2021-12-01,839095,1172601.0,0.7156,16.26
4403,2022-01-01,738279,1107177.8,0.6668,17.07
4403,2022-02-01,743867,1055521.0,0.7047,17.87
4403,2022-03-01,882589,1181450.8,0.747,18.8
4403,2022-04-01,839061,1176279.6,0.7133,20.4
4403,2022-05-01,870457,1246027.8,0.6986,20.82
4403,2022-06-01,849598,1196118.2,0.7103,22.69
4403,2022-07-01,812188,1177135.4,0.69,24.86
4403,2022-08-01,844757,1182553.4,0.7143,26.0
4403,2022-09-01,885040,1200436.2,0.7373,25.76
4403,2022-10-01,915495,1269935.8,0.7209,25.21
4403,2022-11-01,902137,1185780.0,0.7608,25.84
4403,2022-12-01,921331,1172601.0,0.7857,27.07
4403,2023-01-01,931663,1107177.8,0.8415,27.53
4403,2023-02-01,853025,1055521.0,0.8082,27.94
4403,2023-03-01,1005954,1181450.8,0.8515,27.76
4403,2023-04-01,955477,1176279.6,0.8123,28.99
4403,2023-05-01,908959,1246027.8,0.7295,28.87
4403,2023-06-01,703953,1196118.2,0.5885,29.64
4403,2023-07-01,656745,1177135.4,0.5579,31.66
4403,2023-08-01,651074,1182553.4,0.5506,32.35
4403,2023-09-01,642404,1200436.2,0.5351,31.21
4403,2023-10-01,665561,1269935.8,0.5241,30.85
4403,2023-11-01,633097,1185780.0,0.5339,31.88
4403,2023-12-01,612515,1172601.0,0.5224,33.51
4403,2024-01-01,585888,1107177.8,0.5292,34.27
4403,2024-02-01,582482,1055521.0,0.5518,34.68
4403,2024-03-01,656071,1181450.8,0.5553,34.78
4403,2024-04-01,695201,1176279.6,0.591,35.6
4403,2024-05-01,820604,1246027.8,0.6586,38.03
4403,2024-06-01,764352,1196118.2,0.639,41.12
4403,2024-07-01,796497,1177135.4,0.6766,44.32
4403,2024-08-01,793756,1182553.4,0.6712,44.14
4403,2024-09-01,857286,1200436.2,0.7141,49.85
4403,2024-10-01,922077,1269935.8,0.7261,52.25
4403,2024-11-01,850359,1185780.0,0.7171,55.02
4403,2024-12-01,874713,1172601.0,0.746,56.69
4403,2025-01-01,855260,1107177.8,0.7725,58.31
4403,2025-02-01,839931,1055521.0,0.7958,59.36
4403,2025-03-01,963753,1181450.8,0.8157,61.05
4403,2025-04-01,987605,1176279.6,0.8396,63.22
4403,2025-05-01,522989,1246027.8,0.4197,60.63
4404,2020-07-01,1492478,4685284.4,0.3185,3.14
4404,2020-08-01,1605330,4841666.6,0.3316,5.41
4404,2020-09-01,1909057,4898841.8,0.3897,5.38
4404,2020-10-01,2124956,4950038.2,0.4293,5.67
4404,2020-11-01,1977159,4652106.4,0.425,6.26
4404,2020-12-01,1997324,4668966.4,0.4278,7.08
4404,2021-01-01,1859469,4460989.0,0.4168,8.12
4404,2021-02-01,1766812,4207608.2,0.4199,9.73
4404,2021-03-01,2248472,4834698.2,0.4651,10.79
4404,2021-04-01,2339541,4796332.2,0.4878,11.91
4404,2021-05-01,2461326,5032458.0,0.4891,13.06
4404,2021-06-01,2652349,4866394.4,0.545,14.6
4404,2021-07-01,2701831,4685284.4,0.5767,15.86
4404,2021-08-01,2774976,4841666.6,0.5731,17.08
4404,2021-09-01,3028649,4898841.8,0.6182,18.57
4404,2021-10-01,3113408,4950038.2,0.629,16.49
4404,2021-11-01,3016783,4652106.4,0.6485,17.1
4404,2021-12-01,2958077,4668966.4,0.6336,17.89
4404,2022-01-01,2549094,4460989.0,0.5714,18.6
4404,2022-02-01,2637313,4207608.2,0.6268,19.56
4404,2022-03-01,3203419,4834698.2,0.6626,20.84
4404,2022-04-01,3092803,4796332.2,0.6448,22.47
4404,2022-05-01,3294035,5032458.0,0.6546,23.42
4404,2022-06-01,3270157,4866394.4,0.672,25.02
4404,2022-07-01,3062141,4685284.4,0.6536,26.88
4404,2022-08-01,3298710,4841666.6,0.6813,28.6
4404,2022-09-01,3465354,4898841.8,0.7074,29.32
4404,2022-10-01,3423023,4950038.2,0.6915,27.6
4404,2022-11-01,3314213,4652106.4,0.7124,28.09
4404,2022-12-01,3342075,4668966.4,0.7158,29.09
4404,2023-01-01,3273464,4460989.0,0.7338,29.4
4404,2023-02-01,3148870,4207608.2,0.7484,29.84
4404,2023-03-01,3754751,4834698.2,0.7766,30.08
4404,2023-04-01,3498036,4796332.2,0.7293,31.77
4404,2023-05-01,4052743,5032458.0,0.8053,32.4
4404,2023-06-01,4026935,4866394.4,0.8275,34.44
4404,2023-07-01,3754625,4685284.4,0.8014,35.56
4404,2023-08-01,4075010,4841666.6,0.8417,37.29
4404,2023-09-01,3967821,4898841.8,0.81,36.82
4404,2023-10-01,4013563,4950038.2,0.8108,34.1
4404,2023-11-01,3832268,4652106.4,0.8238,35.88
4404,2023-12-01,3731071,4668966.4,0.7991,37.55
4404,2024-01-01,3588720,4460989.0,0.8045,38.03
4404,2024-02-01,3488870,4207608.2,0.8292,38.4
4404,2024-03-01,3935417,4834698.2,0.814,39.06
4404,2024-04-01,3900524,4796332.2,0.8132,39.95
4404,2024-05-01,4080252,5032458.0,0.8108,40.97
4404,2024-06-01,3764583,4866394.4,0.7736,44.28
4404,2024-07-01,3691206,4685284.4,0.7878,45.73
4404,2024-08-01,3881395,4841666.6,0.8017,48.22
4404,2024-09-01,4029079,4898841.8,0.8225,52.4
4404,2024-10-01,4252052,4950038.2,0.859,52.33
4404,2024-11-01,3840633,4652106.4,0.8256,53.05
4404,2024-12-01,3822786,4668966.4,0.8188,54.16
4404,2025-01-01,3669152,4460989.0,0.8225,55.55
4404,2025-02-01,3418096,4207608.2,0.8124,57.82
4404,2025-03-01,3941019,4834698.2,0.8152,60.21
4404,2025-04-01,3997666,4796332.2,0.8335,63.69
4404,2025-05-01,2065489,5032458.0,0.4104,62.68
4405,2020-07-01,203346,534516.8,0.3804,0.0
4405,2020-08-01,214443,536533.0,0.3997,0.0
4405,2020-09-01,261721,600808.2,0.4356,1.0
4405,2020-10-01,297029,639226.4,0.4647,5.24
4405,2020-11-01,259451,594611.2,0.4363,7.71
4405,2020-12-01,259435,580417.4,0.447,8.86
4405,2021-01-01,250143,569094.0,0.4395,10.35
4405,2021-02-01,239978,552918.6,0.434,12.78
4405,2021-03-01,302236,622023.0,0.4859,13.99
4405,2021-04-01,309813,585396.2,0.5292,15.65
4405,2021-05-01,326180,658333.2,0.4955,17.94
4405,2021-06-01,348411,628552.8,0.5543,19.96
4405,2021-07-01,346942,534516.8,0.6491,22.29
4405,2021-08-01,337752,536533.0,0.6295,23.06
4405,2021-09-01,387821,600808.2,0.6455,22.58
4405,2021-10-01,423191,639226.4,0.662,23.02
4405,2021-11-01,416353,594611.2,0.7002,23.89
4405,2021-12-01,388030,580417.4,0.6685,24.69
4405,2022-01-01,343855,569094.0,0.6042,25.28
4405,2022-02-01,361956,552918.6,0.6546,27.11
4405,2022-03-01,442976,622023.0,0.7122,28.19
4405,2022-04-01,402991,585396.2,0.6884,30.59
4405,2022-05-01,416593,658333.2,0.6328,31.14
4405,2022-06-01,381522,628552.8,0.607,33.31
4405,2022-07-01,380140,534516.8,0.7112,37.27
4405,2022-08-01,403169,536533.0,0.7514,37.74
4405,2022-09-01,433977,600808.2,0.7223,37.72
4405,2022-10-01,452440,639226.4,0.7078,38.66
4405,2022-11-01,454736,594611.2,0.7648,40.37
4405,2022-12-01,441426,580417.4,0.7605,41.31
4405,2023-01-01,466101,569094.0,0.819,41.02
4405,2023-02-01,423037,552918.6,0.7651,41.8
4405,2023-03-01,506331,622023.0,0.814,41.58
4405,2023-04-01,439751,585396.2,0.7512,43.09
4405,2023-05-01,463581,658333.2,0.7042,42.66
4405,2023-06-01,435103,628552.8,0.6922,44.88
4405,2023-07-01,399823,534516.8,0.748,47.33
4405,2023-08-01,425041,536533.0,0.7922,47.44
4405,2023-09-01,400764,600808.2,0.667,45.95
4405,2023-10-01,505002,639226.4,0.79,45.81
4405,2023-11-01,433509,594611.2,0.7291,46.28
4405,2023-12-01,421512,580417.4,0.7262,47.9
4405,2024-01-01,438519,569094.0,0.7706,49.55
4405,2024-02-01,417682,552918.6,0.7554,49.87
4405,2024-03-01,478917,622023.0,0.7699,50.1
4405,2024-04-01,470261,585396.2,0.8033,51.52
4405,2024-05-01,489912,658333.2,0.7442,51.6
4405,2024-06-01,448318,628552.8,0.7133,54.43
4405,2024-07-01,425336,534516.8,0.7957,57.4
4405,2024-08-01,422058,536533.0,0.7866,58.13
4405,2024-09-01,456973,600808.2,0.7606,63.42
4405,2024-10-01,538885,639226.4,0.843,64.94
4405,2024-11-01,476343,594611.2,0.8011,66.29
4405,2024-12-01,451419,580417.4,0.7777,66.62
4405,2025-01-01,492549,569094.0,0.8655,68.36
4405,2025-02-01,446278,552918.6,0.8071,69.82
4405,2025-03-01,515422,622023.0,0.8286,71.03
4405,2025-04-01,535556,585396.2,0.9149,72.95
4405,2025-05-01,279214,658333.2,0.4241,70.43
4406,2020-07-01,351873,1446085.0,0.2433,0.0
4406,2020-08-01,388911,1417475.6,0.2744,3.95
4406,2020-09-01,476458,1419950.0,0.3355,5.2
4406,2020-10-01,503181,1535335.2,0.3277,5.84
4406,2020-11-01,480844,1447978.2000000002,0.3321,6.48
4406,2020-12-01,489599,1451448.8,0.3373,7.38
4406,2021-01-01,463194,1412903.6,0.3278,8.56
4406,2021-02-01,441974,1338073.6,0.3303,10.22
4406,2021-03-01,554527,1541459.6,0.3597,11.26
4406,2021-04-01,562628,1460756.2000000002,0.3852,12.45
4406,2021-05-01,598695,1532332.6,0.3907,13.67
4406,2021-06-01,657668,1487128.2,0.4422,14.9
4406,2021-07-01,674302,1446085.0,0.4663,16.32
4406,2021-08-01,673568,1417475.6,0.4752,17.18
4406,2021-09-01,707758,1419950.0,0.4984,16.79
4406,2021-10-01,826380,1535335.2,0.5382,17.09
4406,2021-11-01,818689,1447978.2000000002,0.5654,17.85
4406,2021-12-01,785121,1451448.8,0.5409,18.63
4406,2022-01-01,665946,1412903.6,0.4713,19.3
4406,2022-02-01,708170,1338073.6,0.5292,20.46
4406,2022-03-01,874273,1541459.6,0.5672,21.9
4406,2022-04-01,795723,1460756.2000000002,0.5447,23.32
4406,2022-05-01,847279,1532332.6,0.5529,24.21
4406,2022-06-01,871656,1487128.2,0.5861,26.98
4406,2022-07-01,767789,1446085.0,0.5309,28.5
4406,2022-08-01,833977,1417475.6,0.5884,30.06
4406,2022-09-01,871099,1419950.0,0.6135,28.9
4406,2022-10-01,909770,1535335.2,0.5926,29.46
4406,2022-11-01,881954,1447978.2000000002,0.6091,29.97
4406,2022-12-01,872914,1451448.8,0.6014,30.88
4406,2023-01-01,863091,1412903.6,0.6109,31.47
4406,2023-02-01,816561,1338073.6,0.6103,32.2
4406,2023-03-01,986380,1541459.6,0.6399,32.18
4406,2023-04-01,877135,1460756.2000000002,0.6005,33.55
4406,2023-05-01,1005531,1532332.6,0.6562,34.2
4406,2023-06-01,963434,1487128.2,0.6478,36.12
4406,2023-07-01,888731,1446085.0,0.6146,37.9
4406,2023-08-01,934966,1417475.6,0.6596,38.11
4406,2023-09-01,914828,1419950.0,0.6443,37.6
4406,2023-10-01,1019927,1535335.2,0.6643,37.75
4406,2023-11-01,952720,1447978.2000000002,0.658,37.76
4406,2023-12-01,902135,1451448.8,0.6215,39.84
4406,2024-01-01,901008,1412903.6,0.6377,40.07
4406,2024-02-01,863507,1338073.6,0.6453,40.63
4406,2024-03-01,945958,1541459.6,0.6137,40.72
4406,2024-04-01,926378,1460756.2000000002,0.6342,41.37
4406,2024-05-01,1030101,1532332.6,0.6722,42.4
4406,2024-06-01,940574,1487128.2,0.6325,45.16
4406,2024-07-01,900905,1446085.0,0.623,46.89
4406,2024-08-01,911325,1417475.6,0.6429,48.33
4406,2024-09-01,1005650,1419950.0,0.7082,53.71
4406,2024-10-01,1079914,1535335.2,0.7034,54.41
4406,2024-11-01,971851,1447978.2000000002,0.6712,54.75
4406,2024-12-01,977961,1451448.8,0.6738,55.51
4406,2025-01-01,961918,1412903.6,0.6808,57.49
4406,2025-02-01,901974,1338073.6,0.6741,60.74
4406,2025-03-01,1038352,1541459.6,0.6736,63.81
4406,2025-04-01,1011602,1460756.2000000002,0.6925,67.94
4406,2025-05-01,547829,1532332.6,0.3575,66.69
4407,2020-07-01,423817,1578505.8,0.2685,4.06
4407,2020-08-01,464546,1598719.8,0.2906,5.22
4407,2020-09-01,578771,1610813.6,0.3593,3.65
4407,2020-10-01,640369,1647748.4,0.3886,3.67
4407,2020-11-01,591330,1534061.2,0.3855,4.15
4407,2020-12-01,588588,1555114.6,0.3785,4.7
4407,2021-01-01,546411,1445375.8,0.378,5.62
4407,2021-02-01,503983,1403417.6,0.3591,7.15
4407,2021-03-01,660568,1587737.8,0.416,8.29
4407,2021-04-01,641114,1542857.2,0.4155,9.39
4407,2021-05-01,729004,1637906.0,0.4451,10.93
4407,2021-06-01,793958,1595668.0,0.4976,12.21
4407,2021-07-01,838621,1578505.8,0.5313,13.61
4407,2021-08-01,843030,1598719.8,0.5273,14.62
4407,2021-09-01,923922,1610813.6,0.5736,15.11
4407,2021-10-01,985719,1647748.4,0.5982,15.07
4407,2021-11-01,957256,1534061.2,0.624,15.91
4407,2021-12-01,955385,1555114.6,0.6144,16.64
4407,2022-01-01,794088,1445375.8,0.5494,16.86
4407,2022-02-01,841086,1403417.6,0.5993,18.21
4407,2022-03-01,989124,1587737.8,0.623,19.19
4407,2022-04-01,964263,1542857.2,0.625,20.46
4407,2022-05-01,1019903,1637906.0,0.6227,21.29
4407,2022-06-01,1002872,1595668.0,0.6285,22.54
4407,2022-07-01,967151,1578505.8,0.6127,24.48
4407,2022-08-01,1023249,1598719.8,0.64,25.16
4407,2022-09-01,1072328,1610813.6,0.6657,25.71
4407,2022-10-01,1088302,1647748.4,0.6605,25.42
4407,2022-11-01,1065399,1534061.2,0.6945,26.09
4407,2022-12-01,1077385,1555114.6,0.6928,27.11
4407,2023-01-01,1067606,1445375.8,0.7386,27.55
4407,2023-02-01,913416,1403417.6,0.6509,27.3
4407,2023-03-01,1130160,1587737.8,0.7118,27.73
4407,2023-04-01,1110795,1542857.2,0.72,28.83
4407,2023-05-01,1288606,1637906.0,0.7867,29.77
4407,2023-06-01,1214729,1595668.0,0.7613,31.03
4407,2023-07-01,1159233,1578505.8,0.7344,32.21
4407,2023-08-01,1218793,1598719.8,0.7624,33.14
4407,2023-09-01,1196306,1610813.6,0.7427,32.66
4407,2023-10-01,1277081,1647748.4,0.775,31.93
4407,2023-11-01,1221599,1534061.2,0.7963,33.15
4407,2023-12-01,1228082,1555114.6,0.7897,35.39
4407,2024-01-01,1137661,1445375.8,0.7871,34.79
4407,2024-02-01,1133527,1403417.6,0.8077,35.7
4407,2024-03-01,1246429,1587737.8,0.785,35.57
4407,2024-04-01,1225104,1542857.2,0.794,36.3
4407,2024-05-01,1338316,1637906.0,0.8171,40.01
4407,2024-06-01,1228691,1595668.0,0.77,42.85
4407,2024-07-01,1231871,1578505.8,0.7804,44.96
4407,2024-08-01,1257477,1598719.8,0.7866,46.15
4407,2024-09-01,1302841,1610813.6,0.8088,50.21
4407,2024-10-01,1232110,1647748.4,0.7478,50.92
4407,2024-11-01,1171629,1534061.2,0.7637,51.39
4407,2024-12-01,1281017,1555114.6,0.8237,52.6
4407,2025-01-01,1184619,1445375.8,0.8196,53.38
4407,2025-02-01,1105270,1403417.6,0.7876,55.89
4407,2025-03-01,1290511,1587737.8,0.8128,58.24
4407,2025-04-01,1306998,1542857.2,0.8471,61.21
4407,2025-05-01,697034,1637906.0,0.4256,58.23
4409,2020-07-01,234629,698365.3999999999,0.336,0.0
4409,2020-08-01,250622,691236.0,0.3626,1.03
4409,2020-09-01,357684,730649.4,0.4895,2.8
4409,2020-10-01,449596,786194.6,0.5719,3.05
4409,2020-11-01,318234,744395.6,0.4275,3.91
4409,2020-12-01,320442,733748.2,0.4367,5.16
4409,2021-01-01,305324,710028.2,0.43,6.66
4409,2021-02-01,288962,660940.0,0.4372,8.47
4409,2021-03-01,364068,769653.6,0.473,9.47
4409,2021-04-01,368932,728779.2,0.5062,10.34
4409,2021-05-01,384817,771812.0,0.4986,11.66
4409,2021-06-01,407061,737819.2,0.5517,13.18
4409,2021-07-01,384080,698365.3999999999,0.55,14.41
4409,2021-08-01,384639,691236.0,0.5565,14.92
4409,2021-09-01,431314,730649.4,0.5903,14.47
4409,2021-10-01,477952,786194.6,0.6079,14.04
4409,2021-11-01,475795,744395.6,0.6392,15.25
4409,2021-12-01,464230,733748.2,0.6327,15.93
4409,2022-01-01,407294,710028.2,0.5736,16.36
4409,2022-02-01,372875,660940.0,0.5642,17.7
4409,2022-03-01,502511,769653.6,0.6529,18.24
4409,2022-04-01,472861,728779.2,0.6488,19.84
4409,2022-05-01,509968,771812.0,0.6607,20.24
4409,2022-06-01,494546,737819.2,0.6703,21.79
4409,2022-07-01,416338,698365.3999999999,0.5962,23.56
4409,2022-08-01,372268,691236.0,0.5386,24.7
4409,2022-09-01,432033,730649.4,0.5913,24.34
4409,2022-10-01,490965,786194.6,0.6245,24.54
4409,2022-11-01,490297,744395.6,0.6587,25.26
4409,2022-12-01,484815,733748.2,0.6607,26.38
4409,2023-01-01,485107,710028.2,0.6832,26.69
4409,2023-02-01,443550,660940.0,0.6711,27.06
4409,2023-03-01,489595,769653.6,0.6361,27.53
4409,2023-04-01,446081,728779.2,0.6121,29.02
4409,2023-05-01,504263,771812.0,0.6533,28.94
4409,2023-06-01,445991,737819.2,0.6045,30.7
4409,2023-07-01,403905,698365.3999999999,0.5784,33.71
4409,2023-08-01,417304,691236.0,0.6037,34.04
4409,2023-09-01,436160,730649.4,0.5969,32.39
4409,2023-10-01,481909,786194.6,0.613,31.75
4409,2023-11-01,447858,744395.6,0.6016,32.55
4409,2023-12-01,413304,733748.2,0.5633,34.06
4409,2024-01-01,420769,710028.2,0.5926,34.63
4409,2024-02-01,404496,660940.0,0.612,35.09
4409,2024-03-01,431791,769653.6,0.561,34.89
4409,2024-04-01,441580,728779.2,0.6059,36.3
4409,2024-05-01,459794,771812.0,0.5957,36.48
4409,2024-06-01,414563,737819.2,0.5619,39.08
4409,2024-07-01,420313,698365.3999999999,0.6019,42.66
4409,2024-08-01,412780,691236.0,0.5972,43.72
4409,2024-09-01,520293,730649.4,0.7121,51.63
4409,2024-10-01,562503,786194.6,0.7155,53.58
4409,2024-11-01,494927,744395.6,0.6649,55.5
4409,2024-12-01,483840,733748.2,0.6594,56.19
4409,2025-01-01,498520,710028.2,0.7021,57.76
4409,2025-02-01,493903,660940.0,0.7473,59.14
4409,2025-03-01,553927,769653.6,0.7197,62.15
4409,2025-04-01,549377,728779.2,0.7538,64.97
4409,2025-05-01,306249,771812.0,0.3968,64.73
4410,2020-07-01,233547,751754.6,0.3107,0.0
4410,2020-08-01,244275,780380.4,0.313,0.0
4410,2020-09-01,301810,771491.2,0.3912,0.0
4410,2020-10-01,336266,826738.3999999999,0.4067,0.57
4410,2020-11-01,306616,759842.4,0.4035,2.04
4410,2020-12-01,304898,733354.8,0.4158,3.89
4410,2021-01-01,289196,704071.2,0.4107,5.06
4410,2021-02-01,263810,683588.4,0.3859,7.06
4410,2021-03-01,341814,792180.7999999999,0.4315,8.25
4410,2021-04-01,344248,763054.4,0.4511,9.44
4410,2021-05-01,356650,804442.6,0.4434,10.57
4410,2021-06-01,364705,775280.0,0.4704,11.46
4410,2021-07-01,377021,751754.6,0.5015,12.87
4410,2021-08-01,379899,780380.4,0.4868,13.72
4410,2021-09-01,410454,771491.2,0.532,13.94
4410,2021-10-01,454460,826738.3999999999,0.5497,14.12
4410,2021-11-01,437495,759842.4,0.5758,14.94
4410,2021-12-01,425341,733354.8,0.58,15.44
4410,2022-01-01,369521,704071.2,0.5248,16.09
4410,2022-02-01,394003,683588.4,0.5764,17.5
4410,2022-03-01,487725,792180.7999999999,0.6157,18.38
4410,2022-04-01,434562,763054.4,0.5695,19.44
4410,2022-05-01,446661,804442.6,0.5552,20.11
4410,2022-06-01,456855,775280.0,0.5893,21.42
4410,2022-07-01,422529,751754.6,0.5621,24.02
4410,2022-08-01,455356,780380.4,0.5835,24.92
4410,2022-09-01,483974,771491.2,0.6273,24.89
4410,2022-10-01,487416,826738.3999999999,0.5896,24.67
4410,2022-11-01,466492,759842.4,0.6139,25.36
4410,2022-12-01,453179,733354.8,0.618,26.35
4410,2023-01-01,458177,704071.2,0.6508,26.38
4410,2023-02-01,431668,683588.4,0.6315,27.25
4410,2023-03-01,522166,792180.7999999999,0.6592,27.43
4410,2023-04-01,455220,763054.4,0.5966,28.7
4410,2023-05-01,512221,804442.6,0.6367,28.58
4410,2023-06-01,485418,775280.0,0.6261,29.93
4410,2023-07-01,452590,751754.6,0.602,32.53
4410,2023-08-01,478580,780380.4,0.6133,32.87
4410,2023-09-01,430666,771491.2,0.5582,32.42
4410,2023-10-01,455696,826738.3999999999,0.5512,31.14
4410,2023-11-01,480763,759842.4,0.6327,32.55
4410,2023-12-01,454174,733354.8,0.6193,34.37
4410,2024-01-01,453399,704071.2,0.644,34.83
4410,2024-02-01,449928,683588.4,0.6582,35.14
4410,2024-03-01,489836,792180.7999999999,0.6183,35.35
4410,2024-04-01,457698,763054.4,0.5998,36.11
4410,2024-05-01,489246,804442.6,0.6082,37.54
4410,2024-06-01,457743,775280.0,0.5904,39.05
4410,2024-07-01,452558,751754.6,0.602,41.84
4410,2024-08-01,444947,780380.4,0.5702,42.31
4410,2024-09-01,442336,771491.2,0.5734,48.62
4410,2024-10-01,480740,826738.3999999999,0.5815,50.06
4410,2024-11-01,462846,759842.4,0.6091,50.49
4410,2024-12-01,452917,733354.8,0.6176,51.59
4410,2025-01-01,459530,704071.2,0.6527,52.55
4410,2025-02-01,449693,683588.4,0.6578,55.45
4410,2025-03-01,511460,792180.7999999999,0.6456,58.71
4410,2025-04-01,514985,763054.4,0.6749,62.25
4410,2025-05-01,290616,804442.6,0.3613,60.91
4412,2020-07-01,769020,2848975.4,0.2699,1.03
4412,2020-08-01,827942,2904370.4000000004,0.2851,2.35
4412,2020-09-01,939187,2953900.4,0.3179,3.21
4412,2020-10-01,905044,3140646.4,0.2882,3.41
4412,2020-11-01,960195,2900129.4000000004,0.3311,3.74
4412,2020-12-01,972452,2876493.0,0.3381,4.2
4412,2021-01-01,932679,2725800.0,0.3422,5.19
4412,2021-02-01,867593,2623351.6,0.3307,6.57
4412,2021-03-01,1113110,3040945.0,0.366,7.72
4412,2021-04-01,1121935,2942768.0,0.3813,8.82
4412,2021-05-01,1182582,3149879.8,0.3754,9.92
4412,2021-06-01,1282931,2991510.8,0.4289,10.88
4412,2021-07-01,1288980,2848975.4,0.4524,12.31
4412,2021-08-01,1289632,2904370.4000000004,0.444,12.9
4412,2021-09-01,1357577,2953900.4,0.4596,13.08
4412,2021-10-01,1532300,3140646.4,0.4879,13.03
4412,2021-11-01,1506874,2900129.4000000004,0.5196,13.68
4412,2021-12-01,1470963,2876493.0,0.5114,14.27
4412,2022-01-01,1246543,2725800.0,0.4573,14.87
4412,2022-02-01,1290942,2623351.6,0.4921,16.13
4412,2022-03-01,1624326,3040945.0,0.5342,16.84
4412,2022-04-01,1504341,2942768.0,0.5112,17.71
4412,2022-05-01,1601040,3149879.8,0.5083,18.33
4412,2022-06-01,1580993,2991510.8,0.5285,19.59
4412,2022-07-01,1346451,2848975.4,0.4726,21.33
4412,2022-08-01,1388373,2904370.4000000004,0.478,22.0
4412,2022-09-01,1499506,2953900.4,0.5076,22.45
4412,2022-10-01,1616396,3140646.4,0.5147,22.21
4412,2022-11-01,1561726,2900129.4000000004,0.5385,23.15
4412,2022-12-01,1551271,2876493.0,0.5393,23.97
4412,2023-01-01,1560995,2725800.0,0.5727,24.67
4412,2023-02-01,1505141,2623351.6,0.5737,25.17
4412,2023-03-01,1794855,3040945.0,0.5902,25.17
4412,2023-04-01,1637891,2942768.0,0.5566,25.89
4412,2023-05-01,1850075,3149879.8,0.5873,26.43
4412,2023-06-01,1699863,2991510.8,0.5682,27.56
4412,2023-07-01,1545194,2848975.4,0.5424,29.24
4412,2023-08-01,1661362,2904370.4000000004,0.572,29.99
4412,2023-09-01,1678471,2953900.4,0.5682,29.76
