complex_id,period,ridership,baseline_ridership,baseline_comparison,omny_pct
207,2023-04-01,14033,25493.6,0.5505,25.76
207,2023-05-01,15416,26776.6,0.5757,24.52
207,2023-06-01,14420,26480.8,0.5445,26.97
207,2023-07-01,13323,25003.2,0.5329,30.48
207,2023-08-01,14717,24845.8,0.5923,30.84
207,2023-09-01,13710,25149.4,0.5451,28.47
207,2023-10-01,15002,27259.8,0.5503,26.06
207,2023-11-01,14341,25212.8,0.5688,28.62
207,2023-12-01,13138,23509.4,0.5588,30.57
207,2024-01-01,13028,23760.2,0.5483,31.81
207,2024-02-01,13525,23095.8,0.5856,31.86
207,2024-03-01,14590,26110.8,0.5588,30.58
207,2024-04-01,13797,25493.6,0.5412,32.21
207,2024-05-01,14461,26776.6,0.5401,32.02
207,2024-06-01,13694,26480.8,0.5171,35.49
207,2024-07-01,13275,25003.2,0.5309,38.26
207,2024-08-01,13425,24845.8,0.5403,38.27
207,2024-09-01,14195,25149.4,0.5644,46.69
207,2024-10-01,14629,27259.8,0.5367,48.13
207,2024-11-01,12820,25212.8,0.5085,51.76
207,2024-12-01,12834,23509.4,0.5459,52.11
207,2025-01-01,6559,23760.2,0.276,54.38
207,2025-02-01,2,23095.8,0.0001,0.0
207,2025-05-01,190,26776.6,0.0071,13.68
208,2020-07-01,16446,45321.6,0.3629,0.0
208,2020-08-01,16217,45214.2,0.3587,0.0
208,2020-09-01,18706,48266.4,0.3876,0.0
208,2020-10-01,20025,53042.2,0.3775,0.0
208,2020-11-01,18412,48745.8,0.3777,1.61
208,2020-12-01,18532,45066.0,0.4112,6.73
208,2021-01-01,17903,46089.4,0.3884,8.18
208,2021-02-01,14764,45824.2,0.3222,8.31
208,2021-03-01,16965,51429.8,0.3299,9.6
208,2021-04-01,20541,48811.4,0.4208,10.55
208,2021-05-01,21688,52616.4,0.4122,11.45
208,2021-06-01,21686,49903.2,0.4346,13.27
208,2021-07-01,22200,45321.6,0.4898,14.08
208,2021-08-01,22014,45214.2,0.4869,14.8
208,2021-09-01,25679,48266.4,0.532,13.29
208,2021-10-01,28816,53042.2,0.5433,12.75
208,2021-11-01,27173,48745.8,0.5574,13.75
208,2021-12-01,26666,45066.0,0.5917,15.03
208,2022-01-01,24011,46089.4,0.521,16.14
208,2022-02-01,24817,45824.2,0.5416,16.74
208,2022-03-01,30394,51429.8,0.591,16.01
208,2022-04-01,25597,48811.4,0.5244,18.18
208,2022-05-01,25711,52616.4,0.4886,18.19
208,2022-06-01,26827,49903.2,0.5376,21.04
208,2022-07-01,23939,45321.6,0.5282,24.71
208,2022-08-01,24939,45214.2,0.5516,25.75
208,2022-09-01,25803,48266.4,0.5346,24.08
208,2022-10-01,27502,53042.2,0.5185,23.35
208,2022-11-01,28850,48745.8,0.5918,24.54
208,2022-12-01,27980,45066.0,0.6209,25.39
208,2023-01-01,28332,46089.4,0.6147,26.19
208,2023-02-01,26052,45824.2,0.5685,26.68
208,2023-03-01,30833,51429.8,0.5995,26.05
208,2023-04-01,25494,48811.4,0.5223,27.56
208,2023-05-01,29500,52616.4,0.5607,26.86
208,2023-06-01,26781,49903.2,0.5367,29.52
208,2023-07-01,23066,45321.6,0.5089,32.36
208,2023-08-01,25544,45214.2,0.565,33.97
208,2023-09-01,26607,48266.4,0.5513,31.37
208,2023-10-01,29271,53042.2,0.5518,29.4
208,2023-11-01,27623,48745.8,0.5667,30.86
208,2023-12-01,25236,45066.0,0.56,31.66
208,2024-01-01,25679,46089.4,0.5572,33.42
208,2024-02-01,24528,45824.2,0.5353,32.94
208,2024-03-01,27226,51429.8,0.5294,32.89
208,2024-04-01,26071,48811.4,0.5341,34.3
208,2024-05-01,27886,52616.4,0.53,34.0
208,2024-06-01,25614,49903.2,0.5133,37.75
208,2024-07-01,24770,45321.6,0.5465,40.98
208,2024-08-01,24079,45214.2,0.5326,41.83
208,2024-09-01,27922,48266.4,0.5785,52.63
208,2024-10-01,27690,53042.2,0.522,54.57
208,2024-11-01,24892,48745.8,0.5106,55.99
208,2024-12-01,24930,45066.0,0.5532,56.66
208,2025-01-01,13896,46089.4,0.3015,57.2
208,2025-05-01,368,52616.4,0.007,17.66
209,2020-07-01,47604,124878.4,0.3812,0.0
209,2020-08-01,47374,125974.4,0.3761,0.0
209,2020-09-01,53970,123116.8,0.4384,0.0
209,2020-10-01,57678,132698.6,0.4347,0.0
209,2020-11-01,54605,123417.8,0.4424,1.1
209,2020-12-01,55688,116052.6,0.4799,4.88
209,2021-01-01,53089,121267.0,0.4378,5.93
209,2021-02-01,44133,116631.8,0.3784,7.45
209,2021-03-01,52112,128903.8,0.4043,8.12
209,2021-04-01,60302,125423.2,0.4808,9.73
209,2021-05-01,61290,130305.2,0.4704,10.59
209,2021-06-01,63983,129808.6,0.4929,10.96
209,2021-07-01,62565,124878.4,0.501,12.0
209,2021-08-01,61464,125974.4,0.4879,12.33
209,2021-09-01,61458,123116.8,0.4992,12.67
209,2021-10-01,66447,132698.6,0.5007,11.92
209,2021-11-01,64214,123417.8,0.5203,12.36
209,2021-12-01,67169,116052.6,0.5788,13.47
209,2022-01-01,58184,121267.0,0.4798,14.03
209,2022-02-01,59872,116631.8,0.5133,15.09
209,2022-03-01,69152,128903.8,0.5365,15.73
209,2022-04-01,63463,125423.2,0.506,16.22
209,2022-05-01,62889,130305.2,0.4826,16.79
209,2022-06-01,68969,129808.6,0.5313,18.87
209,2022-07-01,62740,124878.4,0.5024,20.55
209,2022-08-01,65765,125974.4,0.5221,21.25
209,2022-09-01,66040,123116.8,0.5364,20.56
209,2022-10-01,68237,132698.6,0.5142,20.11
209,2022-11-01,70270,123417.8,0.5694,21.04
209,2022-12-01,70015,116052.6,0.6033,21.62
209,2023-01-01,70224,121267.0,0.5791,22.55
209,2023-02-01,67022,116631.8,0.5746,23.33
209,2023-03-01,79722,128903.8,0.6185,23.45
209,2023-04-01,70425,125423.2,0.5615,24.82
209,2023-05-01,79458,130305.2,0.6098,24.57
209,2023-06-01,73326,129808.6,0.5649,27.2
209,2023-07-01,64887,124878.4,0.5196,29.49
209,2023-08-01,73394,125974.4,0.5826,29.37
209,2023-09-01,68400,123116.8,0.5556,28.91
209,2023-10-01,76361,132698.6,0.5754,27.44
209,2023-11-01,73655,123417.8,0.5968,29.56
209,2023-12-01,71828,116052.6,0.6189,32.36
209,2024-01-01,71972,121267.0,0.5935,32.2
209,2024-02-01,76533,116631.8,0.6562,32.0
209,2024-03-01,86963,128903.8,0.6746,31.96
209,2024-04-01,83298,125423.2,0.6641,32.82
209,2024-05-01,85588,130305.2,0.6568,33.36
209,2024-06-01,81805,129808.6,0.6302,36.53
209,2024-07-01,80718,124878.4,0.6464,39.24
209,2024-08-01,83046,125974.4,0.6592,39.41
209,2024-09-01,87012,123116.8,0.7067,45.49
209,2024-10-01,85243,132698.6,0.6424,47.37
209,2024-11-01,82071,123417.8,0.665,51.33
209,2024-12-01,88316,116052.6,0.761,54.36
209,2025-01-01,47661,121267.0,0.393,55.6
209,2025-02-01,17,116631.8,0.0001,76.47
209,2025-03-01,3,128903.8,0.0,0.0
209,2025-04-01,5,125423.2,0.0,40.0
209,2025-05-01,1614,130305.2,0.0124,15.74
210,2020-07-01,86014,218889.8,0.393,6.04
210,2020-08-01,86621,225697.4,0.3838,7.48
210,2020-09-01,99574,225920.6,0.4407,6.97
210,2020-10-01,108978,239699.6,0.4546,7.41
210,2020-11-01,101200,229709.4,0.4406,8.49
210,2020-12-01,100976,225305.6,0.4482,9.61
210,2021-01-01,94064,222303.8,0.4231,11.05
210,2021-02-01,87960,211688.0,0.4155,12.36
210,2021-03-01,110437,243106.8,0.4543,12.84
210,2021-04-01,111606,231558.0,0.482,13.63
210,2021-05-01,102398,242606.8,0.4221,15.11
210,2021-06-01,118242,228320.6,0.5179,15.89
210,2021-07-01,117931,218889.8,0.5388,16.89
210,2021-08-01,117995,225697.4,0.5228,17.54
210,2021-09-01,125842,225920.6,0.557,16.66
210,2021-10-01,134899,239699.6,0.5628,16.08
210,2021-11-01,133275,229709.4,0.5802,17.08
210,2021-12-01,122406,225305.6,0.5433,17.71
210,2022-01-01,112645,222303.8,0.5067,18.14
210,2022-02-01,117486,211688.0,0.555,18.67
210,2022-03-01,144052,243106.8,0.5925,19.55
210,2022-04-01,128768,231558.0,0.5561,20.26
210,2022-05-01,136053,242606.8,0.5608,20.64
210,2022-06-01,130195,228320.6,0.5702,22.47
210,2022-07-01,102904,218889.8,0.4701,25.18
210,2022-08-01,107544,225697.4,0.4765,25.73
210,2022-09-01,126133,225920.6,0.5583,24.95
210,2022-10-01,126737,239699.6,0.5287,24.83
210,2022-11-01,109302,229709.4,0.4758,24.61
210,2022-12-01,106771,225305.6,0.4739,26.17
210,2023-01-01,111613,222303.8,0.5021,27.07
210,2023-02-01,105305,211688.0,0.4975,28.11
210,2023-03-01,128010,243106.8,0.5266,27.62
210,2023-04-01,109900,231558.0,0.4746,28.53
210,2023-05-01,123312,242606.8,0.5083,28.05
210,2023-06-01,110520,228320.6,0.4841,29.83
210,2023-07-01,92166,218889.8,0.4211,33.13
210,2023-08-01,14386,225697.4,0.0637,33.43
210,2023-09-01,92668,225920.6,0.4102,31.34
210,2023-10-01,115641,239699.6,0.4824,30.42
210,2023-11-01,106122,229709.4,0.462,31.42
210,2023-12-01,100898,225305.6,0.4478,33.06
210,2024-01-01,100841,222303.8,0.4536,33.09
210,2024-02-01,91447,211688.0,0.432,33.18
210,2024-03-01,117025,243106.8,0.4814,33.92
210,2024-04-01,110191,231558.0,0.4759,34.57
210,2024-05-01,121383,242606.8,0.5003,35.26
210,2024-06-01,107201,228320.6,0.4695,38.09
210,2024-07-01,102259,218889.8,0.4672,41.61
210,2024-08-01,101219,225697.4,0.4485,41.72
210,2024-09-01,117373,225920.6,0.5195,48.22
210,2024-10-01,126338,239699.6,0.5271,50.31
210,2024-11-01,106425,229709.4,0.4633,52.19
210,2024-12-01,109538,225305.6,0.4862,55.04
210,2025-01-01,105950,222303.8,0.4766,56.46
210,2025-02-01,108136,211688.0,0.5108,59.04
210,2025-03-01,131106,243106.8,0.5393,60.42
210,2025-04-01,124274,231558.0,0.5367,63.47
210,2025-05-01,68279,242606.8,0.2814,61.77
211,2020-07-01,58771,177683.8,0.3308,4.61
211,2020-08-01,61658,177000.0,0.3484,7.13
211,2020-09-01,72784,181072.2,0.402,6.9
211,2020-10-01,81470,201820.8,0.4037,7.38
211,2020-11-01,76227,188926.8,0.4035,8.41
211,2020-12-01,77097,185880.6,0.4148,9.15
211,2021-01-01,74151,181882.6,0.4077,10.08
211,2021-02-01,69097,174745.0,0.3954,11.1
211,2021-03-01,84483,205550.2,0.411,12.55
211,2021-04-01,87482,192647.0,0.4541,13.74
211,2021-05-01,98929,204346.6,0.4841,14.84
211,2021-06-01,96255,189062.4,0.5091,15.8
211,2021-07-01,95554,177683.8,0.5378,16.22
211,2021-08-01,95954,177000.0,0.5421,17.24
211,2021-09-01,107829,181072.2,0.5955,16.22
211,2021-10-01,119166,201820.8,0.5905,16.19
211,2021-11-01,109792,188926.8,0.5811,16.03
211,2021-12-01,110832,185880.6,0.5963,16.79
211,2022-01-01,93903,181882.6,0.5163,17.35
211,2022-02-01,98646,174745.0,0.5645,17.96
211,2022-03-01,121262,205550.2,0.5899,19.01
211,2022-04-01,108027,192647.0,0.5608,20.45
211,2022-05-01,114201,204346.6,0.5589,20.68
211,2022-06-01,108608,189062.4,0.5745,22.21
211,2022-07-01,84972,177683.8,0.4782,25.01
211,2022-08-01,89280,177000.0,0.5044,25.09
211,2022-09-01,103913,181072.2,0.5739,24.14
211,2022-10-01,105779,201820.8,0.5241,24.05
211,2022-11-01,92985,188926.8,0.4922,24.77
211,2022-12-01,91647,185880.6,0.493,25.99
211,2023-01-01,94830,181882.6,0.5214,25.76
211,2023-02-01,90892,174745.0,0.5201,26.76
211,2023-03-01,112201,205550.2,0.5459,26.61
211,2023-04-01,98164,192647.0,0.5096,28.11
211,2023-05-01,107672,204346.6,0.5269,27.26
211,2023-06-01,95630,189062.4,0.5058,28.63
211,2023-07-01,84322,177683.8,0.4746,31.29
211,2023-08-01,143991,177000.0,0.8135,32.0
211,2023-09-01,89678,181072.2,0.4953,29.99
211,2023-10-01,108707,201820.8,0.5386,29.13
211,2023-11-01,99249,188926.8,0.5253,29.81
211,2023-12-01,92314,185880.6,0.4966,32.23
211,2024-01-01,90416,181882.6,0.4971,31.66
211,2024-02-01,83638,174745.0,0.4786,32.01
211,2024-03-01,111241,205550.2,0.5412,33.02
211,2024-04-01,102866,192647.0,0.534,33.7
211,2024-05-01,110365,204346.6,0.5401,33.5
211,2024-06-01,97474,189062.4,0.5156,35.92
211,2024-07-01,97042,177683.8,0.5461,38.09
211,2024-08-01,92751,177000.0,0.524,39.21
211,2024-09-01,111037,181072.2,0.6132,47.62
211,2024-10-01,120877,201820.8,0.5989,49.87
211,2024-11-01,101357,188926.8,0.5365,48.84
211,2024-12-01,107012,185880.6,0.5757,50.98
211,2025-01-01,101065,181882.6,0.5557,53.18
211,2025-02-01,102542,174745.0,0.5868,55.1
211,2025-03-01,145440,205550.2,0.7076,55.7
211,2025-04-01,122888,192647.0,0.6379,58.92
211,2025-05-01,66121,204346.6,0.3236,56.37
212,2020-07-01,72443,204436.8,0.3544,6.79
212,2020-08-01,74800,203656.8,0.3673,8.66
212,2020-09-01,84922,206794.6,0.4107,8.15
212,2020-10-01,93682,226741.2,0.4132,8.38
212,2020-11-01,85338,214326.6,0.3982,9.29
212,2020-12-01,88085,209348.4,0.4208,10.73
212,2021-01-01,85346,206112.4,0.4141,11.97
212,2021-02-01,77571,197212.6,0.3933,13.35
212,2021-03-01,95316,227562.2,0.4189,13.8
212,2021-04-01,94233,215821.8,0.4366,14.18
212,2021-05-01,95985,227734.0,0.4215,15.28
212,2021-06-01,101021,215759.4,0.4682,16.46
212,2021-07-01,97306,204436.8,0.476,17.84
212,2021-08-01,97297,203656.8,0.4777,18.69
212,2021-09-01,107296,206794.6,0.5189,17.57
212,2021-10-01,117097,226741.2,0.5164,17.18
212,2021-11-01,111500,214326.6,0.5202,17.37
212,2021-12-01,111694,209348.4,0.5335,18.57
212,2022-01-01,95496,206112.4,0.4633,19.21
212,2022-02-01,101001,197212.6,0.5121,20.92
212,2022-03-01,121541,227562.2,0.5341,21.29
212,2022-04-01,108481,215821.8,0.5026,22.27
212,2022-05-01,114475,227734.0,0.5027,23.03
212,2022-06-01,107713,215759.4,0.4992,24.33
212,2022-07-01,85018,204436.8,0.4159,26.4
212,2022-08-01,88278,203656.8,0.4335,27.38
212,2022-09-01,101085,206794.6,0.4888,26.16
212,2022-10-01,102422,226741.2,0.4517,25.5
212,2022-11-01,89944,214326.6,0.4197,26.19
212,2022-12-01,88315,209348.4,0.4219,27.14
212,2023-01-01,92708,206112.4,0.4498,27.77
212,2023-02-01,92932,197212.6,0.4712,28.87
212,2023-03-01,113446,227562.2,0.4985,28.58
212,2023-04-01,93254,215821.8,0.4321,29.25
212,2023-05-01,104540,227734.0,0.459,28.94
212,2023-06-01,93896,215759.4,0.4352,30.7
212,2023-07-01,81503,204436.8,0.3987,33.33
212,2023-08-01,89352,203656.8,0.4387,33.23
212,2023-09-01,87065,206794.6,0.421,31.4
212,2023-10-01,105716,226741.2,0.4662,30.73
212,2023-11-01,96542,214326.6,0.4504,32.28
212,2023-12-01,90090,209348.4,0.4303,33.53
212,2024-01-01,90980,206112.4,0.4414,34.12
212,2024-02-01,82301,197212.6,0.4173,34.25
212,2024-03-01,110398,227562.2,0.4851,35.42
212,2024-04-01,97050,215821.8,0.4497,36.37
212,2024-05-01,102294,227734.0,0.4492,36.69
212,2024-06-01,90908,215759.4,0.4213,39.42
212,2024-07-01,88839,204436.8,0.4346,41.95
212,2024-08-01,83755,203656.8,0.4113,42.83
212,2024-09-01,97464,206794.6,0.4713,50.11
212,2024-10-01,107885,226741.2,0.4758,53.39
212,2024-11-01,100423,214326.6,0.4686,55.06
212,2024-12-01,105258,209348.4,0.5028,56.89
212,2025-01-01,98270,206112.4,0.4768,57.65
212,2025-02-01,98335,197212.6,0.4986,60.18
212,2025-03-01,129731,227562.2,0.5701,61.28
212,2025-04-01,115902,215821.8,0.537,63.47
212,2025-05-01,67518,227734.0,0.2965,63.47
213,2020-07-01,100986,314900.8,0.3207,6.24
213,2020-08-01,108065,312361.2,0.346,7.63
213,2020-09-01,128929,312418.2,0.4127,7.5
213,2020-10-01,140053,336585.0,0.4161,7.71
213,2020-11-01,126728,319841.8,0.3962,8.71
213,2020-12-01,129568,311963.0,0.4153,10.05
213,2021-01-01,122616,302579.0,0.4052,10.77
213,2021-02-01,112961,294834.2,0.3831,12.36
213,2021-03-01,145355,336043.2,0.4325,13.17
213,2021-04-01,147724,323260.0,0.457,13.84
213,2021-05-01,152827,335851.2,0.455,14.95
213,2021-06-01,158782,321356.0,0.4941,16.52
213,2021-07-01,155963,314900.8,0.4953,17.3
213,2021-08-01,152699,312361.2,0.4889,17.36
213,2021-09-01,170670,312418.2,0.5463,17.6
213,2021-10-01,181206,336585.0,0.5384,17.01
213,2021-11-01,174392,319841.8,0.5452,17.24
213,2021-12-01,170225,311963.0,0.5457,17.94
213,2022-01-01,140462,302579.0,0.4642,18.67
213,2022-02-01,147322,294834.2,0.4997,19.25
213,2022-03-01,179066,336043.2,0.5329,19.85
213,2022-04-01,164587,323260.0,0.5091,21.36
213,2022-05-01,173848,335851.2,0.5176,21.4
213,2022-06-01,167234,321356.0,0.5204,22.95
213,2022-07-01,133743,314900.8,0.4247,24.68
213,2022-08-01,136682,312361.2,0.4376,25.18
213,2022-09-01,157958,312418.2,0.5056,24.73
213,2022-10-01,159204,336585.0,0.473,24.42
213,2022-11-01,135548,319841.8,0.4238,24.16
213,2022-12-01,154546,311963.0,0.4954,26.39
213,2023-01-01,157012,302579.0,0.5189,26.69
213,2023-02-01,151055,294834.2,0.5123,28.23
213,2023-03-01,186166,336043.2,0.554,28.0
213,2023-04-01,161562,323260.0,0.4998,29.41
213,2023-05-01,177166,335851.2,0.5275,28.5
213,2023-06-01,160740,321356.0,0.5002,30.14
213,2023-07-01,146339,314900.8,0.4647,31.99
213,2023-08-01,155882,312361.2,0.499,32.71
213,2023-09-01,141274,312418.2,0.4522,31.37
213,2023-10-01,155736,336585.0,0.4627,31.05
213,2023-11-01,138340,319841.8,0.4325,32.76
213,2023-12-01,131336,311963.0,0.421,35.16
213,2024-01-01,125955,302579.0,0.4163,36.31
213,2024-02-01,129946,294834.2,0.4407,38.31
213,2024-03-01,156077,336043.2,0.4645,37.23
213,2024-04-01,140828,323260.0,0.4356,37.78
213,2024-05-01,138766,335851.2,0.4132,41.52
213,2024-06-01,134338,321356.0,0.418,40.38
213,2024-07-01,133718,314900.8,0.4246,41.91
213,2024-08-01,130164,312361.2,0.4167,43.36
213,2024-09-01,152333,312418.2,0.4876,49.3
213,2024-10-01,169258,336585.0,0.5029,50.93
213,2024-11-01,142800,319841.8,0.4465,51.45
213,2024-12-01,149409,311963.0,0.4789,52.64
213,2025-01-01,137316,302579.0,0.4538,54.54
213,2025-02-01,141056,294834.2,0.4784,56.49
213,2025-03-01,181457,336043.2,0.54,57.72
213,2025-04-01,164108,323260.0,0.5077,60.79
213,2025-05-01,86718,335851.2,0.2582,57.5
214,2020-07-01,44740,109122.2,0.41,6.86
214,2020-08-01,46125,109555.2,0.421,8.83
214,2020-09-01,54797,117003.2,0.4683,8.63
214,2020-10-01,60339,128046.8,0.4712,8.03
214,2020-11-01,56300,118054.8,0.4769,8.73
214,2020-12-01,57369,115944.4,0.4948,10.42
214,2021-01-01,54054,122307.0,0.442,11.55
214,2021-02-01,51011,116985.8,0.436,12.71
214,2021-03-01,64286,135968.4,0.4728,13.16
214,2021-04-01,65216,128016.6,0.5094,13.98
214,2021-05-01,66001,133805.0,0.4933,15.21
214,2021-06-01,66462,126548.6,0.5252,17.09
214,2021-07-01,63769,109122.2,0.5844,19.11
214,2021-08-01,65283,109555.2,0.5959,19.11
214,2021-09-01,71889,117003.2,0.6144,18.54
214,2021-10-01,80642,128046.8,0.6298,17.2
214,2021-11-01,76244,118054.8,0.6458,17.63
214,2021-12-01,77071,115944.4,0.6647,18.59
214,2022-01-01,66810,122307.0,0.5462,20.12
214,2022-02-01,64396,116985.8,0.5505,20.36
214,2022-03-01,83194,135968.4,0.6119,20.73
214,2022-04-01,73015,128016.6,0.5704,22.3
214,2022-05-01,76888,133805.0,0.5746,24.09
214,2022-06-01,71581,126548.6,0.5656,26.86
214,2022-07-01,58995,109122.2,0.5406,29.36
214,2022-08-01,65806,109555.2,0.6007,28.44
214,2022-09-01,77272,117003.2,0.6604,26.71
214,2022-10-01,80711,128046.8,0.6303,25.62
214,2022-11-01,70104,118054.8,0.5938,25.56
214,2022-12-01,69186,115944.4,0.5967,27.02
214,2023-01-01,71712,122307.0,0.5863,26.87
214,2023-02-01,63684,116985.8,0.5444,27.31
214,2023-03-01,78425,135968.4,0.5768,26.99
214,2023-04-01,67858,128016.6,0.5301,29.13
214,2023-05-01,76295,133805.0,0.5702,28.39
214,2023-06-01,65093,126548.6,0.5144,30.31
214,2023-07-01,54176,109122.2,0.4965,33.82
214,2023-08-01,64991,109555.2,0.5932,33.76
214,2023-09-01,60879,117003.2,0.5203,31.48
214,2023-10-01,73819,128046.8,0.5765,30.53
214,2023-11-01,72052,118054.8,0.6103,33.49
214,2023-12-01,70363,115944.4,0.6069,35.43
214,2024-01-01,69030,122307.0,0.5644,35.03
214,2024-02-01,57964,116985.8,0.4955,34.48
214,2024-03-01,77434,135968.4,0.5695,35.29
214,2024-04-01,69594,128016.6,0.5436,35.74
214,2024-05-01,76860,133805.0,0.5744,36.27
214,2024-06-01,68545,126548.6,0.5416,39.84
214,2024-07-01,61542,109122.2,0.564,42.29
214,2024-08-01,62939,109555.2,0.5745,43.53
214,2024-09-01,74009,117003.2,0.6325,51.13
214,2024-10-01,83129,128046.8,0.6492,53.28
214,2024-11-01,71025,118054.8,0.6016,53.57
214,2024-12-01,73102,115944.4,0.6305,54.32
214,2025-01-01,72554,122307.0,0.5932,56.42
214,2025-02-01,70410,116985.8,0.6019,61.06
214,2025-03-01,97786,135968.4,0.7192,63.32
214,2025-04-01,83286,128016.6,0.6506,66.61
214,2025-05-01,46160,133805.0,0.345,64.15
215,2020-07-01,86095,253119.6,0.3401,6.35
215,2020-08-01,87951,260589.4,0.3375,8.28
215,2020-09-01,105832,264442.4,0.4002,7.09
215,2020-10-01,117513,289999.0,0.4052,7.17
215,2020-11-01,107851,276377.0,0.3902,8.16
215,2020-12-01,111439,270333.8,0.4122,8.76
215,2021-01-01,104638,249828.6,0.4188,10.62
215,2021-02-01,95907,237546.2,0.4037,11.24
215,2021-03-01,122072,270808.4,0.4508,12.0
215,2021-04-01,121697,265489.4,0.4584,12.56
215,2021-05-01,122015,277540.2,0.4396,13.73
215,2021-06-01,127794,264713.2,0.4828,15.39
215,2021-07-01,123069,253119.6,0.4862,16.65
215,2021-08-01,123645,260589.4,0.4745,16.83
215,2021-09-01,137391,264442.4,0.5195,15.81
215,2021-10-01,147288,289999.0,0.5079,15.28
215,2021-11-01,144430,276377.0,0.5226,15.98
215,2021-12-01,139085,270333.8,0.5145,17.04
215,2022-01-01,119496,249828.6,0.4783,17.55
215,2022-02-01,123792,237546.2,0.5211,18.41
215,2022-03-01,149174,270808.4,0.5508,18.41
215,2022-04-01,133052,265489.4,0.5012,19.53
215,2022-05-01,139897,277540.2,0.5041,20.12
215,2022-06-01,131845,264713.2,0.4981,22.06
215,2022-07-01,101099,253119.6,0.3994,24.72
215,2022-08-01,102573,260589.4,0.3936,25.22
215,2022-09-01,117663,264442.4,0.4449,24.45
215,2022-10-01,119206,289999.0,0.4111,23.68
215,2022-11-01,105721,276377.0,0.3825,24.07
215,2022-12-01,103408,270333.8,0.3825,24.77
215,2023-01-01,108442,249828.6,0.4341,25.48
215,2023-02-01,100791,237546.2,0.4243,25.88
215,2023-03-01,121383,270808.4,0.4482,25.82
215,2023-04-01,99961,265489.4,0.3765,27.12
215,2023-05-01,112970,277540.2,0.407,26.83
215,2023-06-01,102199,264713.2,0.3861,28.22
215,2023-07-01,83499,253119.6,0.3299,31.24
215,2023-08-01,93461,260589.4,0.3587,30.15
215,2023-09-01,85827,264442.4,0.3246,29.14
215,2023-10-01,102981,289999.0,0.3551,28.35
215,2023-11-01,95034,276377.0,0.3439,30.11
215,2023-12-01,94562,270333.8,0.3498,32.71
215,2024-01-01,93666,249828.6,0.3749,32.44
215,2024-02-01,86307,237546.2,0.3633,32.03
215,2024-03-01,116110,270808.4,0.4288,32.49
215,2024-04-01,104964,265489.4,0.3954,32.96
215,2024-05-01,112419,277540.2,0.4051,33.13
215,2024-06-01,102735,264713.2,0.3881,35.55
215,2024-07-01,99089,253119.6,0.3915,39.64
215,2024-08-01,97493,260589.4,0.3741,42.95
215,2024-09-01,116110,264442.4,0.4391,49.67
215,2024-10-01,146904,289999.0,0.5066,53.13
215,2024-11-01,134011,276377.0,0.4849,55.29
215,2024-12-01,137680,270333.8,0.5093,55.9
215,2025-01-01,134922,249828.6,0.5401,56.37
215,2025-02-01,133149,237546.2,0.5605,58.15
215,2025-03-01,170399,270808.4,0.6292,58.8
215,2025-04-01,155407,265489.4,0.5854,61.81
215,2025-05-01,86152,277540.2,0.3104,60.55
216,2020-07-01,48417,136027.6,0.3559,5.86
216,2020-08-01,49680,120420.4,0.4126,7.44
216,2020-09-01,60907,111286.0,0.5473,7.32
216,2020-10-01,66593,120101.0,0.5545,7.92
216,2020-11-01,61150,114848.8,0.5324,8.84
216,2020-12-01,60536,114552.6,0.5285,10.11
216,2021-01-01,58737,134557.4,0.4365,10.39
216,2021-02-01,53148,129645.2,0.4099,11.84
216,2021-03-01,68292,149048.8,0.4582,12.61
216,2021-04-01,68429,139362.0,0.491,13.39
216,2021-05-01,70662,145450.0,0.4858,14.43
216,2021-06-01,75321,144831.4,0.5201,15.71
216,2021-07-01,73755,136027.6,0.5422,16.11
216,2021-08-01,71118,120420.4,0.5906,16.51
216,2021-09-01,76477,111286.0,0.6872,16.25
216,2021-10-01,81325,120101.0,0.6771,15.71
216,2021-11-01,76706,114848.8,0.6679,16.52
216,2021-12-01,74590,114552.6,0.6511,17.42
216,2022-01-01,67626,134557.4,0.5026,18.49
216,2022-02-01,70910,129645.2,0.547,18.88
216,2022-03-01,81202,149048.8,0.5448,19.81
216,2022-04-01,73259,139362.0,0.5257,20.96
216,2022-05-01,77454,145450.0,0.5325,21.21
216,2022-06-01,75674,144831.4,0.5225,22.99
216,2022-07-01,62945,136027.6,0.4627,25.59
216,2022-08-01,66849,120420.4,0.5551,24.82
216,2022-09-01,72518,111286.0,0.6516,24.08
216,2022-10-01,77341,120101.0,0.644,24.92
216,2022-11-01,67851,114848.8,0.5908,24.86
216,2022-12-01,66817,114552.6,0.5833,26.05
216,2023-01-01,70233,134557.4,0.522,26.73
216,2023-02-01,64401,129645.2,0.4967,26.98
216,2023-03-01,77246,149048.8,0.5183,26.98
216,2023-04-01,66889,139362.0,0.48,28.19
216,2023-05-01,72669,145450.0,0.4996,27.92
216,2023-06-01,65157,144831.4,0.4499,29.24
216,2023-07-01,54337,136027.6,0.3995,31.65
216,2023-08-01,58893,120420.4,0.4891,31.18
216,2023-09-01,54262,111286.0,0.4876,30.59
216,2023-10-01,64025,120101.0,0.5331,30.24
216,2023-11-01,65437,114848.8,0.5698,31.71
216,2023-12-01,63546,114552.6,0.5547,32.89
216,2024-01-01,61098,134557.4,0.4541,34.49
216,2024-02-01,55671,129645.2,0.4294,34.14
216,2024-03-01,70938,149048.8,0.4759,34.56
216,2024-04-01,65271,139362.0,0.4684,36.19
