complex_id,period,ridership,baseline_ridership,baseline_comparison,omny_pct
1,2020-07-01,103188,408204.2,0.2528,6.02
1,2020-08-01,113721,413511.0,0.275,8.29
1,2020-09-01,140034,426176.8,0.3286,8.63
1,2020-10-01,159932,470466.2,0.3399,9.36
1,2020-11-01,141562,441357.8,0.3207,10.76
1,2020-12-01,140373,426685.4,0.329,12.13
1,2021-01-01,130797,419131.6,0.3121,13.02
1,2021-02-01,125647,389954.2,0.3222,14.79
1,2021-03-01,161944,445783.6,0.3633,15.66
1,2021-04-01,168042,447263.0,0.3757,16.88
1,2021-05-01,180018,460485.8,0.3909,18.19
1,2021-06-01,197465,433656.2,0.4553,19.68
1,2021-07-01,197978,408204.2,0.485,21.24
1,2021-08-01,195477,413511.0,0.4727,22.08
1,2021-09-01,220330,426176.8,0.517,21.73
1,2021-10-01,250319,470466.2,0.5321,22.83
1,2021-11-01,244241,441357.8,0.5534,23.9
1,2021-12-01,232260,426685.4,0.5443,24.55
1,2022-01-01,196456,419131.6,0.4687,25.67
1,2022-02-01,217438,389954.2,0.5576,27.03
1,2022-03-01,267566,445783.6,0.6002,29.04
1,2022-04-01,249271,447263.0,0.5573,31.58
1,2022-05-01,262333,460485.8,0.5697,32.34
1,2022-06-01,262829,433656.2,0.6061,34.37
1,2022-07-01,235665,408204.2,0.5773,36.92
1,2022-08-01,244176,413511.0,0.5905,37.47
1,2022-09-01,270722,426176.8,0.6352,38.28
1,2022-10-01,281971,470466.2,0.5993,38.7
1,2022-11-01,271408,441357.8,0.6149,39.79
1,2022-12-01,270421,426685.4,0.6338,40.96
1,2023-01-01,270191,419131.6,0.6446,41.84
1,2023-02-01,250836,389954.2,0.6432,42.67
1,2023-03-01,299948,445783.6,0.6729,43.09
1,2023-04-01,269917,447263.0,0.6035,44.85
1,2023-05-01,286479,460485.8,0.6221,44.41
1,2023-06-01,266174,433656.2,0.6138,46.35
1,2023-07-01,238895,408204.2,0.5852,49.31
1,2023-08-01,251276,413511.0,0.6077,49.03
1,2023-09-01,273409,426176.8,0.6415,47.56
1,2023-10-01,308072,470466.2,0.6548,47.41
1,2023-11-01,288980,441357.8,0.6548,47.94
1,2023-12-01,283508,426685.4,0.6644,50.27
1,2024-01-01,262983,419131.6,0.6274,49.55
1,2024-02-01,267099,389954.2,0.6849,52.13
1,2024-03-01,282716,445783.6,0.6342,51.61
1,2024-04-01,282828,447263.0,0.6324,52.81
1,2024-05-01,306883,460485.8,0.6664,53.88
1,2024-06-01,278583,433656.2,0.6424,55.77
1,2024-07-01,266059,408204.2,0.6518,57.58
1,2024-08-01,261849,413511.0,0.6332,58.1
1,2024-09-01,289611,426176.8,0.6796,62.5
1,2024-10-01,320524,470466.2,0.6813,64.54
1,2024-11-01,289120,441357.8,0.6551,69.14
1,2024-12-01,286533,426685.4,0.6715,71.24
1,2025-01-01,286014,419131.6,0.6824,72.33
1,2025-02-01,268908,389954.2,0.6896,74.06
1,2025-03-01,309416,445783.6,0.6941,74.92
1,2025-04-01,307838,447263.0,0.6883,77.36
1,2025-05-01,154267,460485.8,0.335,77.87
2,2020-07-01,57146,248088.8,0.2303,7.18
2,2020-08-01,64911,242889.6,0.2672,9.3
2,2020-09-01,81322,242055.0,0.336,8.96
2,2020-10-01,93304,284656.6,0.3278,9.82
2,2020-11-01,84088,283486.6,0.2966,11.36
2,2020-12-01,83155,286232.0,0.2905,12.6
2,2021-01-01,78245,326675.2,0.2395,13.49
2,2021-02-01,74561,304578.8,0.2448,15.57
2,2021-03-01,99173,311117.6,0.3188,16.58
2,2021-04-01,111631,284944.8,0.3918,18.41
2,2021-05-01,123493,288101.8,0.4286,19.84
2,2021-06-01,138701,272401.4,0.5092,21.86
2,2021-07-01,137488,248088.8,0.5542,23.24
2,2021-08-01,137834,242889.6,0.5675,24.16
2,2021-09-01,165623,242055.0,0.6842,25.0
2,2021-10-01,182703,284656.6,0.6418,25.65
2,2021-11-01,171400,283486.6,0.6046,26.44
2,2021-12-01,160327,286232.0,0.5601,26.82
2,2022-01-01,130606,326675.2,0.3998,28.4
2,2022-02-01,147347,304578.8,0.4838,30.17
2,2022-03-01,188061,311117.6,0.6045,32.1
2,2022-04-01,191387,284944.8,0.6717,35.49
2,2022-05-01,201405,288101.8,0.6991,36.8
2,2022-06-01,199547,272401.4,0.7325,38.25
2,2022-07-01,175078,248088.8,0.7057,40.42
2,2022-08-01,189083,242889.6,0.7785,41.85
2,2022-09-01,194772,242055.0,0.8047,41.61
2,2022-10-01,195275,284656.6,0.686,41.84
2,2022-11-01,189586,283486.6,0.6688,43.38
2,2022-12-01,187830,286232.0,0.6562,44.02
2,2023-01-01,183180,326675.2,0.5607,44.99
2,2023-02-01,173695,304578.8,0.5703,46.47
2,2023-03-01,208386,311117.6,0.6698,46.66
2,2023-04-01,194472,284944.8,0.6825,47.53
2,2023-05-01,210632,288101.8,0.7311,47.7
2,2023-06-01,200175,272401.4,0.7349,49.4
2,2023-07-01,179356,248088.8,0.723,50.47
2,2023-08-01,187430,242889.6,0.7717,51.95
2,2023-09-01,197351,242055.0,0.8153,52.42
2,2023-10-01,219549,284656.6,0.7713,52.3
2,2023-11-01,204279,283486.6,0.7206,53.79
2,2023-12-01,202197,286232.0,0.7064,54.64
2,2024-01-01,179563,326675.2,0.5497,55.07
2,2024-02-01,190903,304578.8,0.6268,56.53
2,2024-03-01,201744,311117.6,0.6484,55.91
2,2024-04-01,206247,284944.8,0.7238,57.53
2,2024-05-01,224693,288101.8,0.7799,58.33
2,2024-06-01,211707,272401.4,0.7772,60.46
2,2024-07-01,198550,248088.8,0.8003,61.35
2,2024-08-01,198489,242889.6,0.8172,62.45
2,2024-09-01,214559,242055.0,0.8864,65.5
2,2024-10-01,235488,284656.6,0.8273,68.34
2,2024-11-01,211202,283486.6,0.745,71.33
2,2024-12-01,210115,286232.0,0.7341,72.48
2,2025-01-01,205228,326675.2,0.6282,73.74
2,2025-02-01,193769,304578.8,0.6362,74.98
2,2025-03-01,225802,311117.6,0.7258,76.61
2,2025-04-01,225153,284944.8,0.7902,78.3
2,2025-05-01,118144,288101.8,0.4101,79.2
3,2020-07-01,94207,376967.8,0.2499,6.88
3,2020-08-01,102758,389198.6,0.264,8.73
3,2020-09-01,125249,388208.6,0.3226,9.58
3,2020-10-01,144654,406559.2,0.3558,10.28
3,2020-11-01,130068,334579.8,0.3888,11.62
3,2020-12-01,127682,315608.6,0.4046,12.84
3,2021-01-01,121247,303567.8,0.3994,13.98
3,2021-02-01,115681,272250.6,0.4249,15.95
3,2021-03-01,148328,320835.0,0.4623,17.23
3,2021-04-01,142954,329029.4,0.4345,17.97
3,2021-05-01,150173,339725.0,0.442,19.76
3,2021-06-01,163793,339434.2,0.4825,21.25
3,2021-07-01,182114,376967.8,0.4831,23.66
3,2021-08-01,180736,389198.6,0.4644,24.19
3,2021-09-01,178371,388208.6,0.4595,23.74
3,2021-10-01,205688,406559.2,0.5059,24.61
3,2021-11-01,218270,334579.8,0.6524,25.94
3,2021-12-01,209598,315608.6,0.6641,26.96
3,2022-01-01,178468,303567.8,0.5879,27.73
3,2022-02-01,197030,272250.6,0.7237,30.23
3,2022-03-01,237595,320835.0,0.7406,32.17
3,2022-04-01,200617,329029.4,0.6097,33.59
3,2022-05-01,211549,339725.0,0.6227,34.69
3,2022-06-01,222885,339434.2,0.6566,37.22
3,2022-07-01,205282,376967.8,0.5446,40.31
3,2022-08-01,201975,389198.6,0.519,41.63
3,2022-09-01,238564,388208.6,0.6145,43.43
3,2022-10-01,244632,406559.2,0.6017,43.31
3,2022-11-01,242394,334579.8,0.7245,44.59
3,2022-12-01,241386,315608.6,0.7648,45.51
3,2023-01-01,244018,303567.8,0.8038,46.77
3,2023-02-01,229034,272250.6,0.8413,47.78
3,2023-03-01,273257,320835.0,0.8517,48.32
3,2023-04-01,249697,329029.4,0.7589,50.01
3,2023-05-01,261478,339725.0,0.7697,49.12
3,2023-06-01,243836,339434.2,0.7184,50.85
3,2023-07-01,223265,376967.8,0.5923,52.48
3,2023-08-01,232196,389198.6,0.5966,53.38
3,2023-09-01,251445,388208.6,0.6477,53.15
3,2023-10-01,282979,406559.2,0.696,53.12
3,2023-11-01,264025,334579.8,0.7891,54.46
3,2023-12-01,254261,315608.6,0.8056,56.17
3,2024-01-01,227635,303567.8,0.7499,55.84
3,2024-02-01,245254,272250.6,0.9008,57.81
3,2024-03-01,252981,320835.0,0.7885,58.07
3,2024-04-01,248054,329029.4,0.7539,58.67
3,2024-05-01,282568,339725.0,0.8318,59.83
3,2024-06-01,259007,339434.2,0.7631,61.5
3,2024-07-01,244889,376967.8,0.6496,62.89
3,2024-08-01,245039,389198.6,0.6296,63.83
3,2024-09-01,267272,388208.6,0.6885,66.38
3,2024-10-01,295796,406559.2,0.7276,67.24
3,2024-11-01,275642,334579.8,0.8238,68.4
3,2024-12-01,266158,315608.6,0.8433,71.16
3,2025-01-01,273630,303567.8,0.9014,70.77
3,2025-02-01,258089,272250.6,0.948,71.65
3,2025-03-01,296318,320835.0,0.9236,72.18
3,2025-04-01,292724,329029.4,0.8897,73.92
3,2025-05-01,144662,339725.0,0.4258,69.74
4,2020-07-01,73796,251125.0,0.2939,7.58
4,2020-08-01,84539,253567.2,0.3334,9.83
4,2020-09-01,103288,259393.6,0.3982,10.56
4,2020-10-01,122272,285342.0,0.4285,11.76
4,2020-11-01,107622,291461.6,0.3692,13.1
4,2020-12-01,106755,281009.2,0.3799,14.32
4,2021-01-01,99319,297095.2,0.3343,15.17
4,2021-02-01,95140,313688.8,0.3033,17.52
4,2021-03-01,125657,350669.2,0.3583,17.81
4,2021-04-01,121837,350053.8,0.3481,18.26
4,2021-05-01,131824,361102.2,0.3651,19.81
4,2021-06-01,148108,333059.6,0.4447,21.38
4,2021-07-01,166481,251125.0,0.6629,23.02
4,2021-08-01,160200,253567.2,0.6318,24.14
4,2021-09-01,163389,259393.6,0.6299,22.39
4,2021-10-01,192606,285342.0,0.675,23.58
4,2021-11-01,201513,291461.6,0.6914,25.3
4,2021-12-01,195302,281009.2,0.695,26.17
4,2022-01-01,158363,297095.2,0.533,26.84
4,2022-02-01,177129,313688.8,0.5647,29.08
4,2022-03-01,212668,350669.2,0.6065,31.05
4,2022-04-01,178361,350053.8,0.5095,32.57
4,2022-05-01,190323,361102.2,0.5271,33.56
4,2022-06-01,198587,333059.6,0.5963,36.53
4,2022-07-01,183881,251125.0,0.7322,39.53
4,2022-08-01,182570,253567.2,0.72,39.98
4,2022-09-01,222293,259393.6,0.857,41.36
4,2022-10-01,222393,285342.0,0.7794,41.77
4,2022-11-01,216563,291461.6,0.743,43.11
4,2022-12-01,216426,281009.2,0.7702,44.54
4,2023-01-01,219976,297095.2,0.7404,45.89
4,2023-02-01,207501,313688.8,0.6615,46.55
4,2023-03-01,246701,350669.2,0.7035,46.38
4,2023-04-01,229706,350053.8,0.6562,48.42
4,2023-05-01,239268,361102.2,0.6626,48.18
4,2023-06-01,221808,333059.6,0.666,49.62
4,2023-07-01,201814,251125.0,0.8036,51.91
4,2023-08-01,212685,253567.2,0.8388,52.99
4,2023-09-01,234591,259393.6,0.9044,51.78
4,2023-10-01,265044,285342.0,0.9289,52.08
4,2023-11-01,245287,291461.6,0.8416,53.81
4,2023-12-01,237573,281009.2,0.8454,54.7
4,2024-01-01,205552,297095.2,0.6919,54.0
4,2024-02-01,225303,313688.8,0.7182,56.16
4,2024-03-01,227946,350669.2,0.65,56.17
4,2024-04-01,225829,350053.8,0.6451,56.78
4,2024-05-01,263295,361102.2,0.7291,58.38
4,2024-06-01,236442,333059.6,0.7099,60.18
4,2024-07-01,221866,251125.0,0.8835,61.69
4,2024-08-01,224471,253567.2,0.8853,62.62
4,2024-09-01,247670,259393.6,0.9548,65.98
4,2024-10-01,271148,285342.0,0.9503,66.44
4,2024-11-01,246204,291461.6,0.8447,67.43
4,2024-12-01,242691,281009.2,0.8636,68.08
4,2025-01-01,243127,297095.2,0.8183,69.21
4,2025-02-01,227650,313688.8,0.7257,70.72
4,2025-03-01,258925,350669.2,0.7384,71.95
4,2025-04-01,258520,350053.8,0.7385,74.65
4,2025-05-01,132393,361102.2,0.3666,70.41
5,2020-07-01,44316,184360.4,0.2404,7.0
5,2020-08-01,48726,184366.4,0.2643,8.75
5,2020-09-01,60351,186159.6,0.3242,9.4
5,2020-10-01,69567,198859.6,0.3498,10.36
5,2020-11-01,61919,161733.4,0.3828,11.4
5,2020-12-01,61788,154031.6,0.4011,12.53
5,2021-01-01,58092,157080.4,0.3698,13.36
5,2021-02-01,54870,134553.8,0.4078,14.73
5,2021-03-01,71103,152372.6,0.4666,16.06
5,2021-04-01,67218,147261.4,0.4565,16.33
5,2021-05-01,71670,152728.8,0.4693,17.9
5,2021-06-01,77451,154950.8,0.4998,19.15
5,2021-07-01,86435,184360.4,0.4688,21.2
5,2021-08-01,83949,184366.4,0.4553,22.24
5,2021-09-01,85880,186159.6,0.4613,20.57
5,2021-10-01,102146,198859.6,0.5137,21.05
5,2021-11-01,106251,161733.4,0.657,22.93
5,2021-12-01,106275,154031.6,0.69,23.95
5,2022-01-01,88471,157080.4,0.5632,24.69
5,2022-02-01,97490,134553.8,0.7245,26.35
5,2022-03-01,118421,152372.6,0.7772,28.2
5,2022-04-01,97236,147261.4,0.6603,28.97
5,2022-05-01,103203,152728.8,0.6757,29.68
5,2022-06-01,106096,154950.8,0.6847,32.61
5,2022-07-01,98933,184360.4,0.5366,35.18
5,2022-08-01,95489,184366.4,0.5179,36.32
5,2022-09-01,119059,186159.6,0.6396,36.47
5,2022-10-01,121424,198859.6,0.6106,35.57
5,2022-11-01,118181,161733.4,0.7307,38.06
5,2022-12-01,117488,154031.6,0.7628,39.29
5,2023-01-01,116329,157080.4,0.7406,40.42
5,2023-02-01,101987,134553.8,0.758,31.56
5,2023-03-01,134316,152372.6,0.8815,39.55
5,2023-04-01,122210,147261.4,0.8299,42.13
5,2023-05-01,127743,152728.8,0.8364,41.04
5,2023-06-01,117247,154950.8,0.7567,43.18
5,2023-07-01,106523,184360.4,0.5778,46.62
5,2023-08-01,108055,184366.4,0.5861,47.6
5,2023-09-01,127011,186159.6,0.6823,45.67
5,2023-10-01,144363,198859.6,0.726,45.07
5,2023-11-01,134984,161733.4,0.8346,46.12
5,2023-12-01,126887,154031.6,0.8238,48.0
5,2024-01-01,111359,157080.4,0.7089,47.57
5,2024-02-01,120508,134553.8,0.8956,49.46
5,2024-03-01,125580,152372.6,0.8242,49.3
5,2024-04-01,120458,147261.4,0.818,50.47
5,2024-05-01,141661,152728.8,0.9275,51.42
5,2024-06-01,126397,154950.8,0.8157,54.78
5,2024-07-01,119219,184360.4,0.6467,56.2
5,2024-08-01,116533,184366.4,0.6321,57.64
5,2024-09-01,133276,186159.6,0.7159,62.66
5,2024-10-01,145153,198859.6,0.7299,63.49
5,2024-11-01,131582,161733.4,0.8136,64.16
5,2024-12-01,129492,154031.6,0.8407,64.82
5,2025-01-01,132115,157080.4,0.8411,66.37
5,2025-02-01,123421,134553.8,0.9173,69.91
5,2025-03-01,141635,152372.6,0.9295,71.35
5,2025-04-01,137922,147261.4,0.9366,73.34
5,2025-05-01,69745,152728.8,0.4567,74.39
6,2020-07-01,18309,65169.4,0.2809,6.78
6,2020-08-01,20080,66576.8,0.3016,8.68
6,2020-09-01,25070,64271.2,0.3901,10.2
6,2020-10-01,29559,73060.6,0.4046,11.07
6,2020-11-01,26744,75349.4,0.3549,11.36
6,2020-12-01,27196,75086.6,0.3622,12.3
6,2021-01-01,25906,68889.4,0.3761,13.47
6,2021-02-01,24801,72347.0,0.3428,14.34
6,2021-03-01,31174,86430.2,0.3607,15.0
6,2021-04-01,26947,89554.0,0.3009,15.99
6,2021-05-01,27928,94562.4,0.2953,17.58
6,2021-06-01,32819,86971.2,0.3774,19.21
6,2021-07-01,39810,65169.4,0.6109,20.14
6,2021-08-01,38340,66576.8,0.5759,22.62
6,2021-09-01,36129,64271.2,0.5621,22.5
6,2021-10-01,41354,73060.6,0.566,24.33
6,2021-11-01,48271,75349.4,0.6406,25.32
6,2021-12-01,52777,75086.6,0.7029,24.31
6,2022-01-01,37197,68889.4,0.54,27.51
6,2022-02-01,41475,72347.0,0.5733,28.72
6,2022-03-01,51970,86430.2,0.6013,29.84
6,2022-04-01,42513,89554.0,0.4747,29.74
6,2022-05-01,46209,94562.4,0.4887,31.85
6,2022-06-01,51498,86971.2,0.5921,33.12
6,2022-07-01,50668,65169.4,0.7775,34.22
6,2022-08-01,50713,66576.8,0.7617,35.24
6,2022-09-01,63891,64271.2,0.9941,39.78
6,2022-10-01,62299,73060.6,0.8527,40.36
6,2022-11-01,59854,75349.4,0.7944,42.77
6,2022-12-01,64060,75086.6,0.8531,41.94
6,2023-01-01,56426,68889.4,0.8191,43.74
6,2023-02-01,56908,72347.0,0.7866,44.54
6,2023-03-01,68580,86430.2,0.7935,43.62
6,2023-04-01,69532,89554.0,0.7764,41.51
6,2023-05-01,70595,94562.4,0.7465,43.39
6,2023-06-01,61850,86971.2,0.7112,45.97
6,2023-07-01,58086,65169.4,0.8913,45.92
6,2023-08-01,66005,66576.8,0.9914,46.47
6,2023-09-01,71083,64271.2,1.106,47.65
6,2023-10-01,83101,73060.6,1.1374,45.85
6,2023-11-01,81176,75349.4,1.0773,48.42
6,2023-12-01,72570,75086.6,0.9665,48.58
6,2024-01-01,76465,68889.4,1.11,49.76
6,2024-02-01,63393,72347.0,0.8762,50.66
6,2024-03-01,82820,86430.2,0.9582,50.47
6,2024-04-01,73659,89554.0,0.8225,49.94
6,2024-05-01,79892,94562.4,0.8449,53.13
6,2024-06-01,70130,86971.2,0.8064,55.7
6,2024-07-01,67833,65169.4,1.0409,54.98
6,2024-08-01,68280,66576.8,1.0256,57.73
6,2024-09-01,74956,64271.2,1.1662,61.57
6,2024-10-01,82387,73060.6,1.1277,61.84
6,2024-11-01,72186,75349.4,0.958,64.81
6,2024-12-01,75651,75086.6,1.0075,63.12
6,2025-01-01,69074,68889.4,1.0027,66.48
6,2025-02-01,67003,72347.0,0.9261,67.53
6,2025-03-01,80291,86430.2,0.929,69.07
6,2025-04-01,83357,89554.0,0.9308,71.27
6,2025-05-01,43257,94562.4,0.4574,74.31
8,2020-07-01,82338,466756.4,0.1764,7.03
8,2020-08-01,94175,471985.0,0.1995,8.98
8,2020-09-01,114857,465934.6,0.2465,9.68
8,2020-10-01,131641,488577.2,0.2694,10.69
8,2020-11-01,122002,461290.4,0.2645,12.36
8,2020-12-01,124284,483965.2,0.2568,13.83
8,2021-01-01,107159,415108.4,0.2581,14.75
8,2021-02-01,102420,379774.8,0.2697,16.31
8,2021-03-01,134906,430572.2,0.3133,17.53
8,2021-04-01,144551,462619.2,0.3125,19.35
8,2021-05-01,152621,489665.4,0.3117,20.49
8,2021-06-01,179373,487067.0,0.3683,21.32
8,2021-07-01,197894,466756.4,0.424,22.62
8,2021-08-01,188318,471985.0,0.399,23.44
8,2021-09-01,199682,465934.6,0.4286,25.18
8,2021-10-01,223158,488577.2,0.4568,25.97
8,2021-11-01,242918,461290.4,0.5266,27.68
8,2021-12-01,245529,483965.2,0.5073,27.35
8,2022-01-01,165083,415108.4,0.3977,28.42
8,2022-02-01,181352,379774.8,0.4775,29.84
8,2022-03-01,236752,430572.2,0.5499,31.55
8,2022-04-01,244008,462619.2,0.5274,32.75
8,2022-05-01,263017,489665.4,0.5371,34.44
8,2022-06-01,273223,487067.0,0.561,36.29
8,2022-07-01,259835,466756.4,0.5567,37.31
8,2022-08-01,260490,471985.0,0.5519,37.53
8,2022-09-01,282742,465934.6,0.6068,40.2
8,2022-10-01,237753,488577.2,0.4866,40.08
8,2022-11-01,278301,461290.4,0.6033,43.42
8,2022-12-01,312001,483965.2,0.6447,43.74
8,2023-01-01,251377,415108.4,0.6056,43.95
8,2023-02-01,230302,379774.8,0.6064,44.26
8,2023-03-01,273034,430572.2,0.6341,44.93
8,2023-04-01,289535,462619.2,0.6259,45.85
8,2023-05-01,313913,489665.4,0.6411,47.65
8,2023-06-01,298384,487067.0,0.6126,48.34
8,2023-07-01,216843,466756.4,0.4646,48.04
8,2023-08-01,282804,471985.0,0.5992,48.73
8,2023-09-01,288042,465934.6,0.6182,51.09
8,2023-10-01,341239,488577.2,0.6984,50.62
8,2023-11-01,329115,461290.4,0.7135,53.25
8,2023-12-01,349310,483965.2,0.7218,54.47
8,2024-01-01,273186,415108.4,0.6581,53.07
8,2024-02-01,277935,379774.8,0.7318,54.69
8,2024-03-01,321884,430572.2,0.7476,56.26
8,2024-04-01,322701,462619.2,0.6976,56.11
8,2024-05-01,339478,489665.4,0.6933,58.51
8,2024-06-01,298115,487067.0,0.6121,59.77
8,2024-07-01,307251,466756.4,0.6583,60.28
8,2024-08-01,299108,471985.0,0.6337,60.34
8,2024-09-01,312708,465934.6,0.6711,63.0
8,2024-10-01,354798,488577.2,0.7262,64.03
8,2024-11-01,330097,461290.4,0.7156,65.87
8,2024-12-01,374923,483965.2,0.7747,66.4
8,2025-01-01,282013,415108.4,0.6794,66.59
8,2025-02-01,259484,379774.8,0.6833,68.1
8,2025-03-01,298672,430572.2,0.6937,68.36
8,2025-04-01,334903,462619.2,0.7239,70.9
8,2025-05-01,144968,489665.4,0.2961,70.57
9,2020-07-01,138804,769445.6,0.1804,1.92
9,2020-08-01,154934,776770.6,0.1995,7.64
9,2020-09-01,187050,805221.4,0.2323,9.19
9,2020-10-01,221335,882184.6,0.2509,10.92
9,2020-11-01,202754,833861.8,0.2432,12.21
9,2020-12-01,195641,826896.2,0.2366,13.35
9,2021-01-01,184753,763362.8,0.242,14.8
9,2021-02-01,178730,742124.0,0.2408,16.79
9,2021-03-01,230479,799963.6,0.2881,18.06
9,2021-04-01,253592,794107.2,0.3193,20.15
9,2021-05-01,290496,828008.4,0.3508,21.85
9,2021-06-01,330956,802907.6,0.4122,23.67
9,2021-07-01,376532,769445.6,0.4894,25.73
9,2021-08-01,367377,776770.6,0.473,26.65
9,2021-09-01,411142,805221.4,0.5106,28.05
9,2021-10-01,484813,882184.6,0.5496,28.8
9,2021-11-01,509292,833861.8,0.6108,30.4
9,2021-12-01,481302,826896.2,0.5821,30.19
9,2022-01-01,363733,763362.8,0.4765,31.62
9,2022-02-01,428135,742124.0,0.5769,33.4
9,2022-03-01,545544,799963.6,0.682,35.18
9,2022-04-01,526319,794107.2,0.6628,36.46
9,2022-05-01,564758,828008.4,0.6821,38.0
9,2022-06-01,547494,802907.6,0.6819,39.62
9,2022-07-01,522871,769445.6,0.6795,40.65
9,2022-08-01,526087,776770.6,0.6773,41.74
9,2022-09-01,590851,805221.4,0.7338,43.79
9,2022-10-01,596440,882184.6,0.6761,45.11
9,2022-11-01,589614,833861.8,0.7071,46.28
9,2022-12-01,609995,826896.2,0.7377,47.12
9,2023-01-01,572563,763362.8,0.7501,48.36
9,2023-02-01,547986,742124.0,0.7384,49.22
9,2023-03-01,660793,799963.6,0.826,49.35
9,2023-04-01,631217,794107.2,0.7949,49.89
9,2023-05-01,682601,828008.4,0.8244,50.64
9,2023-06-01,643881,802907.6,0.8019,51.77
9,2023-07-01,566764,769445.6,0.7366,52.35
9,2023-08-01,618404,776770.6,0.7961,53.1
9,2023-09-01,667446,805221.4,0.8289,53.73
9,2023-10-01,748976,882184.6,0.849,53.68
9,2023-11-01,725234,833861.8,0.8697,55.71
9,2023-12-01,720316,826896.2,0.8711,56.35
9,2024-01-01,655940,763362.8,0.8593,57.36
9,2024-02-01,670638,742124.0,0.9037,58.5
9,2024-03-01,734605,799963.6,0.9183,58.68
9,2024-04-01,690830,794107.2,0.8699,58.48
9,2024-05-01,730790,828008.4,0.8826,60.21
9,2024-06-01,653130,802907.6,0.8135,61.63
9,2024-07-01,655437,769445.6,0.8518,62.55
9,2024-08-01,655639,776770.6,0.8441,62.78
9,2024-09-01,691330,805221.4,0.8586,65.75
9,2024-10-01,744913,882184.6,0.8444,66.93
9,2024-11-01,734246,833861.8,0.8805,69.5
9,2024-12-01,731050,826896.2,0.8841,70.26
9,2025-01-01,687267,763362.8,0.9003,71.69
9,2025-02-01,661702,742124.0,0.8916,73.53
9,2025-03-01,731154,799963.6,0.914,74.71
9,2025-04-01,749974,794107.2,0.9444,76.33
9,2025-05-01,362552,828008.4,0.4379,73.93
10,2020-07-01,65338,690930.8,0.0946,7.76
10,2020-08-01,75812,687906.6,0.1102,10.24
10,2020-09-01,94944,664378.2,0.1429,11.5
10,2020-10-01,114934,732570.0,0.1569,12.96
10,2020-11-01,104614,681293.6,0.1536,13.9
10,2020-12-01,108558,745632.0,0.1456,15.44
10,2021-01-01,93889,655470.0,0.1432,16.84
10,2021-02-01,91827,607694.6,0.1511,19.94
10,2021-03-01,121718,707335.0,0.1721,20.28
10,2021-04-01,133203,697063.8,0.1911,22.01
10,2021-05-01,163741,702154.4,0.2332,23.4
10,2021-06-01,197790,709693.4,0.2787,24.54
10,2021-07-01,251416,690930.8,0.3639,25.64
10,2021-08-01,244691,687906.6,0.3557,26.89
10,2021-09-01,279959,664378.2,0.4214,29.11
10,2021-10-01,323916,732570.0,0.4422,30.08
10,2021-11-01,349727,681293.6,0.5133,31.02
10,2021-12-01,370946,745632.0,0.4975,30.07
10,2022-01-01,236498,655470.0,0.3608,31.41
10,2022-02-01,295512,607694.6,0.4863,35.34
10,2022-03-01,379819,707335.0,0.537,35.65
10,2022-04-01,378416,697063.8,0.5429,35.45
10,2022-05-01,403691,702154.4,0.5749,38.31
10,2022-06-01,401476,709693.4,0.5657,39.76
10,2022-07-01,396391,690930.8,0.5737,40.87
10,2022-08-01,394309,687906.6,0.5732,40.91
10,2022-09-01,412014,664378.2,0.6201,44.29
10,2022-10-01,415365,732570.0,0.567,45.25
10,2022-11-01,416822,681293.6,0.6118,46.99
10,2022-12-01,505026,745632.0,0.6773,47.47
10,2023-01-01,400521,655470.0,0.611,50.07
10,2023-02-01,381316,607694.6,0.6275,50.86
10,2023-03-01,451611,707335.0,0.6385,50.76
10,2023-04-01,449634,697063.8,0.645,49.13
10,2023-05-01,467481,702154.4,0.6658,50.92
10,2023-06-01,465739,709693.4,0.6563,52.35
10,2023-07-01,420657,690930.8,0.6088,53.19
10,2023-08-01,443841,687906.6,0.6452,52.73
10,2023-09-01,463195,664378.2,0.6972,55.01
10,2023-10-01,522112,732570.0,0.7127,54.82
10,2023-11-01,498292,681293.6,0.7314,57.78
10,2023-12-01,559515,745632.0,0.7504,57.75
10,2024-01-01,475306,655470.0,0.7251,59.75
10,2024-02-01,415476,607694.6,0.6837,59.54
10,2024-03-01,556183,707335.0,0.7863,60.04
10,2024-04-01,553600,697063.8,0.7942,58.55
10,2024-05-01,579457,702154.4,0.8253,61.43
10,2024-06-01,525831,709693.4,0.7409,63.36
10,2024-07-01,533408,690930.8,0.772,63.62
10,2024-08-01,558605,687906.6,0.812,62.88
10,2024-09-01,536747,664378.2,0.8079,67.22
10,2024-10-01,597152,732570.0,0.8151,67.18
10,2024-11-01,597259,681293.6,0.8767,70.22
10,2024-12-01,640275,745632.0,0.8587,70.6
10,2025-01-01,534523,655470.0,0.8155,72.86
10,2025-02-01,511249,607694.6,0.8413,73.67
10,2025-03-01,568790,707335.0,0.8041,72.64
10,2025-04-01,614262,697063.8,0.8812,74.01
10,2025-05-01,299601,702154.4,0.4267,73.79
13,2020-07-01,44798,342033.2,0.131,6.74
13,2020-08-01,57211,348594.8,0.1641,8.97
13,2020-09-01,65562,338697.4,0.1936,10.38
13,2020-10-01,77483,375819.8,0.2062,12.13
13,2020-11-01,70033,353592.4,0.1981,13.08
13,2020-12-01,69846,348340.4,0.2005,13.44
13,2021-01-01,66184,328109.4,0.2017,15.36
13,2021-02-01,65143,323039.6,0.2017,18.78
