puma,year,month,period,day_group,ridership,omny_pct
4103,2020,7,2020-07-01,total,610683.0,0.0
4103,2020,7,2020-07-01,weekday,501670.0,0.0
4103,2020,7,2020-07-01,weekend,109013.0,0.0
4104,2020,7,2020-07-01,total,779368.0,8.65
4104,2020,7,2020-07-01,weekday,651833.0,8.18
4104,2020,7,2020-07-01,weekend,127535.0,11.04
4107,2020,7,2020-07-01,total,1422444.0,8.49
4107,2020,7,2020-07-01,weekday,1187045.0,8.0
4107,2020,7,2020-07-01,weekend,235399.0,10.93
4108,2020,7,2020-07-01,total,1499394.0,6.39
4108,2020,7,2020-07-01,weekday,1308362.0,6.15
4108,2020,7,2020-07-01,weekend,191032.0,8.04
4109,2020,7,2020-07-01,total,685946.0,9.14
4109,2020,7,2020-07-01,weekday,555325.0,8.79
4109,2020,7,2020-07-01,weekend,130621.0,10.66
4110,2020,7,2020-07-01,total,500102.0,8.1
4110,2020,7,2020-07-01,weekday,412877.0,7.73
4110,2020,7,2020-07-01,weekend,87225.0,9.85
4111,2020,7,2020-07-01,total,619837.0,7.38
4111,2020,7,2020-07-01,weekday,515398.0,7.09
4111,2020,7,2020-07-01,weekend,104439.0,8.82
4112,2020,7,2020-07-01,total,915940.0,9.16
4112,2020,7,2020-07-01,weekday,757091.0,8.86
4112,2020,7,2020-07-01,weekend,158849.0,10.55
4121,2020,7,2020-07-01,total,2318456.0,8.62
4121,2020,7,2020-07-01,weekday,1968810.0,8.12
4121,2020,7,2020-07-01,weekend,349646.0,11.41
4165,2020,7,2020-07-01,total,5038176.0,7.44
4165,2020,7,2020-07-01,weekday,4344522.0,7.12
4165,2020,7,2020-07-01,weekend,693654.0,9.42
4204,2020,7,2020-07-01,total,553435.0,7.19
4204,2020,7,2020-07-01,weekday,456752.0,6.98
4204,2020,7,2020-07-01,weekend,96683.0,8.18
4205,2020,7,2020-07-01,total,485893.0,6.72
4205,2020,7,2020-07-01,weekday,401292.0,6.47
4205,2020,7,2020-07-01,weekend,84601.0,7.89
4207,2020,7,2020-07-01,total,538933.0,6.91
4207,2020,7,2020-07-01,weekday,445345.0,6.71
4207,2020,7,2020-07-01,weekend,93588.0,7.86
4208,2020,7,2020-07-01,total,215097.0,7.7
4208,2020,7,2020-07-01,weekday,181088.0,7.52
4208,2020,7,2020-07-01,weekend,34009.0,8.67
4209,2020,7,2020-07-01,total,298665.0,6.97
4209,2020,7,2020-07-01,weekday,247670.0,6.79
4209,2020,7,2020-07-01,weekend,50995.0,7.83
4210,2020,7,2020-07-01,total,237409.0,6.61
4210,2020,7,2020-07-01,weekday,198743.0,6.48
4210,2020,7,2020-07-01,weekend,38666.0,7.3
4211,2020,7,2020-07-01,total,180457.0,7.5
4211,2020,7,2020-07-01,weekday,165057.0,7.45
4211,2020,7,2020-07-01,weekend,15400.0,8.1
4212,2020,7,2020-07-01,total,280736.0,6.36
4212,2020,7,2020-07-01,weekday,264995.0,6.31
4212,2020,7,2020-07-01,weekend,15741.0,7.32
4221,2020,7,2020-07-01,total,871002.0,7.66
4221,2020,7,2020-07-01,weekday,727676.0,7.44
4221,2020,7,2020-07-01,weekend,143326.0,8.77
4263,2020,7,2020-07-01,total,246700.0,7.95
4263,2020,7,2020-07-01,weekday,198241.0,7.75
4263,2020,7,2020-07-01,weekend,48459.0,8.75
4301,2020,7,2020-07-01,total,730182.0,0.0
4301,2020,7,2020-07-01,weekday,599070.0,0.0
4301,2020,7,2020-07-01,weekend,131112.0,0.0
4302,2020,7,2020-07-01,total,960488.0,5.23
4302,2020,7,2020-07-01,weekday,800084.0,4.9
4302,2020,7,2020-07-01,weekend,160404.0,6.87
4303,2020,7,2020-07-01,total,541881.0,3.97
4303,2020,7,2020-07-01,weekday,443674.0,3.72
4303,2020,7,2020-07-01,weekend,98207.0,5.08
4304,2020,7,2020-07-01,total,556097.0,0.0
4304,2020,7,2020-07-01,weekday,454842.0,0.0
4304,2020,7,2020-07-01,weekend,101255.0,0.0
4305,2020,7,2020-07-01,total,537838.0,2.31
4305,2020,7,2020-07-01,weekday,445818.0,2.25
4305,2020,7,2020-07-01,weekend,92020.0,2.62
4306,2020,7,2020-07-01,total,578911.0,3.5
4306,2020,7,2020-07-01,weekday,474379.0,3.33
4306,2020,7,2020-07-01,weekend,104532.0,4.24
4307,2020,7,2020-07-01,total,545378.0,0.0
4307,2020,7,2020-07-01,weekday,450777.0,0.0
4307,2020,7,2020-07-01,weekend,94601.0,0.0
4308,2020,7,2020-07-01,total,51628.0,0.99
4308,2020,7,2020-07-01,weekday,42348.0,0.97
4308,2020,7,2020-07-01,weekend,9280.0,1.08
4309,2020,7,2020-07-01,total,618006.0,3.55
4309,2020,7,2020-07-01,weekday,508848.0,3.45
4309,2020,7,2020-07-01,weekend,109158.0,4.01
4310,2020,7,2020-07-01,total,220633.0,2.26
4310,2020,7,2020-07-01,weekday,184813.0,2.24
4310,2020,7,2020-07-01,weekend,35820.0,2.37
4311,2020,7,2020-07-01,total,511847.0,0.0
4311,2020,7,2020-07-01,weekday,422685.0,0.0
4311,2020,7,2020-07-01,weekend,89162.0,0.0
4312,2020,7,2020-07-01,total,359476.0,0.0
4312,2020,7,2020-07-01,weekday,314930.0,0.0
4312,2020,7,2020-07-01,weekend,44546.0,0.0
4313,2020,7,2020-07-01,total,387412.0,0.0
4313,2020,7,2020-07-01,weekday,298124.0,0.0
4313,2020,7,2020-07-01,weekend,89288.0,0.0
4314,2020,7,2020-07-01,total,556921.0,0.92
4314,2020,7,2020-07-01,weekday,463009.0,0.88
4314,2020,7,2020-07-01,weekend,93912.0,1.14
4315,2020,7,2020-07-01,total,406187.0,0.0
4315,2020,7,2020-07-01,weekday,346381.0,0.0
4315,2020,7,2020-07-01,weekend,59806.0,0.0
4316,2020,7,2020-07-01,total,482733.0,3.37
4316,2020,7,2020-07-01,weekday,399045.0,3.16
4316,2020,7,2020-07-01,weekend,83688.0,4.36
4317,2020,7,2020-07-01,total,175141.0,3.87
4317,2020,7,2020-07-01,weekday,147107.0,3.65
4317,2020,7,2020-07-01,weekend,28034.0,5.02
4318,2020,7,2020-07-01,total,75616.0,0.0
4318,2020,7,2020-07-01,weekday,64147.0,0.0
4318,2020,7,2020-07-01,weekend,11469.0,0.0
4401,2020,7,2020-07-01,total,699222.0,4.4
4401,2020,7,2020-07-01,weekday,586424.0,4.25
4401,2020,7,2020-07-01,weekend,112798.0,5.21
4402,2020,7,2020-07-01,total,852659.0,6.35
4402,2020,7,2020-07-01,weekday,722110.0,6.11
4402,2020,7,2020-07-01,weekend,130549.0,7.67
4403,2020,7,2020-07-01,total,422302.0,4.79
4403,2020,7,2020-07-01,weekday,355465.0,4.74
4403,2020,7,2020-07-01,weekend,66837.0,5.09
4404,2020,7,2020-07-01,total,1492478.0,3.14
4404,2020,7,2020-07-01,weekday,1237969.0,3.01
4404,2020,7,2020-07-01,weekend,254509.0,3.77
4405,2020,7,2020-07-01,total,203346.0,0.0
4405,2020,7,2020-07-01,weekday,175945.0,0.0
4405,2020,7,2020-07-01,weekend,27401.0,0.0
4406,2020,7,2020-07-01,total,351873.0,0.0
4406,2020,7,2020-07-01,weekday,302583.0,0.0
4406,2020,7,2020-07-01,weekend,49290.0,0.0
4407,2020,7,2020-07-01,total,423817.0,4.06
4407,2020,7,2020-07-01,weekday,352772.0,3.99
4407,2020,7,2020-07-01,weekend,71045.0,4.45
4409,2020,7,2020-07-01,total,234629.0,0.0
4409,2020,7,2020-07-01,weekday,199670.0,0.0
4409,2020,7,2020-07-01,weekend,34959.0,0.0
4410,2020,7,2020-07-01,total,233547.0,0.0
4410,2020,7,2020-07-01,weekday,200471.0,0.0
4410,2020,7,2020-07-01,weekend,33076.0,0.0
4412,2020,7,2020-07-01,total,769020.0,1.03
4412,2020,7,2020-07-01,weekday,657817.0,1.0
4412,2020,7,2020-07-01,weekend,111203.0,1.23
4414,2020,7,2020-07-01,total,191838.0,0.34
4414,2020,7,2020-07-01,weekday,142708.0,0.36
4414,2020,7,2020-07-01,weekend,49130.0,0.28
4103,2020,8,2020-08-01,total,696509.0,2.14
4103,2020,8,2020-08-01,weekday,527168.0,1.92
4103,2020,8,2020-08-01,weekend,169341.0,2.84
4104,2020,8,2020-08-01,total,894905.0,10.48
4104,2020,8,2020-08-01,weekday,696584.0,9.7
4104,2020,8,2020-08-01,weekend,198321.0,13.24
4107,2020,8,2020-08-01,total,1603786.0,10.13
4107,2020,8,2020-08-01,weekday,1254699.0,9.35
4107,2020,8,2020-08-01,weekend,349087.0,12.96
4108,2020,8,2020-08-01,total,1630925.0,7.74
4108,2020,8,2020-08-01,weekday,1351837.0,7.35
4108,2020,8,2020-08-01,weekend,279088.0,9.66
4109,2020,8,2020-08-01,total,749508.0,10.58
4109,2020,8,2020-08-01,weekday,566622.0,10.06
4109,2020,8,2020-08-01,weekend,182886.0,12.19
4110,2020,8,2020-08-01,total,533800.0,9.41
4110,2020,8,2020-08-01,weekday,410634.0,8.84
4110,2020,8,2020-08-01,weekend,123166.0,11.31
4111,2020,8,2020-08-01,total,642213.0,8.05
4111,2020,8,2020-08-01,weekday,506188.0,7.71
4111,2020,8,2020-08-01,weekend,136025.0,9.32
4112,2020,8,2020-08-01,total,992910.0,10.47
4112,2020,8,2020-08-01,weekday,767252.0,10.04
4112,2020,8,2020-08-01,weekend,225658.0,11.94
4121,2020,8,2020-08-01,total,2627155.0,10.33
4121,2020,8,2020-08-01,weekday,2099484.0,9.56
4121,2020,8,2020-08-01,weekend,527671.0,13.36
4165,2020,8,2020-08-01,total,5539914.0,9.15
4165,2020,8,2020-08-01,weekday,4527916.0,8.64
4165,2020,8,2020-08-01,weekend,1011998.0,11.43
4204,2020,8,2020-08-01,total,561926.0,8.31
4204,2020,8,2020-08-01,weekday,435872.0,8.07
4204,2020,8,2020-08-01,weekend,126054.0,9.11
4205,2020,8,2020-08-01,total,485226.0,8.15
4205,2020,8,2020-08-01,weekday,376664.0,7.94
4205,2020,8,2020-08-01,weekend,108562.0,8.88
4207,2020,8,2020-08-01,total,541415.0,8.25
4207,2020,8,2020-08-01,weekday,424295.0,8.02
4207,2020,8,2020-08-01,weekend,117120.0,9.1
4208,2020,8,2020-08-01,total,226708.0,8.55
4208,2020,8,2020-08-01,weekday,180067.0,8.32
4208,2020,8,2020-08-01,weekend,46641.0,9.44
4209,2020,8,2020-08-01,total,310129.0,7.75
4209,2020,8,2020-08-01,weekday,243667.0,7.6
4209,2020,8,2020-08-01,weekend,66462.0,8.31
4210,2020,8,2020-08-01,total,242290.0,7.44
4210,2020,8,2020-08-01,weekday,192329.0,7.24
4210,2020,8,2020-08-01,weekend,49961.0,8.19
4211,2020,8,2020-08-01,total,196111.0,8.48
4211,2020,8,2020-08-01,weekday,159291.0,8.32
4211,2020,8,2020-08-01,weekend,36820.0,9.16
4212,2020,8,2020-08-01,total,319978.0,7.37
4212,2020,8,2020-08-01,weekday,253920.0,7.21
4212,2020,8,2020-08-01,weekend,66058.0,7.99
4221,2020,8,2020-08-01,total,879786.0,8.63
4221,2020,8,2020-08-01,weekday,695146.0,8.37
4221,2020,8,2020-08-01,weekend,184640.0,9.61
4263,2020,8,2020-08-01,total,241706.0,9.02
4263,2020,8,2020-08-01,weekday,188929.0,8.79
4263,2020,8,2020-08-01,weekend,52777.0,9.86
4301,2020,8,2020-08-01,total,829215.0,0.0
4301,2020,8,2020-08-01,weekday,635404.0,0.0
4301,2020,8,2020-08-01,weekend,193811.0,0.0
4302,2020,8,2020-08-01,total,1048629.0,6.48
4302,2020,8,2020-08-01,weekday,824436.0,5.99
4302,2020,8,2020-08-01,weekend,224193.0,8.26
4303,2020,8,2020-08-01,total,588861.0,4.81
4303,2020,8,2020-08-01,weekday,449864.0,4.51
4303,2020,8,2020-08-01,weekend,138997.0,5.77
4304,2020,8,2020-08-01,total,603316.0,0.05
4304,2020,8,2020-08-01,weekday,462682.0,0.03
4304,2020,8,2020-08-01,weekend,140634.0,0.11
4305,2020,8,2020-08-01,total,545438.0,3.36
4305,2020,8,2020-08-01,weekday,428830.0,3.18
4305,2020,8,2020-08-01,weekend,116608.0,4.05
4306,2020,8,2020-08-01,total,639311.0,4.29
4306,2020,8,2020-08-01,weekday,489671.0,4.01
4306,2020,8,2020-08-01,weekend,149640.0,5.21
4307,2020,8,2020-08-01,total,586669.0,0.0
4307,2020,8,2020-08-01,weekday,452189.0,0.0
4307,2020,8,2020-08-01,weekend,134480.0,0.0
4308,2020,8,2020-08-01,total,60057.0,1.15
4308,2020,8,2020-08-01,weekday,45953.0,1.12
4308,2020,8,2020-08-01,weekend,14104.0,1.25
4309,2020,8,2020-08-01,total,650800.0,6.42
4309,2020,8,2020-08-01,weekday,505548.0,6.14
4309,2020,8,2020-08-01,weekend,145252.0,7.39
4310,2020,8,2020-08-01,total,241917.0,2.91
4310,2020,8,2020-08-01,weekday,190351.0,2.81
4310,2020,8,2020-08-01,weekend,51566.0,3.3
4311,2020,8,2020-08-01,total,548213.0,0.0
4311,2020,8,2020-08-01,weekday,423656.0,0.0
4311,2020,8,2020-08-01,weekend,124557.0,0.0
4312,2020,8,2020-08-01,total,379110.0,0.0
4312,2020,8,2020-08-01,weekday,317023.0,0.0
4312,2020,8,2020-08-01,weekend,62087.0,0.0
4313,2020,8,2020-08-01,total,383588.0,0.0
4313,2020,8,2020-08-01,weekday,287295.0,0.0
4313,2020,8,2020-08-01,weekend,96293.0,0.0
4314,2020,8,2020-08-01,total,579326.0,1.37
4314,2020,8,2020-08-01,weekday,456274.0,1.33
4314,2020,8,2020-08-01,weekend,123052.0,1.53
4315,2020,8,2020-08-01,total,427515.0,0.0
4315,2020,8,2020-08-01,weekday,345181.0,0.0
4315,2020,8,2020-08-01,weekend,82334.0,0.0
4316,2020,8,2020-08-01,total,485715.0,5.21
4316,2020,8,2020-08-01,weekday,377849.0,4.85
4316,2020,8,2020-08-01,weekend,107866.0,6.47
4317,2020,8,2020-08-01,total,179324.0,5.7
4317,2020,8,2020-08-01,weekday,145488.0,5.41
4317,2020,8,2020-08-01,weekend,33836.0,6.94
4318,2020,8,2020-08-01,total,75399.0,0.0
4318,2020,8,2020-08-01,weekday,61010.0,0.0
4318,2020,8,2020-08-01,weekend,14389.0,0.0
4401,2020,8,2020-08-01,total,777126.0,7.9
4401,2020,8,2020-08-01,weekday,611348.0,7.48
4401,2020,8,2020-08-01,weekend,165778.0,9.47
4402,2020,8,2020-08-01,total,950234.0,8.4
4402,2020,8,2020-08-01,weekday,753124.0,7.99
4402,2020,8,2020-08-01,weekend,197110.0,9.98
4403,2020,8,2020-08-01,total,445822.0,5.91
4403,2020,8,2020-08-01,weekday,349907.0,5.87
4403,2020,8,2020-08-01,weekend,95915.0,6.05
4404,2020,8,2020-08-01,total,1605330.0,5.41
4404,2020,8,2020-08-01,weekday,1244411.0,5.27
4404,2020,8,2020-08-01,weekend,360919.0,5.9
4405,2020,8,2020-08-01,total,214443.0,0.0
4405,2020,8,2020-08-01,weekday,175543.0,0.0
4405,2020,8,2020-08-01,weekend,38900.0,0.0
4406,2020,8,2020-08-01,total,388911.0,3.95
4406,2020,8,2020-08-01,weekday,315828.0,3.82
4406,2020,8,2020-08-01,weekend,73083.0,4.53
4407,2020,8,2020-08-01,total,464546.0,5.22
4407,2020,8,2020-08-01,weekday,360287.0,5.07
4407,2020,8,2020-08-01,weekend,104259.0,5.73
4409,2020,8,2020-08-01,total,250622.0,1.03
4409,2020,8,2020-08-01,weekday,201156.0,1.03
4409,2020,8,2020-08-01,weekend,49466.0,1.05
4410,2020,8,2020-08-01,total,244275.0,0.0
4410,2020,8,2020-08-01,weekday,199337.0,0.0
4410,2020,8,2020-08-01,weekend,44938.0,0.0
4412,2020,8,2020-08-01,total,827942.0,2.35
4412,2020,8,2020-08-01,weekday,671915.0,2.24
4412,2020,8,2020-08-01,weekend,156027.0,2.83
4414,2020,8,2020-08-01,total,187631.0,0.42
4414,2020,8,2020-08-01,weekday,136475.0,0.46
4414,2020,8,2020-08-01,weekend,51156.0,0.33
4103,2020,9,2020-09-01,total,833731.0,6.77
4103,2020,9,2020-09-01,weekday,663997.0,6.25
4103,2020,9,2020-09-01,weekend,169734.0,8.78
4104,2020,9,2020-09-01,total,1099496.0,11.39
4104,2020,9,2020-09-01,weekday,889968.0,10.61
4104,2020,9,2020-09-01,weekend,209528.0,14.69
4107,2020,9,2020-09-01,total,2031849.0,10.45
4107,2020,9,2020-09-01,weekday,1647670.0,9.64
4107,2020,9,2020-09-01,weekend,384179.0,13.92
4108,2020,9,2020-09-01,total,2003829.0,8.36
4108,2020,9,2020-09-01,weekday,1701919.0,7.85
4108,2020,9,2020-09-01,weekend,301910.0,11.21
4109,2020,9,2020-09-01,total,919871.0,10.51
4109,2020,9,2020-09-01,weekday,732383.0,10.03
4109,2020,9,2020-09-01,weekend,187488.0,12.41
4110,2020,9,2020-09-01,total,661981.0,9.27
4110,2020,9,2020-09-01,weekday,530884.0,8.78
4110,2020,9,2020-09-01,weekend,131097.0,11.26
4111,2020,9,2020-09-01,total,784034.0,7.82
4111,2020,9,2020-09-01,weekday,646201.0,7.5
4111,2020,9,2020-09-01,weekend,137833.0,9.33
4112,2020,9,2020-09-01,total,1221737.0,9.59
4112,2020,9,2020-09-01,weekday,989534.0,9.23
4112,2020,9,2020-09-01,weekend,232203.0,11.13
4121,2020,9,2020-09-01,total,3244444.0,11.45
4121,2020,9,2020-09-01,weekday,2650462.0,10.63
4121,2020,9,2020-09-01,weekend,593982.0,15.13
4165,2020,9,2020-09-01,total,6613374.0,9.99
4165,2020,9,2020-09-01,weekday,5551696.0,9.48
4165,2020,9,2020-09-01,weekend,1061678.0,12.69
4204,2020,9,2020-09-01,total,668900.0,7.24
4204,2020,9,2020-09-01,weekday,543933.0,7.07
4204,2020,9,2020-09-01,weekend,124967.0,7.99
4205,2020,9,2020-09-01,total,578114.0,7.52
4205,2020,9,2020-09-01,weekday,471923.0,7.31
4205,2020,9,2020-09-01,weekend,106191.0,8.48
4207,2020,9,2020-09-01,total,649020.0,7.07
4207,2020,9,2020-09-01,weekday,533110.0,6.9
4207,2020,9,2020-09-01,weekend,115910.0,7.86
4208,2020,9,2020-09-01,total,285225.0,7.4
4208,2020,9,2020-09-01,weekday,233386.0,7.18
4208,2020,9,2020-09-01,weekend,51839.0,8.41
4209,2020,9,2020-09-01,total,367521.0,6.95
4209,2020,9,2020-09-01,weekday,302679.0,6.8
4209,2020,9,2020-09-01,weekend,64842.0,7.67
4210,2020,9,2020-09-01,total,288637.0,6.11
4210,2020,9,2020-09-01,weekday,242752.0,5.94
4210,2020,9,2020-09-01,weekend,45885.0,7.01
4211,2020,9,2020-09-01,total,254376.0,7.35
4211,2020,9,2020-09-01,weekday,213935.0,7.23
4211,2020,9,2020-09-01,weekend,40441.0,7.94
4212,2020,9,2020-09-01,total,414084.0,5.74
4212,2020,9,2020-09-01,weekday,342677.0,5.63
4212,2020,9,2020-09-01,weekend,71407.0,6.28
4221,2020,9,2020-09-01,total,1083098.0,7.24
4221,2020,9,2020-09-01,weekday,900016.0,7.06
4221,2020,9,2020-09-01,weekend,183082.0,8.09
4263,2020,9,2020-09-01,total,295961.0,7.42
4263,2020,9,2020-09-01,weekday,244633.0,7.2
4263,2020,9,2020-09-01,weekend,51328.0,8.47
4301,2020,9,2020-09-01,total,1030641.0,2.53
4301,2020,9,2020-09-01,weekday,823495.0,2.38
4301,2020,9,2020-09-01,weekend,207146.0,3.1
4302,2020,9,2020-09-01,total,1301629.0,6.59
4302,2020,9,2020-09-01,weekday,1066777.0,6.14
4302,2020,9,2020-09-01,weekend,234852.0,8.64
4303,2020,9,2020-09-01,total,716270.0,5.75
4303,2020,9,2020-09-01,weekday,576576.0,5.42
4303,2020,9,2020-09-01,weekend,139694.0,7.14
4304,2020,9,2020-09-01,total,717559.0,3.05
4304,2020,9,2020-09-01,weekday,576236.0,2.88
4304,2020,9,2020-09-01,weekend,141323.0,3.75
4305,2020,9,2020-09-01,total,643953.0,4.28
4305,2020,9,2020-09-01,weekday,534019.0,4.14
4305,2020,9,2020-09-01,weekend,109934.0,4.94
4306,2020,9,2020-09-01,total,807298.0,4.28
4306,2020,9,2020-09-01,weekday,647434.0,4.02
4306,2020,9,2020-09-01,weekend,159864.0,5.35
4307,2020,9,2020-09-01,total,718197.0,0.01
4307,2020,9,2020-09-01,weekday,579735.0,0.02
4307,2020,9,2020-09-01,weekend,138462.0,0.0
4308,2020,9,2020-09-01,total,76353.0,1.09
4308,2020,9,2020-09-01,weekday,61865.0,1.06
4308,2020,9,2020-09-01,weekend,14488.0,1.21
4309,2020,9,2020-09-01,total,790006.0,6.28
4309,2020,9,2020-09-01,weekday,639902.0,6.04
4309,2020,9,2020-09-01,weekend,150104.0,7.31
4310,2020,9,2020-09-01,total,299346.0,2.5
4310,2020,9,2020-09-01,weekday,245575.0,2.42
4310,2020,9,2020-09-01,weekend,53771.0,2.89
4311,2020,9,2020-09-01,total,673963.0,0.0
4311,2020,9,2020-09-01,weekday,542872.0,0.0
4311,2020,9,2020-09-01,weekend,131091.0,0.0
4312,2020,9,2020-09-01,total,453060.0,0.0
4312,2020,9,2020-09-01,weekday,390690.0,0.0
4312,2020,9,2020-09-01,weekend,62370.0,0.0
4313,2020,9,2020-09-01,total,432010.0,0.0
4313,2020,9,2020-09-01,weekday,345748.0,0.0
4313,2020,9,2020-09-01,weekend,86262.0,0.0
4314,2020,9,2020-09-01,total,726104.0,0.99
4314,2020,9,2020-09-01,weekday,604286.0,1.0
4314,2020,9,2020-09-01,weekend,121818.0,0.94
4315,2020,9,2020-09-01,total,538660.0,0.0
4315,2020,9,2020-09-01,weekday,453476.0,0.0
4315,2020,9,2020-09-01,weekend,85184.0,0.0
4316,2020,9,2020-09-01,total,562614.0,5.61
4316,2020,9,2020-09-01,weekday,460047.0,5.27
4316,2020,9,2020-09-01,weekend,102567.0,7.15
4317,2020,9,2020-09-01,total,208991.0,5.14
4317,2020,9,2020-09-01,weekday,181535.0,4.98
4317,2020,9,2020-09-01,weekend,27456.0,6.2
4318,2020,9,2020-09-01,total,82455.0,0.0
4318,2020,9,2020-09-01,weekday,81806.0,0.0
4318,2020,9,2020-09-01,weekend,649.0,0.0
4401,2020,9,2020-09-01,total,944105.0,8.69
4401,2020,9,2020-09-01,weekday,775060.0,8.28
4401,2020,9,2020-09-01,weekend,169045.0,10.56
4402,2020,9,2020-09-01,total,1149228.0,8.5
4402,2020,9,2020-09-01,weekday,951160.0,8.09
4402,2020,9,2020-09-01,weekend,198068.0,10.43
4403,2020,9,2020-09-01,total,556308.0,5.87
4403,2020,9,2020-09-01,weekday,443675.0,5.85
4403,2020,9,2020-09-01,weekend,112633.0,5.95
4404,2020,9,2020-09-01,total,1909057.0,5.38
4404,2020,9,2020-09-01,weekday,1557010.0,5.25
4404,2020,9,2020-09-01,weekend,352047.0,5.95
4405,2020,9,2020-09-01,total,261721.0,1.0
4405,2020,9,2020-09-01,weekday,221761.0,0.89
4405,2020,9,2020-09-01,weekend,39960.0,1.61
4406,2020,9,2020-09-01,total,476458.0,5.2
4406,2020,9,2020-09-01,weekday,401384.0,5.07
4406,2020,9,2020-09-01,weekend,75074.0,5.92
4407,2020,9,2020-09-01,total,578771.0,3.65
4407,2020,9,2020-09-01,weekday,467210.0,3.44
4407,2020,9,2020-09-01,weekend,111561.0,4.51
4409,2020,9,2020-09-01,total,357684.0,2.8
4409,2020,9,2020-09-01,weekday,297889.0,2.75
4409,2020,9,2020-09-01,weekend,59795.0,3.05
4410,2020,9,2020-09-01,total,301810.0,0.0
4410,2020,9,2020-09-01,weekday,253472.0,0.0
4410,2020,9,2020-09-01,weekend,48338.0,0.0
4412,2020,9,2020-09-01,total,939187.0,3.21
4412,2020,9,2020-09-01,weekday,794201.0,3.1
4412,2020,9,2020-09-01,weekend,144986.0,3.78
4414,2020,9,2020-09-01,total,193995.0,0.45
4414,2020,9,2020-09-01,weekday,153996.0,0.47
4414,2020,9,2020-09-01,weekend,39999.0,0.34
4103,2020,10,2020-10-01,total,933360.0,8.85
4103,2020,10,2020-10-01,weekday,738000.0,7.95
4103,2020,10,2020-10-01,weekend,195360.0,12.25
4104,2020,10,2020-10-01,total,1267667.0,12.78
4104,2020,10,2020-10-01,weekday,1007878.0,11.81
4104,2020,10,2020-10-01,weekend,259789.0,16.55
4107,2020,10,2020-10-01,total,2369690.0,11.52
4107,2020,10,2020-10-01,weekday,1874553.0,10.47
4107,2020,10,2020-10-01,weekend,495137.0,15.47
4108,2020,10,2020-10-01,total,2311567.0,9.48
4108,2020,10,2020-10-01,weekday,1922874.0,8.81
4108,2020,10,2020-10-01,weekend,388693.0,12.8
4109,2020,10,2020-10-01,total,1023877.0,11.3
4109,2020,10,2020-10-01,weekday,795211.0,10.68
4109,2020,10,2020-10-01,weekend,228666.0,13.44
4110,2020,10,2020-10-01,total,746248.0,9.87
4110,2020,10,2020-10-01,weekday,587223.0,9.2
4110,2020,10,2020-10-01,weekend,159025.0,12.34
4111,2020,10,2020-10-01,total,881623.0,8.41
4111,2020,10,2020-10-01,weekday,712490.0,7.96
4111,2020,10,2020-10-01,weekend,169133.0,10.28
4112,2020,10,2020-10-01,total,1373691.0,10.06
4112,2020,10,2020-10-01,weekday,1086703.0,9.62
4112,2020,10,2020-10-01,weekend,286988.0,11.74
4121,2020,10,2020-10-01,total,3729157.0,12.97
4121,2020,10,2020-10-01,weekday,2952650.0,11.89
4121,2020,10,2020-10-01,weekend,776507.0,17.08
4165,2020,10,2020-10-01,total,7555074.0,11.32
4165,2020,10,2020-10-01,weekday,6187907.0,10.61
4165,2020,10,2020-10-01,weekend,1367167.0,14.53
4204,2020,10,2020-10-01,total,733282.0,7.24
4204,2020,10,2020-10-01,weekday,589758.0,7.02
4204,2020,10,2020-10-01,weekend,143524.0,8.15
4205,2020,10,2020-10-01,total,643012.0,7.49
4205,2020,10,2020-10-01,weekday,514131.0,7.25
4205,2020,10,2020-10-01,weekend,128881.0,8.41
4207,2020,10,2020-10-01,total,730075.0,7.11
4207,2020,10,2020-10-01,weekday,587546.0,6.93
4207,2020,10,2020-10-01,weekend,142529.0,7.84
4208,2020,10,2020-10-01,total,315834.0,7.34
4208,2020,10,2020-10-01,weekday,253324.0,6.99
4208,2020,10,2020-10-01,weekend,62510.0,8.73
4209,2020,10,2020-10-01,total,412909.0,6.84
4209,2020,10,2020-10-01,weekday,331847.0,6.67
4209,2020,10,2020-10-01,weekend,81062.0,7.53
4210,2020,10,2020-10-01,total,330975.0,6.21
4210,2020,10,2020-10-01,weekday,271814.0,6.07
4210,2020,10,2020-10-01,weekend,59161.0,6.84
4211,2020,10,2020-10-01,total,281733.0,7.62
4211,2020,10,2020-10-01,weekday,236282.0,7.51
4211,2020,10,2020-10-01,weekend,45451.0,8.16
4212,2020,10,2020-10-01,total,461563.0,5.58
4212,2020,10,2020-10-01,weekday,382858.0,5.49
4212,2020,10,2020-10-01,weekend,78705.0,6.04
4221,2020,10,2020-10-01,total,1209160.0,7.28
4221,2020,10,2020-10-01,weekday,985950.0,7.07
4221,2020,10,2020-10-01,weekend,223210.0,8.21
4263,2020,10,2020-10-01,total,330557.0,7.54
4263,2020,10,2020-10-01,weekday,268427.0,7.26
4263,2020,10,2020-10-01,weekend,62130.0,8.76
4301,2020,10,2020-10-01,total,1193654.0,6.22
4301,2020,10,2020-10-01,weekday,927569.0,5.69
4301,2020,10,2020-10-01,weekend,266085.0,8.05
4302,2020,10,2020-10-01,total,1467694.0,7.97
4302,2020,10,2020-10-01,weekday,1180935.0,7.26
4302,2020,10,2020-10-01,weekend,286759.0,10.9
4303,2020,10,2020-10-01,total,809394.0,6.63
4303,2020,10,2020-10-01,weekday,636533.0,6.23
