STATION,LINENAME,station_id,Complex ID,Complex Name,Daytime Routes
CENTRAL PK N110,23,CENTRAL PK N110_23,441,Central Park North (110 St),2 3
CHAMBERS ST,JZ456,CHAMBERS ST_JZ456,622,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z
CHAMBERS ST,123,CHAMBERS ST_123,327,Chambers St,1 2 3
CHAMBERS ST,ACE23,CHAMBERS ST_ACE23,624,Chambers St/WTC/Park Place/Cortlandt St,2 3 A C E R W
CHAUNCEY ST,JZ,CHAUNCEY ST_JZ,93,Chauncey St,J Z
CHRISTOPHER ST,1,CHRISTOPHER ST_1,323,Christopher St-Stonewall,1
CHURCH AV,FG,CHURCH AV_FG,243,Church Av,F G
CHURCH AV,BQ,CHURCH AV_BQ,44,Church Av,B Q
CHURCH AV,25,CHURCH AV_25,356,Church Av,2 5
CHURCH AVE,FG,CHURCH AVE_FG,243,Church Av,F G
CHURCH AVE,25,CHURCH AVE_25,356,Church Av,2 5
CHURCH AVE,BQ,CHURCH AVE_BQ,44,Church Av,B Q
CITY HALL,R,CITY HALL_R,20,City Hall,R W
CITY HALL,NRW,CITY HALL_NRW,20,City Hall,R W
CLARK ST,23,CLARK ST_23,334,Clark St,2 3
CLASSON AV,G,CLASSON AV_G,290,Classon Av,G
CLASSON AVE,G,CLASSON AVE_G,290,Classon Av,G
CLEVELAND ST,J,CLEVELAND ST_J,89,Cleveland St,J
CLINTON-WASH AV,G,CLINTON-WASH AV_G,291,Clinton-Washington Avs,G
CLINTON-WASH AV,C,CLINTON-WASH AV_C,177,Clinton-Washington Avs,C
CONEY IS-STILLW,DFNQ,CONEY IS-STILLW_DFNQ,58,Coney Island-Stillwell Av,D F N Q
CORTELYOU RD,BQ,CORTELYOU RD_BQ,46,Cortelyou Rd,Q
CORTELYOU ROAD,BQ,CORTELYOU ROAD_BQ,46,Cortelyou Rd,Q
CORTLANDT ST,R,CORTLANDT ST_R,624,Chambers St/WTC/Park Place/Cortlandt St,2 3 A C E R W
CORTLANDT ST,1,CORTLANDT ST_1,328,WTC Cortlandt,1
CORTLANDT ST,RNW,CORTLANDT ST_RNW,624,Chambers St/WTC/Park Place/Cortlandt St,2 3 A C E R W
COURT SQ,7,COURT SQ_7,606,Court Sq-23 St,7 E M G
COURT SQ,EMG,COURT SQ_EMG,606,Court Sq-23 St,7 E M G
COURT SQ-23 ST,EMG,COURT SQ-23 ST_EMG,606,Court Sq-23 St,7 E M G
CRESCENT ST,JZ,CRESCENT ST_JZ,87,Crescent St,J Z
CROWN HTS-UTICA,34,CROWN HTS-UTICA_34,345,Crown Hts-Utica Av,3 4
CYPRESS AV,6,CYPRESS AV_6,375,Cypress Av,6
CYPRESS AVE,6,CYPRESS AVE_6,375,Cypress Av,6
CYPRESS HILLS,J,CYPRESS HILLS_J,86,Cypress Hills,J
DEKALB AV,L,DEKALB AV_L,127,DeKalb Av,L
DEKALB AV,BDNQR,DEKALB AV_BDNQR,26,DeKalb Av,B Q R
DEKALB AVE,BDNQR,DEKALB AVE_BDNQR,26,DeKalb Av,B Q R
DEKALB AVE,L,DEKALB AVE_L,127,DeKalb Av,L
DELANCEY ST,FJMZ,DELANCEY ST_FJMZ,625,Delancey St-Essex St,F M J Z
DELANCEY/ESSEX,FJMZ,DELANCEY/ESSEX_FJMZ,625,Delancey St-Essex St,F M J Z
DELANCEY/ESSEX,FJMZ,DELANCEY/ESSEX_FJMZ,625,Delancey St-Essex St,F M J Z
DITMARS BL-31 S,NQ,DITMARS BL-31 S_NQ,1,Astoria-Ditmars Blvd,N W
DITMAS AV,F,DITMAS AV_F,244,Ditmas Av,F
DITMAS AVE,F,DITMAS AVE_F,244,Ditmas Av,F
DYCKMAN ST,A,DYCKMAN ST_A,144,Dyckman St,A
DYCKMAN ST,1,DYCKMAN ST_1,299,Dyckman St,1
DYCKMAN-200 ST,A,DYCKMAN-200 ST_A,144,Dyckman St,A
DYRE AVE,5,DYRE AVE_5,442,Eastchester-Dyre Av,5
E 143 ST,6,E 143 ST_6,374,E 143 St-St Mary's St,6
E 143/ST MARY'S,6,E 143/ST MARY'S_6,374,E 143 St-St Mary's St,6
E 149 ST,6,E 149 ST_6,373,E 149 St,6
E 177 ST-PARKCH,6,E 177 ST-PARKCH_6,366,Parkchester,6
E 180 ST,25,E 180 ST_25,426,E 180 St,2 5
E TREMONT AVE,25,E TREMONT AVE_25,427,West Farms Sq-E Tremont Av,2 5
EAST 105 ST,L,EAST 105 ST_L,137,East 105 St,L
EAST BROADWAY,F,EAST BROADWAY_F,234,East Broadway,F
EASTCHSTER/DYRE,5,EASTCHSTER/DYRE_5,442,Eastchester-Dyre Av,5
EASTERN PKWY,23,EASTERN PKWY_23,341,Eastern Pkwy-Brooklyn Museum,2 3
EASTN PKWY-MUSM,23,EASTN PKWY-MUSM_23,341,Eastern Pkwy-Brooklyn Museum,2 3
ELDER AV,6,ELDER AV_6,369,Elder Av,6
ELDER AVE,6,ELDER AVE_6,369,Elder Av,6
ELDERTS LANE,JZ,ELDERTS LANE_JZ,85,75 St-Elderts Ln,J Z
ELMHURST AV,MR,ELMHURST AV_MR,266,Elmhurst Av,M R
ELMHURST AVE,MR,ELMHURST AVE_MR,266,Elmhurst Av,M R
ESSEX ST,FJMZ,ESSEX ST_FJMZ,625,Delancey St-Essex St,F M J Z
EUCLID AV,AC,EUCLID AV_AC,188,Euclid Av,A C
EUCLID AVE,AC,EUCLID AVE_AC,188,Euclid Av,A C
FAR ROCKAWAY,A,FAR ROCKAWAY_A,209,Far Rockaway-Mott Av,A
FLATBUSH AV-B.C,25,FLATBUSH AV-B.C_25,359,Flatbush Av-Brooklyn College,2 5
FLATBUSH AVE,25,FLATBUSH AVE_25,359,Flatbush Av-Brooklyn College,2 5
FLUSHING AV,G,FLUSHING AV_G,287,Flushing Av,G
FLUSHING AV,JM,FLUSHING AV_JM,98,Flushing Av,M J
FLUSHING AVE,G,FLUSHING AVE_G,287,Flushing Av,G
FLUSHING AVE,JM,FLUSHING AVE_JM,98,Flushing Av,M J
FLUSHING-MAIN,7,FLUSHING-MAIN_7,447,Flushing-Main St,7
FORDHAM RD,BD,FORDHAM RD_BD,213,Fordham Rd,B D
FORDHAM RD,4,FORDHAM RD_4,382,Fordham Rd,4
FORDHAM ROAD,BD,FORDHAM ROAD_BD,213,Fordham Rd,B D
FORDHAM ROAD,4,FORDHAM ROAD_4,382,Fordham Rd,4
FOREST AVE,M,FOREST AVE_M,110,Forest Av,M
FOREST HILLS 71,EFMR,FOREST HILLS 71_EFMR,261,Forest Hills-71 Av,E F M R
FOREST HILLS-71,EFMR,FOREST HILLS-71_EFMR,261,Forest Hills-71 Av,E F M R
FOREST PARKWAY,J,FOREST PARKWAY_J,84,85 St-Forest Pkwy,J
FRANKLIN AV,2345S,FRANKLIN AV_2345S,626,Franklin Av-Medgar Evers College/Botanic Garden,2 3 4 5 S
FRANKLIN AV,ACS,FRANKLIN AV_ACS,627,Franklin Av,C S
FRANKLIN AVE,ACS,FRANKLIN AVE_ACS,627,Franklin Av,C S
FRANKLIN AVE,2345S,FRANKLIN AVE_2345S,626,Franklin Av-Medgar Evers College/Botanic Garden,2 3 4 5 S
FRANKLIN ST,1,FRANKLIN ST_1,326,Franklin St,1
FREEMAN ST,25,FREEMAN ST_25,429,Freeman St,2 5
FRESH POND RD,M,FRESH POND RD_M,109,Fresh Pond Rd,M
FRESH POND ROAD,M,FRESH POND ROAD_M,109,Fresh Pond Rd,M
FT HAMILTON PKY,D,FT HAMILTON PKY_D,60,Fort Hamilton Pkwy,D
FT HAMILTON PKY,FG,FT HAMILTON PKY_FG,242,Fort Hamilton Pkwy,F G
FT HAMILTON PKY,N,FT HAMILTON PKY_N,72,Fort Hamilton Pkwy,N
FULTON ST,ACJZ2345,FULTON ST_ACJZ2345,628,Fulton St,2 3 4 5 A C J Z
FULTON ST,2345ACJZ,FULTON ST_2345ACJZ,628,Fulton St,2 3 4 5 A C J Z
FULTON ST,G,FULTON ST_G,292,Fulton St,G
FULTON ST,ACJZ2345,FULTON ST_ACJZ2345,628,Fulton St,2 3 4 5 A C J Z
FULTON ST,2345ACJZ,FULTON ST_2345ACJZ,628,Fulton St,2 3 4 5 A C J Z
GATES AV,JZ,GATES AV_JZ,95,Gates Av,J Z
GATES AVE,JZ,GATES AVE_JZ,95,Gates Av,J Z
GRAHAM AV,L,GRAHAM AV_L,122,Graham Av,L
GRAHAM AVE,L,GRAHAM AVE_L,122,Graham Av,L
GRAND ARMY PLAZ,23,GRAND ARMY PLAZ_23,340,Grand Army Plaza,2 3
GRAND AV-NEWTON,MR,GRAND AV-NEWTON_MR,265,Grand Av-Newtown,M R
GRAND ST,L,GRAND ST_L,123,Grand St,L
GRAND ST,BD,GRAND ST_BD,231,Grand St,B D
GRAND-30 AVE,NQ,GRAND-30 AVE_NQ,3,30 Av,N W
GRAND-NEWTOWN,MR,GRAND-NEWTOWN_MR,265,Grand Av-Newtown,M R
GRANT AV,A,GRANT AV_A,189,Grant Av,A
GRANT AVE,A,GRANT AVE_A,189,Grant Av,A
GRD CNTRL-42 ST,4567S,GRD CNTRL-42 ST_4567S,610,Grand Central-42 St,4 5 6 7 S
GREENPOINT AV,G,GREENPOINT AV_G,283,Greenpoint Av,G
GREENPOINT AVE,G,GREENPOINT AVE_G,283,Greenpoint Av,G
GREENWOOD-111,A,GREENWOOD-111_A,194,111 St,A
GUN HILL RD,5,GUN HILL RD_5,444,Gun Hill Rd,5
GUN HILL RD,25,GUN HILL RD_25,421,Gun Hill Rd,2 5
GUN HILL ROAD,25,GUN HILL ROAD_25,421,Gun Hill Rd,2 5
GUN HILL ROAD,5,GUN HILL ROAD_5,444,Gun Hill Rd,5
HALSEY ST,J,HALSEY ST_J,94,Halsey St,J
HALSEY ST,L,HALSEY ST_L,129,Halsey St,L
HARLEM 148 ST,3,HARLEM 148 ST_3,436,Harlem-148 St,3
HEWES ST,JM,HEWES ST_JM,100,Hewes St,M J
HIGH ST,AC,HIGH ST_AC,173,High St,A C
HOUSTON ST,1,HOUSTON ST_1,324,Houston St,1
HOWARD BCH JFK,A,HOWARD BCH JFK_A,198,Howard Beach-JFK Airport,A
HOWARD BCH-JFK,A,HOWARD BCH-JFK_A,198,Howard Beach-JFK Airport,A
HOYT ST,23,HOYT ST_23,336,Hoyt St,2 3
HOYT ST-ASTORIA,NQ,HOYT ST-ASTORIA_NQ,2,Astoria Blvd,N W
HOYT-SCHER,ACG,HOYT-SCHER_ACG,175,Hoyt-Schermerhorn Sts,A C G
HOYT/SCHERMER,ACG,HOYT/SCHERMER_ACG,175,Hoyt-Schermerhorn Sts,A C G
HUDSON-80 ST,A,HUDSON-80 ST_A,190,80 St,A
HUNTERS PT AV,7,HUNTERS PT AV_7,463,Hunters Point Av,7
HUNTERS PT AVE,7,HUNTERS PT AVE_7,463,Hunters Point Av,7
HUNTS POINT AV,6,HUNTS POINT AV_6,371,Hunts Point Av,6
HUNTS POINT AVE,6,HUNTS POINT AVE_6,371,Hunts Point Av,6
INTERVALE AV,25,INTERVALE AV_25,431,Intervale Av,2 5
INTERVALE-163,25,INTERVALE-163_25,431,Intervale Av,2 5
INWOOD-207 ST,A,INWOOD-207 ST_A,143,Inwood-207 St,A
JACKSON AV,25,JACKSON AV_25,433,Jackson Av,2 5
JACKSON AVE,25,JACKSON AVE_25,433,Jackson Av,2 5
JAMAICA 179 ST,F,JAMAICA 179 ST_F,254,Jamaica-179 St,F
JAMAICA CENTER,EJZ,JAMAICA CENTER_EJZ,278,Jamaica Center-Parsons/Archer,E J Z
JAMAICA VAN WK,E,JAMAICA VAN WK_E,280,Jamaica-Van Wyck,E
JAMAICA-179 ST,F,JAMAICA-179 ST_F,254,Jamaica-179 St,F
JAMAICA-VAN WYC,E,JAMAICA-VAN WYC_E,280,Jamaica-Van Wyck,E
JAY ST-METROTEC,ACF,JAY ST-METROTEC_ACF,636,Jay St-MetroTech,A C F R
JAY ST-METROTEC,R,JAY ST-METROTEC_R,636,Jay St-MetroTech,A C F R
JEFFERSON ST,L,JEFFERSON ST_L,126,Jefferson St,L
JFK HOWARD BCH,A,JFK HOWARD BCH_A,198,Howard Beach-JFK Airport,A
JFK JAMAICA CT1,E,JFK JAMAICA CT1_E,278,Jamaica Center-Parsons/Archer,E J Z
JKSN HT-ROOSVLT,EFMR7,JKSN HT-ROOSVLT_EFMR7,616,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R
JUNCTION BLVD,7,JUNCTION BLVD_7,451,Junction Blvd,7
JUNIUS ST,3,JUNIUS ST_3,349,Junius St,3
KEW GARDENS,EF,KEW GARDENS_EF,259,Kew Gardens-Union Tpke,E F
KINGS HIGHWAY,BQ,KINGS HIGHWAY_BQ,51,Kings Hwy,B Q
KINGS HIGHWAY,F,KINGS HIGHWAY_F,250,Kings Hwy,F
KINGS HIGHWAY,N,KINGS HIGHWAY_N,77,Kings Hwy,N
KINGS HWY,N,KINGS HWY_N,77,Kings Hwy,N
KINGS HWY,F,KINGS HWY_F,250,Kings Hwy,F
KINGS HWY,BQ,KINGS HWY_BQ,51,Kings Hwy,B Q
KINGSBRIDGE RD,BD,KINGSBRIDGE RD_BD,212,Kingsbridge Rd,B D
KINGSBRIDGE RD,4,KINGSBRIDGE RD_4,381,Kingsbridge Rd,4
KINGSTON AV,3,KINGSTON AV_3,344,Kingston Av,3
KINGSTON AVE,3,KINGSTON AVE_3,344,Kingston Av,3
KINGSTON-THROOP,C,KINGSTON-THROOP_C,180,Kingston-Throop Avs,C
KNICKERBOCKER,M,KNICKERBOCKER_M,113,Knickerbocker Av,M
KOSCIUSZKO ST,J,KOSCIUSZKO ST_J,96,Kosciuszko St,J
LAFAYETTE AV,C,LAFAYETTE AV_C,176,Lafayette Av,C
LAFAYETTE AVE,C,LAFAYETTE AVE_C,176,Lafayette Av,C
LEFFERTS BLVD,A,LEFFERTS BLVD_A,195,Ozone Park-Lefferts Blvd,A
LEXINGTON AV/53,EM6,LEXINGTON AV/53_EM6,612,Lexington Av/51-53 Sts,6 E M
LEXINGTON AV/63,F,LEXINGTON AV/63_F,223,Lexington Av/63 St,F Q
LEXINGTON AVE,NQR456,LEXINGTON AVE_NQR456,613,Lexington Av/59 St,4 5 6 N R W
LEXINGTON AVE,F,LEXINGTON AVE_F,223,Lexington Av/63 St,F Q
LEXINGTON-53 ST,EM6,LEXINGTON-53 ST_EM6,612,Lexington Av/51-53 Sts,6 E M
LIBERTY AV,C,LIBERTY AV_C,185,Liberty Av,C
LIBERTY AVE,C,LIBERTY AVE_C,185,Liberty Av,C
LIVONIA AV,L,LIVONIA AV_L,135,Livonia Av,L
LIVONIA AVE,L,LIVONIA AVE_L,135,Livonia Av,L
LONGWOOD AV,6,LONGWOOD AV_6,372,Longwood Av,6
LONGWOOD AVE,6,LONGWOOD AVE_6,372,Longwood Av,6
LORIMER ST,LG,LORIMER ST_LG,629,Metropolitan Av/Lorimer St,G L
LORIMER ST,JM,LORIMER ST_JM,99,Lorimer St,M J
MAIN ST,7,MAIN ST_7,447,Flushing-Main St,7
MARBLE HILL-225,1,MARBLE HILL-225_1,296,Marble Hill-225 St,1
MARCY AV,JMZ,MARCY AV_JMZ,101,Marcy Av,M J Z
MARCY AVE,JMZ,MARCY AVE_JMZ,101,Marcy Av,M J Z
METROPOLITAN AV,M,METROPOLITAN AV_M,108,Middle Village-Metropolitan Av,M
METROPOLITAN AV,GL,METROPOLITAN AV_GL,629,Metropolitan Av/Lorimer St,G L
METS-WILLETS PT,7,METS-WILLETS PT_7,448,Mets-Willets Point,7
MIDDLETOWN RD,6,MIDDLETOWN RD_6,362,Middletown Rd,6
MIDDLETOWN ROAD,6,MIDDLETOWN ROAD_6,362,Middletown Rd,6
MONTROSE AV,L,MONTROSE AV_L,124,Montrose Av,L
MONTROSE AVE,L,MONTROSE AVE_L,124,Montrose Av,L
MORGAN AV,L,MORGAN AV_L,125,Morgan Av,L
MORGAN AVE,L,MORGAN AVE_L,125,Morgan Av,L
MORISN AV/SNDVW,6,MORISN AV/SNDVW_6,368,Morrison Av-Soundview,6
MORRIS PARK,5,MORRIS PARK_5,446,Morris Park,5
MORRISON AVE,6,MORRISON AVE_6,368,Morrison Av-Soundview,6
MOSHOLU PARKWAY,4,MOSHOLU PARKWAY_4,379,Mosholu Pkwy,4
MOSHOLU PKWY,4,MOSHOLU PKWY_4,379,Mosholu Pkwy,4
MT EDEN AV,4,MT EDEN AV_4,386,Mt Eden Av,4
MT EDEN AVE,4,MT EDEN AVE_4,386,Mt Eden Av,4
MYRTLE AV,JMZ,MYRTLE AV_JMZ,97,Myrtle Av,M J Z
MYRTLE AVE,JMZ,MYRTLE AVE_JMZ,97,Myrtle Av,M J Z
MYRTLE AVE,LM,MYRTLE AVE_LM,630,Myrtle-Wyckoff Avs,M L
MYRTLE-WILLOUGH,G,MYRTLE-WILLOUGH_G,288,Myrtle-Willoughby Avs,G
MYRTLE-WYCKOFF,LM,MYRTLE-WYCKOFF_LM,630,Myrtle-Wyckoff Avs,M L
NASSAU AV,G,NASSAU AV_G,284,Nassau Av,G
NASSAU ST,G,NASSAU ST_G,284,Nassau Av,G
NECK RD,BQ,NECK RD_BQ,53,Neck Rd,Q
NECK ROAD,BQ,NECK ROAD_BQ,53,Neck Rd,Q
NEPTUNE AV,F,NEPTUNE AV_F,253,Neptune Av,F
NEPTUNE AVE,F,NEPTUNE AVE_F,253,Neptune Av,F
NEREID AV,25,NEREID AV_25,417,Nereid Av,2 5
NEREID AVE,25,NEREID AVE_25,417,Nereid Av,2 5
NEVINS ST,2345,NEVINS ST_2345,337,Nevins St,2 3 4 5
NEW LOTS,L,NEW LOTS_L,136,New Lots Av,L
NEW LOTS AV,3,NEW LOTS AV_3,352,New Lots Av,3
NEW LOTS AVE,3,NEW LOTS AVE_3,352,New Lots Av,3
NEW LOTS AVE,L,NEW LOTS AVE_L,136,New Lots Av,L
NEW UTRECHT AV,ND,NEW UTRECHT AV_ND,615,62 St/New Utrecht Av,D N
NEW UTRECHT AVE,ND,NEW UTRECHT AVE_ND,615,62 St/New Utrecht Av,D N
NEWKIRK AV,25,NEWKIRK AV_25,358,Newkirk Av-Little Haiti,2 5
NEWKIRK AVE,25,NEWKIRK AVE_25,358,Newkirk Av-Little Haiti,2 5
NEWKIRK PLAZA,BQ,NEWKIRK PLAZA_BQ,47,Newkirk Plaza,B Q
NORTHERN BLVD,MR,NORTHERN BLVD_MR,269,Northern Blvd,M R
NORWOOD 205 ST,D,NORWOOD 205 ST_D,210,Norwood-205 St,D
NORWOOD AV,JZ,NORWOOD AV_JZ,88,Norwood Av,J Z
NORWOOD AVE,JZ,NORWOOD AVE_JZ,88,Norwood Av,J Z
NORWOOD-205 ST,D,NORWOOD-205 ST_D,210,Norwood-205 St,D
NOSTRAND AV,AC,NOSTRAND AV_AC,179,Nostrand Av,A C
NOSTRAND AV,3,NOSTRAND AV_3,343,Nostrand Av,3
NOSTRAND AVE,3,NOSTRAND AVE_3,343,Nostrand Av,3
NOSTRAND AVE,AC,NOSTRAND AVE_AC,179,Nostrand Av,A C
OCEAN PARKWAY,Q,OCEAN PARKWAY_Q,56,Ocean Pkwy,Q
OCEAN PKWY,Q,OCEAN PKWY_Q,56,Ocean Pkwy,Q
OXFORD-104 ST,A,OXFORD-104 ST_A,193,104 St,A
OZONE PK LEFFRT,A,OZONE PK LEFFRT_A,195,Ozone Park-Lefferts Blvd,A
PARK PLACE,S,PARK PLACE_S,141,Park Pl,S
PARK PLACE,23ACE,PARK PLACE_23ACE,624,Chambers St/WTC/Park Place/Cortlandt St,2 3 A C E R W
PARKCHESTER,6,PARKCHESTER_6,366,Parkchester,6
PARKSIDE AV,BQ,PARKSIDE AV_BQ,43,Parkside Av,Q
PARKSIDE AVE,BQ,PARKSIDE AVE_BQ,43,Parkside Av,Q
PARSONS BLVD,F,PARSONS BLVD_F,256,Parsons Blvd,F
PELHAM BAY PARK,6,PELHAM BAY PARK_6,360,Pelham Bay Park,6
PELHAM PARKWAY,5,PELHAM PARKWAY_5,445,Pelham Pkwy,5
PELHAM PARKWAY,25,PELHAM PARKWAY_25,424,Pelham Pkwy,2 5
PELHAM PKWY,25,PELHAM PKWY_25,424,Pelham Pkwy,2 5
PELHAM PKWY,5,PELHAM PKWY_5,445,Pelham Pkwy,5
PENNSYLVANIA AV,3,PENNSYLVANIA AV_3,350,Pennsylvania Av,3
PRESIDENT ST,25,PRESIDENT ST_25,353,President St-Medgar Evers College,2 5
PRINCE ST,NR,PRINCE ST_NR,17,Prince St,R W
PRINCE ST,NRW,PRINCE ST_NRW,17,Prince St,R W
PRINCE ST-B'WAY,NR,PRINCE ST-B'WAY_NR,17,Prince St,R W
PROSPECT AV,25,PROSPECT AV_25,432,Prospect Av,2 5
PROSPECT AV,R,PROSPECT AV_R,30,Prospect Av,R
PROSPECT AVE,R,PROSPECT AVE_R,30,Prospect Av,R
PROSPECT AVE,25,PROSPECT AVE_25,432,Prospect Av,2 5
PROSPECT PARK,BQS,PROSPECT PARK_BQS,42,Prospect Park,B Q S
QUEENS PLAZA,EMR,QUEENS PLAZA_EMR,273,Queens Plaza,E M R
QUEENSBORO PLZ,7NQ,QUEENSBORO PLZ_7NQ,461,Queensboro Plaza,7 N W
QUEENSBORO PLZ,7NQW,QUEENSBORO PLZ_7NQW,461,Queensboro Plaza,7 N W
RALPH AV,C,RALPH AV_C,182,Ralph Av,C
RALPH AVE,C,RALPH AVE_C,182,Ralph Av,C
RECTOR ST,NRW,RECTOR ST_NRW,22,Rector St,R W
RECTOR ST,1,RECTOR ST_1,329,Rector St,1
RECTOR ST,R,RECTOR ST_R,22,Rector St,R W
ROCKAWAY AV,3,ROCKAWAY AV_3,348,Rockaway Av,3
ROCKAWAY AV,C,ROCKAWAY AV_C,183,Rockaway Av,C
ROCKAWAY AVE,3,ROCKAWAY AVE_3,348,Rockaway Av,3
ROCKAWAY AVE,C,ROCKAWAY AVE_C,183,Rockaway Av,C
ROCKAWAY BLVD,A,ROCKAWAY BLVD_A,192,Rockaway Blvd,A
ROCKAWAY PARK B,AS,ROCKAWAY PARK B_AS,203,Rockaway Park-Beach 116 St,A S
ROCKAWAY PK 116,AS,ROCKAWAY PK 116_AS,203,Rockaway Park-Beach 116 St,A S
ROCKAWAY PKY,L,ROCKAWAY PKY_L,138,Canarsie-Rockaway Pkwy,L
ROOSEVELT AVE,EFMR7,ROOSEVELT AVE_EFMR7,616,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R
ROOSEVELT IS,F,ROOSEVELT IS_F,222,Roosevelt Island,F
ROOSEVELT ISLND,F,ROOSEVELT ISLND_F,222,Roosevelt Island,F
SARATOGA AV,3,SARATOGA AV_3,347,Saratoga Av,3
SARATOGA AVE,3,SARATOGA AVE_3,347,Saratoga Av,3
SENECA AVE,M,SENECA AVE_M,111,Seneca Av,M
SHEEPSHEAD BAY,BQ,SHEEPSHEAD BAY_BQ,54,Sheepshead Bay,B Q
SHEPHERD AV,C,SHEPHERD AV_C,187,Shepherd Av,C
SHEPHERD AVE,C,SHEPHERD AVE_C,187,Shepherd Av,C
SIMPSON ST,25,SIMPSON ST_25,430,Simpson St,2 5
SMITH-9 ST,FG,SMITH-9 ST_FG,238,Smith-9 Sts,F G
SOUTH FERRY,1RW,SOUTH FERRY_1RW,635,Whitehall St-South Ferry,1 R W
SOUTH FERRY,1R,SOUTH FERRY_1R,635,Whitehall St-South Ferry,1 R W
SPRING ST,6,SPRING ST_6,409,Spring St,6
SPRING ST,CE,SPRING ST_CE,168,Spring St,C E
ST LAWRENCE AV,6,ST LAWRENCE AV_6,367,St Lawrence Av,6
ST LAWRENCE AVE,6,ST LAWRENCE AVE_6,367,St Lawrence Av,6
ST. GEORGE,1,ST. GEORGE_1,501,St George,SIR
STEINWAY ST,MR,STEINWAY ST_MR,271,Steinway St,M R
STERLING ST,25,STERLING ST_25,354,Sterling St,2 5
STILLWELL AVE,DFNQ,STILLWELL AVE_DFNQ,58,Coney Island-Stillwell Av,D F N Q
SUTPHIN BLVD,F,SUTPHIN BLVD_F,257,Sutphin Blvd,F
SUTPHIN BLVD,EJZ,SUTPHIN BLVD_EJZ,279,Sutphin Blvd-Archer Av-JFK Airport,E J Z
SUTPHIN-ARCHER,E,SUTPHIN-ARCHER_E,279,Sutphin Blvd-Archer Av-JFK Airport,E J Z
SUTPHIN-ARCHER,EJZ,SUTPHIN-ARCHER_EJZ,279,Sutphin Blvd-Archer Av-JFK Airport,E J Z
SUTTER AV,L,SUTTER AV_L,134,Sutter Av,L
SUTTER AV-RUTLD,3,SUTTER AV-RUTLD_3,346,Sutter Av-Rutland Rd,3
SUTTER AVE,L,SUTTER AVE_L,134,Sutter Av,L
SUTTER AVE,3,SUTTER AVE_3,346,Sutter Av-Rutland Rd,3
TIMES SQ-42 ST,1237ACENQRSW,TIMES SQ-42 ST_1237ACENQRSW,611,Times Sq-42 St/Port Authority Bus Terminal,1 2 3 7 A C E N Q R W S
TIMES SQ-42 ST,ACENQRS1237,TIMES SQ-42 ST_ACENQRS1237,611,Times Sq-42 St/Port Authority Bus Terminal,1 2 3 7 A C E N Q R W S
TIMES SQ-42 ST,ACENQRS1237W,TIMES SQ-42 ST_ACENQRS1237W,611,Times Sq-42 St/Port Authority Bus Terminal,1 2 3 7 A C E N Q R W S
TIMES SQ-42 ST,1237ACENQRS,TIMES SQ-42 ST_1237ACENQRS,611,Times Sq-42 St/Port Authority Bus Terminal,1 2 3 7 A C E N Q R W S
TOMPKINSVILLE,1,TOMPKINSVILLE_1,502,Tompkinsville,SIR
TREMONT AV,BD,TREMONT AV_BD,215,Tremont Av,B D
TREMONT AVE,BD,TREMONT AVE_BD,215,Tremont Av,B D
UNION ST,R,UNION ST_R,28,Union St,R
UNION TPK-KEW G,EF,UNION TPK-KEW G_EF,259,Kew Gardens-Union Tpke,E F
UTICA AV,AC,UTICA AV_AC,181,Utica Av,A C
UTICA AVE,AC,UTICA AVE_AC,181,Utica Av,A C
V.CORTLANDT PK,1,V.CORTLANDT PK_1,293,Van Cortlandt Park-242 St,1
VAN ALSTON-21ST,G,VAN ALSTON-21ST_G,282,21 St,G
VAN SICLEN AV,3,VAN SICLEN AV_3,351,Van Siclen Av,3
VAN SICLEN AV,JZ,VAN SICLEN AV_JZ,90,Van Siclen Av,J Z
VAN SICLEN AVE,C,VAN SICLEN AVE_C,186,Van Siclen Av,C
VAN SICLEN AVE,3,VAN SICLEN AVE_3,351,Van Siclen Av,3
VAN SICLEN AVE,JZ,VAN SICLEN AVE_JZ,90,Van Siclen Av,J Z
VAN WYCK BLVD,EF,VAN WYCK BLVD_EF,280,Jamaica-Van Wyck,E
VERNON-JACKSON,7,VERNON-JACKSON_7,464,Vernon Blvd-Jackson Av,7
VERNON/JACKSON,7,VERNON/JACKSON_7,464,Vernon Blvd-Jackson Av,7
W 4 ST-WASH SQ,ABCDEFM,W 4 ST-WASH SQ_ABCDEFM,167,W 4 St-Wash Sq,A C E B D F M
W 8 ST-AQUARIUM,FQ,W 8 ST-AQUARIUM_FQ,57,W 8 St-NY Aquarium,F Q
WAKEFIELD-241,2,WAKEFIELD-241_2,416,Wakefield-241 St,2
WAKEFIELD/241,2,WAKEFIELD/241_2,416,Wakefield-241 St,2
WALL ST,45,WALL ST_45,413,Wall St,4 5
WALL ST,23,WALL ST_23,333,Wall St,2 3
WASHINGTON-36 A,NQ,WASHINGTON-36 A_NQ,5,36 Av,N W
WEST FARMS SQ,25,WEST FARMS SQ_25,427,West Farms Sq-E Tremont Av,2 5
WESTCHESTER SQ,6,WESTCHESTER SQ_6,363,Westchester Sq-E Tremont Av,6
