puma,year,month,period,day_group,ridership,baseline,baseline_comparison,omny_pct
4209,2020,9,2020-09-01,total,367322.0,849216.66,0.4325,6.95
4209,2020,9,2020-09-01,weekday,302525.0,687336.0,0.4401,6.8
4209,2020,9,2020-09-01,weekend,64797.0,161880.66,0.4003,7.68
4210,2020,9,2020-09-01,total,288418.0,718948.32,0.4012,6.11
4210,2020,9,2020-09-01,weekday,242560.0,600806.67,0.4037,5.94
4210,2020,9,2020-09-01,weekend,45858.0,118141.66,0.3882,7.01
4211,2020,9,2020-09-01,total,254268.0,594350.0,0.4278,7.35
4211,2020,9,2020-09-01,weekday,213841.0,510758.0,0.4187,7.24
4211,2020,9,2020-09-01,weekend,40427.0,83592.0,0.4836,7.94
4212,2020,9,2020-09-01,total,413848.0,960648.33,0.4308,5.74
4212,2020,9,2020-09-01,weekday,342472.0,827066.0,0.4141,5.63
4212,2020,9,2020-09-01,weekend,71376.0,133582.33,0.5343,6.29
4221,2020,9,2020-09-01,total,1082585.0,2582146.65,0.4193,7.24
4221,2020,9,2020-09-01,weekday,899598.0,2138859.01,0.4206,7.06
4221,2020,9,2020-09-01,weekend,182987.0,443287.68,0.4128,8.09
4263,2020,9,2020-09-01,total,295795.0,724921.01,0.408,7.43
4263,2020,9,2020-09-01,weekday,244498.0,590493.01,0.4141,7.21
4263,2020,9,2020-09-01,weekend,51297.0,134428.0,0.3816,8.48
4301,2020,9,2020-09-01,total,1029857.0,3176315.34,0.3242,2.53
4301,2020,9,2020-09-01,weekday,822923.0,2485815.32,0.331,2.38
4301,2020,9,2020-09-01,weekend,206934.0,690500.0,0.2997,3.11
4302,2020,9,2020-09-01,total,1300812.0,5051892.33,0.2575,6.59
4302,2020,9,2020-09-01,weekday,1066151.0,4173591.01,0.2555,6.14
4302,2020,9,2020-09-01,weekend,234661.0,878301.32,0.2672,8.65
4303,2020,9,2020-09-01,total,715816.0,2183880.99,0.3278,5.76
4303,2020,9,2020-09-01,weekday,576223.0,1725702.34,0.3339,5.42
4303,2020,9,2020-09-01,weekend,139593.0,458178.67,0.3047,7.14
4304,2020,9,2020-09-01,total,717145.0,2064067.35,0.3474,3.05
4304,2020,9,2020-09-01,weekday,575900.0,1610290.0,0.3576,2.88
4304,2020,9,2020-09-01,weekend,141245.0,453777.34,0.3113,3.75
4305,2020,9,2020-09-01,total,643407.0,1579538.32,0.4073,4.28
4305,2020,9,2020-09-01,weekday,533559.0,1291719.01,0.4131,4.15
4305,2020,9,2020-09-01,weekend,109848.0,287819.33,0.3817,4.94
4306,2020,9,2020-09-01,total,806567.0,2742967.01,0.294,4.29
4306,2020,9,2020-09-01,weekday,646864.0,2208623.0,0.2929,4.02
4306,2020,9,2020-09-01,weekend,159703.0,534344.01,0.2989,5.35
4307,2020,9,2020-09-01,total,717748.0,1913730.99,0.3751,0.01
4307,2020,9,2020-09-01,weekday,579405.0,1524399.99,0.3801,0.02
4307,2020,9,2020-09-01,weekend,138343.0,389331.0,0.3553,0.0
4308,2020,9,2020-09-01,total,76231.0,309465.66,0.2463,1.09
4308,2020,9,2020-09-01,weekday,61772.0,250192.0,0.2469,1.06
4308,2020,9,2020-09-01,weekend,14459.0,59273.67,0.2439,1.21
4309,2020,9,2020-09-01,total,789418.0,2191973.0,0.3601,6.28
4309,2020,9,2020-09-01,weekday,639408.0,1754875.67,0.3644,6.04
4309,2020,9,2020-09-01,weekend,150010.0,437097.35,0.3432,7.32
4310,2020,9,2020-09-01,total,299186.0,712780.01,0.4197,2.5
4310,2020,9,2020-09-01,weekday,245452.0,595752.33,0.412,2.42
4310,2020,9,2020-09-01,weekend,53734.0,117027.68,0.4592,2.9
4311,2020,9,2020-09-01,total,673745.0,1622796.99,0.4152,0.0
4311,2020,9,2020-09-01,weekday,542695.0,1294603.66,0.4192,0.0
4311,2020,9,2020-09-01,weekend,131050.0,328193.33,0.3993,0.0
4312,2020,9,2020-09-01,total,452014.0,1005980.33,0.4493,0.0
4312,2020,9,2020-09-01,weekday,389738.0,819507.66,0.4756,0.0
4312,2020,9,2020-09-01,weekend,62276.0,186472.66,0.334,0.0
4313,2020,9,2020-09-01,total,431836.0,1055905.67,0.409,0.0
4313,2020,9,2020-09-01,weekday,345594.0,808875.34,0.4273,0.0
4313,2020,9,2020-09-01,weekend,86242.0,247030.33,0.3491,0.0
4314,2020,9,2020-09-01,total,725609.0,1958632.67,0.3705,0.99
4314,2020,9,2020-09-01,weekday,603865.0,1612453.68,0.3745,1.0
4314,2020,9,2020-09-01,weekend,121744.0,346179.0,0.3517,0.94
4315,2020,9,2020-09-01,total,538108.0,1358913.34,0.396,0.0
4315,2020,9,2020-09-01,weekday,453004.0,1114986.33,0.4063,0.0
4315,2020,9,2020-09-01,weekend,85104.0,243926.99,0.3489,0.0
4316,2020,9,2020-09-01,total,562214.0,1418844.83,0.3962,5.62
4316,2020,9,2020-09-01,weekday,459706.0,1134578.83,0.4052,5.27
4316,2020,9,2020-09-01,weekend,102508.0,284266.0,0.3606,7.16
4317,2020,9,2020-09-01,total,208873.0,512888.66,0.4072,5.14
4317,2020,9,2020-09-01,weekday,181449.0,439282.34,0.4131,4.98
4317,2020,9,2020-09-01,weekend,27424.0,73606.33,0.3726,6.21
4318,2020,9,2020-09-01,total,82402.0,301038.67,0.2737,0.0
4318,2020,9,2020-09-01,weekday,81754.0,251446.67,0.3251,0.0
4318,2020,9,2020-09-01,weekend,648.0,49592.0,0.0131,0.0
4401,2020,9,2020-09-01,total,943481.0,3004248.49,0.314,8.7
4401,2020,9,2020-09-01,weekday,774545.0,2521836.34,0.3071,8.29
4401,2020,9,2020-09-01,weekend,168936.0,482412.18,0.3502,10.57
4402,2020,9,2020-09-01,total,1148619.0,3538629.99,0.3246,8.5
4402,2020,9,2020-09-01,weekday,950673.0,2853876.66,0.3331,8.1
4402,2020,9,2020-09-01,weekend,197946.0,684753.32,0.2891,10.43
4403,2020,9,2020-09-01,total,556039.0,1152816.33,0.4823,5.87
4403,2020,9,2020-09-01,weekday,443443.0,890594.33,0.4979,5.85
4403,2020,9,2020-09-01,weekend,112596.0,262222.0,0.4294,5.95
4404,2020,9,2020-09-01,total,1907655.0,4797207.0,0.3977,5.38
4404,2020,9,2020-09-01,weekday,1555795.0,3735172.0,0.4165,5.25
4404,2020,9,2020-09-01,weekend,351860.0,1062035.0,0.3313,5.95
4405,2020,9,2020-09-01,total,261595.0,564029.0,0.4638,1.0
4405,2020,9,2020-09-01,weekday,221652.0,459127.0,0.4828,0.89
4405,2020,9,2020-09-01,weekend,39943.0,104902.01,0.3808,1.61
4406,2020,9,2020-09-01,total,476046.0,1371012.33,0.3472,5.21
4406,2020,9,2020-09-01,weekday,401024.0,1132047.34,0.3542,5.07
4406,2020,9,2020-09-01,weekend,75022.0,238964.99,0.3139,5.93
4407,2020,9,2020-09-01,total,577910.0,1553643.67,0.372,3.65
4407,2020,9,2020-09-01,weekday,466439.0,1210040.67,0.3855,3.45
4407,2020,9,2020-09-01,weekend,111471.0,343603.0,0.3244,4.51
4409,2020,9,2020-09-01,total,357567.0,693926.5,0.5153,2.8
4409,2020,9,2020-09-01,weekday,297797.0,595275.5,0.5003,2.75
4409,2020,9,2020-09-01,weekend,59770.0,98650.99,0.6059,3.05
4410,2020,9,2020-09-01,total,301673.0,766330.34,0.3937,0.0
4410,2020,9,2020-09-01,weekday,253356.0,628313.33,0.4032,0.0
4410,2020,9,2020-09-01,weekend,48317.0,138016.99,0.3501,0.0
4412,2020,9,2020-09-01,total,938719.0,2541152.33,0.3694,3.21
4412,2020,9,2020-09-01,weekday,793814.0,2129639.0,0.3727,3.1
4412,2020,9,2020-09-01,weekend,144905.0,411513.32,0.3521,3.78
4414,2020,9,2020-09-01,total,193874.0,472600.67,0.4102,0.45
4414,2020,9,2020-09-01,weekday,153907.0,373162.99,0.4124,0.47
4414,2020,9,2020-09-01,weekend,39967.0,99437.65,0.4019,0.34
4103,2020,10,2020-10-01,total,932940.0,2922594.33,0.3192,8.86
4103,2020,10,2020-10-01,weekday,737700.0,2423549.66,0.3044,7.96
4103,2020,10,2020-10-01,weekend,195240.0,499044.68,0.3912,12.25
4104,2020,10,2020-10-01,total,1267089.0,5149841.68,0.246,12.79
4104,2020,10,2020-10-01,weekday,1007475.0,4275436.33,0.2356,11.82
4104,2020,10,2020-10-01,weekend,259614.0,874405.33,0.2969,16.56
4107,2020,10,2020-10-01,total,2367748.0,8535538.18,0.2774,11.53
4107,2020,10,2020-10-01,weekday,1873149.0,7064629.33,0.2651,10.48
4107,2020,10,2020-10-01,weekend,494599.0,1470908.84,0.3363,15.49
4108,2020,10,2020-10-01,total,2310720.0,7033883.33,0.3285,9.48
4108,2020,10,2020-10-01,weekday,1922197.0,6028325.67,0.3189,8.82
4108,2020,10,2020-10-01,weekend,388523.0,1005557.66,0.3864,12.8
4109,2020,10,2020-10-01,total,1023433.0,3142973.01,0.3256,11.3
4109,2020,10,2020-10-01,weekday,794870.0,2602582.01,0.3054,10.69
4109,2020,10,2020-10-01,weekend,228563.0,540391.0,0.423,13.45
4110,2020,10,2020-10-01,total,745830.0,2148788.98,0.3471,9.88
4110,2020,10,2020-10-01,weekday,586893.0,1774290.5,0.3308,9.21
4110,2020,10,2020-10-01,weekend,158937.0,374498.49,0.4244,12.35
4111,2020,10,2020-10-01,total,881091.0,2443143.01,0.3606,8.41
4111,2020,10,2020-10-01,weekday,712061.0,2063460.67,0.3451,7.97
4111,2020,10,2020-10-01,weekend,169030.0,379682.33,0.4452,10.29
4112,2020,10,2020-10-01,total,1373160.0,3572748.01,0.3843,10.06
4112,2020,10,2020-10-01,weekday,1086293.0,2954120.83,0.3677,9.62
4112,2020,10,2020-10-01,weekend,286867.0,618627.19,0.4637,11.74
4121,2020,10,2020-10-01,total,3727054.0,17432182.99,0.2138,12.98
4121,2020,10,2020-10-01,weekday,2951099.0,14880549.0,0.1983,11.9
4121,2020,10,2020-10-01,weekend,775955.0,2551633.99,0.3041,17.09
4165,2020,10,2020-10-01,total,7549364.0,34436062.83,0.2192,11.32
4165,2020,10,2020-10-01,weekday,6183663.0,29599555.33,0.2089,10.61
4165,2020,10,2020-10-01,weekend,1365701.0,4836507.52,0.2824,14.55
4204,2020,10,2020-10-01,total,732729.0,1878837.66,0.39,7.25
4204,2020,10,2020-10-01,weekday,589347.0,1580180.66,0.373,7.03
4204,2020,10,2020-10-01,weekend,143382.0,298657.0,0.4801,8.15
4205,2020,10,2020-10-01,total,642639.0,1533570.34,0.419,7.49
4205,2020,10,2020-10-01,weekday,513853.0,1286369.51,0.3995,7.26
4205,2020,10,2020-10-01,weekend,128786.0,247200.83,0.521,8.42
4207,2020,10,2020-10-01,total,729763.0,1652191.32,0.4417,7.11
4207,2020,10,2020-10-01,weekday,587322.0,1394941.01,0.421,6.93
4207,2020,10,2020-10-01,weekend,142441.0,257250.34,0.5537,7.85
4208,2020,10,2020-10-01,total,315694.0,802003.17,0.3936,7.34
4208,2020,10,2020-10-01,weekday,253218.0,675505.99,0.3749,7.0
4208,2020,10,2020-10-01,weekend,62476.0,126497.17,0.4939,8.74
4209,2020,10,2020-10-01,total,412753.0,934394.34,0.4417,6.84
4209,2020,10,2020-10-01,weekday,331729.0,785190.0,0.4225,6.67
4209,2020,10,2020-10-01,weekend,81024.0,149204.33,0.543,7.54
4210,2020,10,2020-10-01,total,330501.0,770183.32,0.4291,6.22
4210,2020,10,2020-10-01,weekday,271463.0,683943.34,0.3969,6.08
4210,2020,10,2020-10-01,weekend,59038.0,86239.98,0.6846,6.86
4211,2020,10,2020-10-01,total,281601.0,665280.01,0.4233,7.62
4211,2020,10,2020-10-01,weekday,236182.0,581956.67,0.4058,7.52
4211,2020,10,2020-10-01,weekend,45419.0,83323.34,0.5451,8.17
4212,2020,10,2020-10-01,total,461348.0,1101079.32,0.419,5.58
4212,2020,10,2020-10-01,weekday,382678.0,954033.0,0.4011,5.49
4212,2020,10,2020-10-01,weekend,78670.0,147046.33,0.535,6.04
4221,2020,10,2020-10-01,total,1208668.0,2892043.33,0.4179,7.29
4221,2020,10,2020-10-01,weekday,985566.0,2470263.67,0.399,7.08
4221,2020,10,2020-10-01,weekend,223102.0,421779.66,0.529,8.22
4263,2020,10,2020-10-01,total,330206.0,802534.0,0.4115,7.55
4263,2020,10,2020-10-01,weekday,268165.0,677077.67,0.3961,7.26
4263,2020,10,2020-10-01,weekend,62041.0,125456.33,0.4945,8.77
4301,2020,10,2020-10-01,total,1192960.0,3396341.67,0.3512,6.22
4301,2020,10,2020-10-01,weekday,927072.0,2826835.01,0.328,5.69
4301,2020,10,2020-10-01,weekend,265888.0,569506.66,0.4669,8.06
4302,2020,10,2020-10-01,total,1466841.0,5558681.99,0.2639,7.98
4302,2020,10,2020-10-01,weekday,1180296.0,4786749.99,0.2466,7.27
4302,2020,10,2020-10-01,weekend,286545.0,771932.01,0.3712,10.91
4303,2020,10,2020-10-01,total,808963.0,2384201.0,0.3393,6.63
4303,2020,10,2020-10-01,weekday,636197.0,1959191.32,0.3247,6.23
4303,2020,10,2020-10-01,weekend,172766.0,425009.67,0.4065,8.1
4304,2020,10,2020-10-01,total,824294.0,2157413.66,0.3821,8.09
4304,2020,10,2020-10-01,weekday,643755.0,1806754.67,0.3563,7.52
4304,2020,10,2020-10-01,weekend,180539.0,350659.0,0.5149,10.12
4305,2020,10,2020-10-01,total,723042.0,1715896.35,0.4214,5.08
4305,2020,10,2020-10-01,weekday,586091.0,1475001.34,0.3973,4.9
4305,2020,10,2020-10-01,weekend,136951.0,240895.01,0.5685,5.84
4306,2020,10,2020-10-01,total,995249.0,3110489.68,0.32,6.22
4306,2020,10,2020-10-01,weekday,746475.0,2590299.33,0.2882,5.83
4306,2020,10,2020-10-01,weekend,248774.0,520190.34,0.4782,7.36
4307,2020,10,2020-10-01,total,775876.0,2104030.65,0.3688,0.81
4307,2020,10,2020-10-01,weekday,633186.0,1742842.68,0.3633,0.72
4307,2020,10,2020-10-01,weekend,142690.0,361187.99,0.3951,1.23
4308,2020,10,2020-10-01,total,90505.0,319912.0,0.2829,4.8
4308,2020,10,2020-10-01,weekday,70929.0,283176.33,0.2505,4.36
4308,2020,10,2020-10-01,weekend,19576.0,36735.66,0.5329,6.38
4309,2020,10,2020-10-01,total,865459.0,2346435.99,0.3688,7.27
4309,2020,10,2020-10-01,weekday,696374.0,1961909.67,0.3549,6.89
4309,2020,10,2020-10-01,weekend,169085.0,384526.33,0.4397,8.88
4310,2020,10,2020-10-01,total,319323.0,798273.68,0.4,2.52
4310,2020,10,2020-10-01,weekday,267257.0,707881.34,0.3775,2.46
4310,2020,10,2020-10-01,weekend,52066.0,90392.34,0.576,2.82
4311,2020,10,2020-10-01,total,694605.0,1735728.01,0.4002,0.0
4311,2020,10,2020-10-01,weekday,572729.0,1451035.66,0.3947,0.0
4311,2020,10,2020-10-01,weekend,121876.0,284692.34,0.4281,0.0
4312,2020,10,2020-10-01,total,498672.0,1103602.69,0.4519,1.47
4312,2020,10,2020-10-01,weekday,416666.0,930628.33,0.4477,1.35
4312,2020,10,2020-10-01,weekend,82006.0,172974.34,0.4741,2.07
4313,2020,10,2020-10-01,total,426599.0,1064112.34,0.4009,0.85
4313,2020,10,2020-10-01,weekday,342227.0,878913.66,0.3894,0.79
4313,2020,10,2020-10-01,weekend,84372.0,185198.66,0.4556,1.07
4314,2020,10,2020-10-01,total,794861.0,2099602.01,0.3786,1.9
4314,2020,10,2020-10-01,weekday,638607.0,1828584.65,0.3492,1.78
4314,2020,10,2020-10-01,weekend,156254.0,271017.33,0.5765,2.39
4315,2020,10,2020-10-01,total,582904.0,1473404.0,0.3956,0.58
4315,2020,10,2020-10-01,weekday,477478.0,1271399.67,0.3756,0.56
4315,2020,10,2020-10-01,weekend,105426.0,202004.33,0.5219,0.69
4316,2020,10,2020-10-01,total,626231.0,1537400.18,0.4073,6.12
4316,2020,10,2020-10-01,weekday,502899.0,1295931.66,0.3881,5.74
4316,2020,10,2020-10-01,weekend,123332.0,241468.51,0.5108,7.67
4317,2020,10,2020-10-01,total,239024.0,572523.67,0.4175,5.77
4317,2020,10,2020-10-01,weekday,195531.0,497845.0,0.3928,5.45
4317,2020,10,2020-10-01,weekend,43493.0,74678.67,0.5824,7.19
4318,2020,10,2020-10-01,total,110662.0,321965.33,0.3437,0.0
4318,2020,10,2020-10-01,weekday,94735.0,280262.67,0.338,0.0
4318,2020,10,2020-10-01,weekend,15927.0,41702.67,0.3819,0.0
4401,2020,10,2020-10-01,total,1073178.0,3409486.17,0.3148,9.59
4401,2020,10,2020-10-01,weekday,864177.0,2971961.33,0.2908,9.05
4401,2020,10,2020-10-01,weekend,209001.0,437524.83,0.4777,11.85
4402,2020,10,2020-10-01,total,1293798.0,3810403.0,0.3395,9.05
4402,2020,10,2020-10-01,weekday,1055776.0,3258245.35,0.324,8.51
4402,2020,10,2020-10-01,weekend,238022.0,552157.67,0.4311,11.44
4403,2020,10,2020-10-01,total,606523.0,1252965.0,0.4841,5.86
4403,2020,10,2020-10-01,weekday,483871.0,996215.0,0.4857,5.79
4403,2020,10,2020-10-01,weekend,122652.0,256750.0,0.4777,6.13
4404,2020,10,2020-10-01,total,2122560.0,4931822.32,0.4304,5.67
4404,2020,10,2020-10-01,weekday,1690086.0,4082548.32,0.414,5.49
4404,2020,10,2020-10-01,weekend,432474.0,849274.0,0.5092,6.38
4405,2020,10,2020-10-01,total,296922.0,620119.32,0.4788,5.24
4405,2020,10,2020-10-01,weekday,245716.0,528998.01,0.4645,4.88
4405,2020,10,2020-10-01,weekend,51206.0,91121.35,0.562,7.0
4406,2020,10,2020-10-01,total,502749.0,1503381.0,0.3344,5.85
4406,2020,10,2020-10-01,weekday,418215.0,1295647.67,0.3228,5.65
4406,2020,10,2020-10-01,weekend,84534.0,207733.34,0.4069,6.81
4407,2020,10,2020-10-01,total,633748.0,1589074.67,0.3988,3.71
4407,2020,10,2020-10-01,weekday,498856.0,1342219.67,0.3717,3.4
4407,2020,10,2020-10-01,weekend,134892.0,246855.0,0.5464,4.84
4409,2020,10,2020-10-01,total,449475.0,761391.0,0.5903,3.05
4409,2020,10,2020-10-01,weekday,371719.0,682260.84,0.5448,3.02
4409,2020,10,2020-10-01,weekend,77756.0,79130.16,0.9826,3.24
4410,2020,10,2020-10-01,total,336127.0,836740.66,0.4017,0.57
4410,2020,10,2020-10-01,weekday,277155.0,711434.34,0.3896,0.55
4410,2020,10,2020-10-01,weekend,58972.0,125306.34,0.4706,0.64
4412,2020,10,2020-10-01,total,904007.0,2783828.67,0.3247,3.41
4412,2020,10,2020-10-01,weekday,749173.0,2424088.34,0.3091,3.26
4412,2020,10,2020-10-01,weekend,154834.0,359740.34,0.4304,4.14
4414,2020,10,2020-10-01,total,192530.0,492040.0,0.3913,0.77
4414,2020,10,2020-10-01,weekday,153718.0,411839.66,0.3732,0.71
4414,2020,10,2020-10-01,weekend,38812.0,80200.33,0.4839,1.01
4103,2020,11,2020-11-01,total,853359.0,2739849.67,0.3115,10.34
4103,2020,11,2020-11-01,weekday,657758.0,2208774.01,0.2978,9.4
4103,2020,11,2020-11-01,weekend,195601.0,531075.67,0.3683,13.5
4104,2020,11,2020-11-01,total,1141449.0,4599319.32,0.2482,14.29
4104,2020,11,2020-11-01,weekday,885885.0,3776039.34,0.2346,13.09
4104,2020,11,2020-11-01,weekend,255564.0,823280.01,0.3104,18.45
4107,2020,11,2020-11-01,total,2162202.0,7950972.5,0.2719,12.73
4107,2020,11,2020-11-01,weekday,1694611.0,6428125.83,0.2636,11.59
4107,2020,11,2020-11-01,weekend,467591.0,1522846.66,0.3071,16.86
4108,2020,11,2020-11-01,total,2073717.0,6504215.01,0.3188,10.74
4108,2020,11,2020-11-01,weekday,1713100.0,5478944.67,0.3127,10.03
4108,2020,11,2020-11-01,weekend,360617.0,1025270.34,0.3517,14.12
4109,2020,11,2020-11-01,total,927755.0,2865145.34,0.3238,12.27
4109,2020,11,2020-11-01,weekday,718001.0,2336102.99,0.3073,11.63
4109,2020,11,2020-11-01,weekend,209754.0,529042.33,0.3965,14.44
4110,2020,11,2020-11-01,total,673182.0,1955718.34,0.3442,10.7
4110,2020,11,2020-11-01,weekday,525571.0,1615188.16,0.3254,10.06
4110,2020,11,2020-11-01,weekend,147611.0,340530.17,0.4335,13.01
4111,2020,11,2020-11-01,total,801408.0,2253047.0,0.3557,9.31
4111,2020,11,2020-11-01,weekday,641218.0,1869825.01,0.3429,8.89
4111,2020,11,2020-11-01,weekend,160190.0,383222.0,0.418,10.98
4112,2020,11,2020-11-01,total,1238828.0,3326666.32,0.3724,11.06
4112,2020,11,2020-11-01,weekday,972583.0,2718814.17,0.3577,10.58
4112,2020,11,2020-11-01,weekend,266245.0,607852.17,0.438,12.82
4121,2020,11,2020-11-01,total,3258934.0,15508280.0,0.2101,14.18
4121,2020,11,2020-11-01,weekday,2580702.0,13125487.63,0.1966,13.01
4121,2020,11,2020-11-01,weekend,678232.0,2382792.34,0.2846,18.61
4165,2020,11,2020-11-01,total,6830614.0,32126813.68,0.2126,12.58
4165,2020,11,2020-11-01,weekday,5529088.0,27133270.99,0.2038,11.81
4165,2020,11,2020-11-01,weekend,1301526.0,4993542.69,0.2606,15.86
4204,2020,11,2020-11-01,total,687004.0,1668543.33,0.4117,8.21
4204,2020,11,2020-11-01,weekday,542456.0,1375881.82,0.3943,8.01
4204,2020,11,2020-11-01,weekend,144548.0,292661.5,0.4939,8.96
4205,2020,11,2020-11-01,total,608199.0,1428770.5,0.4257,8.17
4205,2020,11,2020-11-01,weekday,481373.0,1181481.83,0.4074,7.94
4205,2020,11,2020-11-01,weekend,126826.0,247288.66,0.5129,9.03
4207,2020,11,2020-11-01,total,675180.0,1526834.67,0.4422,7.9
4207,2020,11,2020-11-01,weekday,534134.0,1273681.67,0.4194,7.75
4207,2020,11,2020-11-01,weekend,141046.0,253153.01,0.5572,8.48
4208,2020,11,2020-11-01,total,284518.0,728631.17,0.3905,8.24
4208,2020,11,2020-11-01,weekday,225538.0,609077.67,0.3703,7.93
4208,2020,11,2020-11-01,weekend,58980.0,119553.5,0.4933,9.44
4209,2020,11,2020-11-01,total,374526.0,859688.33,0.4357,7.89
4209,2020,11,2020-11-01,weekday,297634.0,711997.33,0.418,7.71
4209,2020,11,2020-11-01,weekend,76892.0,147691.01,0.5206,8.6
4210,2020,11,2020-11-01,total,300438.0,710091.99,0.4231,7.15
4210,2020,11,2020-11-01,weekday,244873.0,616995.67,0.3969,7.0
4210,2020,11,2020-11-01,weekend,55565.0,93096.33,0.5969,7.81
4211,2020,11,2020-11-01,total,224898.0,608459.34,0.3696,8.64
4211,2020,11,2020-11-01,weekday,199496.0,524971.01,0.38,8.53
4211,2020,11,2020-11-01,weekend,25402.0,83488.33,0.3043,9.47
4212,2020,11,2020-11-01,total,367970.0,1017199.66,0.3617,6.36
4212,2020,11,2020-11-01,weekday,338430.0,863754.32,0.3918,6.28
4212,2020,11,2020-11-01,weekend,29540.0,153445.33,0.1925,7.37
4221,2020,11,2020-11-01,total,1112121.0,2676383.0,0.4155,8.29
4221,2020,11,2020-11-01,weekday,901094.0,2257208.34,0.3992,8.02
4221,2020,11,2020-11-01,weekend,211027.0,419174.66,0.5034,9.42
4263,2020,11,2020-11-01,total,317147.0,736913.99,0.4304,8.52
4263,2020,11,2020-11-01,weekday,244815.0,617144.34,0.3967,8.19
4263,2020,11,2020-11-01,weekend,72332.0,119769.68,0.6039,9.6
4301,2020,11,2020-11-01,total,1091766.0,3145429.01,0.3471,9.35
4301,2020,11,2020-11-01,weekday,842640.0,2558088.35,0.3294,8.7
4301,2020,11,2020-11-01,weekend,249126.0,587340.65,0.4242,11.57
4302,2020,11,2020-11-01,total,1304902.0,5026524.33,0.2596,10.5
4302,2020,11,2020-11-01,weekday,1039080.0,4253249.01,0.2443,9.57
4302,2020,11,2020-11-01,weekend,265822.0,773275.32,0.3438,14.14
4303,2020,11,2020-11-01,total,738493.0,2186988.67,0.3377,8.9
4303,2020,11,2020-11-01,weekday,577745.0,1777191.67,0.3251,8.32
4303,2020,11,2020-11-01,weekend,160748.0,409797.0,0.3923,10.97
4304,2020,11,2020-11-01,total,748526.0,2000888.66,0.3741,10.2
4304,2020,11,2020-11-01,weekday,581185.0,1631125.68,0.3563,9.58
4304,2020,11,2020-11-01,weekend,167341.0,369763.02,0.4526,12.37
4305,2020,11,2020-11-01,total,661889.0,1596022.32,0.4147,6.09
4305,2020,11,2020-11-01,weekday,530585.0,1338606.66,0.3964,5.9
4305,2020,11,2020-11-01,weekend,131304.0,257415.68,0.5101,6.87
4306,2020,11,2020-11-01,total,857795.0,2884036.33,0.2974,8.62
4306,2020,11,2020-11-01,weekday,670136.0,2333969.66,0.2871,8.02
4306,2020,11,2020-11-01,weekend,187659.0,550066.67,0.3412,10.75
4307,2020,11,2020-11-01,total,742481.0,1956236.67,0.3795,3.45
4307,2020,11,2020-11-01,weekday,585318.0,1605301.0,0.3646,3.27
4307,2020,11,2020-11-01,weekend,157163.0,350935.65,0.4478,4.13
4308,2020,11,2020-11-01,total,82541.0,283402.33,0.2913,9.71
4308,2020,11,2020-11-01,weekday,63138.0,250352.0,0.2522,8.89
4308,2020,11,2020-11-01,weekend,19403.0,33050.33,0.5871,12.4
4309,2020,11,2020-11-01,total,799566.0,2121552.33,0.3769,8.41
4309,2020,11,2020-11-01,weekday,634252.0,1778478.66,0.3566,7.93
4309,2020,11,2020-11-01,weekend,165314.0,343073.67,0.4819,10.22
4310,2020,11,2020-11-01,total,301452.0,776607.0,0.3882,4.71
4310,2020,11,2020-11-01,weekday,242292.0,662384.34,0.3658,4.51
4310,2020,11,2020-11-01,weekend,59160.0,114222.67,0.5179,5.57
4311,2020,11,2020-11-01,total,672947.0,1622697.68,0.4147,0.0
4311,2020,11,2020-11-01,weekday,532051.0,1342891.68,0.3962,0.0
4311,2020,11,2020-11-01,weekend,140896.0,279806.01,0.5035,0.0
4312,2020,11,2020-11-01,total,472819.0,1062756.67,0.4449,2.37
4312,2020,11,2020-11-01,weekday,399579.0,885885.33,0.4511,2.32
4312,2020,11,2020-11-01,weekend,73240.0,176871.35,0.4141,2.65
4313,2020,11,2020-11-01,total,392981.0,918085.68,0.428,3.85
4313,2020,11,2020-11-01,weekday,313996.0,769219.67,0.4082,3.63
4313,2020,11,2020-11-01,weekend,78985.0,148866.01,0.5306,4.74
4314,2020,11,2020-11-01,total,743116.0,1913590.67,0.3883,5.23
4314,2020,11,2020-11-01,weekday,594707.0,1673058.99,0.3555,4.99
4314,2020,11,2020-11-01,weekend,148409.0,240531.66,0.617,6.2
4315,2020,11,2020-11-01,total,543051.0,1348915.66,0.4026,4.07
4315,2020,11,2020-11-01,weekday,443678.0,1163207.34,0.3814,3.97
4315,2020,11,2020-11-01,weekend,99373.0,185708.34,0.5351,4.54
4316,2020,11,2020-11-01,total,575211.0,1406901.33,0.4088,6.87
4316,2020,11,2020-11-01,weekday,458037.0,1168220.67,0.3921,6.45
4316,2020,11,2020-11-01,weekend,117174.0,238680.67,0.4909,8.52
4317,2020,11,2020-11-01,total,223178.0,547904.66,0.4073,6.28
4317,2020,11,2020-11-01,weekday,180825.0,457834.0,0.395,5.94
4317,2020,11,2020-11-01,weekend,42353.0,90070.66,0.4702,7.7
4318,2020,11,2020-11-01,total,92317.0,290642.67,0.3176,0.0
4318,2020,11,2020-11-01,weekday,78805.0,249404.67,0.316,0.0
4318,2020,11,2020-11-01,weekend,13512.0,41238.0,0.3277,0.0
4401,2020,11,2020-11-01,total,971201.0,3327070.5,0.2919,10.81
4401,2020,11,2020-11-01,weekday,774063.0,2790762.5,0.2774,10.23
4401,2020,11,2020-11-01,weekend,197138.0,536308.0,0.3676,13.06
