puma,year,month,period,day_group,ridership,baseline,baseline_comparison,omny_pct
4103,2020,1,2020-01-01,total,2754983.0,2605294.0,1.0575,0.0
4103,2020,1,2020-01-01,weekday,2250825.0,2184321.0,1.0304,0.0
4103,2020,1,2020-01-01,weekend,504158.0,420973.0,1.1976,0.0
4104,2020,1,2020-01-01,total,4491540.0,4201831.0,1.0689,1.64
4104,2020,1,2020-01-01,weekday,3809953.0,3515677.0,1.0837,1.58
4104,2020,1,2020-01-01,weekend,681587.0,686154.0,0.9933,2.01
4107,2020,1,2020-01-01,total,7446458.0,7318455.5,1.0175,2.45
4107,2020,1,2020-01-01,weekday,6176212.0,6064110.0,1.0185,2.29
4107,2020,1,2020-01-01,weekend,1270246.0,1254345.5,1.0127,3.22
4108,2020,1,2020-01-01,total,6323630.0,6121119.0,1.0331,1.92
4108,2020,1,2020-01-01,weekday,5437489.0,5268063.0,1.0322,1.85
4108,2020,1,2020-01-01,weekend,886141.0,853056.0,1.0388,2.35
4109,2020,1,2020-01-01,total,2649160.0,2585185.0,1.0247,1.86
4109,2020,1,2020-01-01,weekday,2198571.0,2136253.5,1.0292,1.8
4109,2020,1,2020-01-01,weekend,450589.0,448931.5,1.0037,2.15
4110,2020,1,2020-01-01,total,1877820.0,1809144.5,1.038,0.38
4110,2020,1,2020-01-01,weekday,1559736.0,1530812.5,1.0189,0.36
4110,2020,1,2020-01-01,weekend,318084.0,278332.0,1.1428,0.46
4111,2020,1,2020-01-01,total,2195947.0,2179955.5,1.0073,1.38
4111,2020,1,2020-01-01,weekday,1872518.0,1843302.0,1.0158,1.34
4111,2020,1,2020-01-01,weekend,323429.0,336653.5,0.9607,1.61
4112,2020,1,2020-01-01,total,3065432.0,3199584.5,0.9581,1.1
4112,2020,1,2020-01-01,weekday,2595640.0,2663763.0,0.9744,1.09
4112,2020,1,2020-01-01,weekend,469792.0,535821.5,0.8768,1.12
4121,2020,1,2020-01-01,total,15267060.0,14623795.5,1.044,3.15
4121,2020,1,2020-01-01,weekday,13257491.0,12710302.0,1.0431,3.07
4121,2020,1,2020-01-01,weekend,2009569.0,1913493.5,1.0502,3.7
4165,2020,1,2020-01-01,total,30929918.0,29926625.0,1.0335,3.17
4165,2020,1,2020-01-01,weekday,26857141.0,26074283.0,1.03,3.12
4165,2020,1,2020-01-01,weekend,4072777.0,3852342.0,1.0572,3.48
4204,2020,1,2020-01-01,total,1534874.0,1413397.0,1.0859,1.1
4204,2020,1,2020-01-01,weekday,1296028.0,1199497.0,1.0805,1.07
4204,2020,1,2020-01-01,weekend,238846.0,213900.0,1.1166,1.32
4205,2020,1,2020-01-01,total,1338325.0,1308794.0,1.0226,0.59
4205,2020,1,2020-01-01,weekday,1129415.0,1099879.0,1.0269,0.58
4205,2020,1,2020-01-01,weekend,208910.0,208915.0,1.0,0.67
4207,2020,1,2020-01-01,total,1452345.0,1447625.0,1.0033,0.85
4207,2020,1,2020-01-01,weekday,1231579.0,1227597.0,1.0032,0.83
4207,2020,1,2020-01-01,weekend,220766.0,220028.0,1.0034,0.96
4208,2020,1,2020-01-01,total,626498.0,631205.5,0.9925,1.33
4208,2020,1,2020-01-01,weekday,558554.0,536449.0,1.0412,1.33
4208,2020,1,2020-01-01,weekend,67944.0,94756.5,0.717,1.27
4209,2020,1,2020-01-01,total,826368.0,824511.0,1.0023,0.0
4209,2020,1,2020-01-01,weekday,704211.0,696755.0,1.0107,0.0
4209,2020,1,2020-01-01,weekend,122157.0,127756.0,0.9562,0.0
4210,2020,1,2020-01-01,total,715356.0,697050.5,1.0263,0.0
4210,2020,1,2020-01-01,weekday,627932.0,607115.0,1.0343,0.0
4210,2020,1,2020-01-01,weekend,87424.0,89935.5,0.9721,0.0
4211,2020,1,2020-01-01,total,550440.0,586619.5,0.9383,0.0
4211,2020,1,2020-01-01,weekday,478889.0,519283.5,0.9222,0.0
4211,2020,1,2020-01-01,weekend,71551.0,67336.0,1.0626,0.0
4212,2020,1,2020-01-01,total,995378.0,957164.5,1.0399,0.0
4212,2020,1,2020-01-01,weekday,858907.0,829451.5,1.0355,0.0
4212,2020,1,2020-01-01,weekend,136471.0,127713.0,1.0686,0.0
4221,2020,1,2020-01-01,total,2541985.0,2547376.5,0.9979,0.23
4221,2020,1,2020-01-01,weekday,2191217.0,2185498.0,1.0026,0.23
4221,2020,1,2020-01-01,weekend,350768.0,361878.5,0.9693,0.25
4263,2020,1,2020-01-01,total,700053.0,703327.5,0.9953,0.0
4263,2020,1,2020-01-01,weekday,597982.0,595749.0,1.0037,0.0
4263,2020,1,2020-01-01,weekend,102071.0,107578.5,0.9488,0.0
4301,2020,1,2020-01-01,total,3143608.0,3109525.0,1.011,0.0
4301,2020,1,2020-01-01,weekday,2622287.0,2552936.0,1.0272,0.0
4301,2020,1,2020-01-01,weekend,521321.0,556589.0,0.9366,0.0
4302,2020,1,2020-01-01,total,4905106.0,4712201.0,1.0409,0.69
4302,2020,1,2020-01-01,weekday,4219723.0,4092281.5,1.0311,0.7
4302,2020,1,2020-01-01,weekend,685383.0,619919.5,1.1056,0.59
4303,2020,1,2020-01-01,total,2122274.0,2076201.0,1.0222,0.0
4303,2020,1,2020-01-01,weekday,1768320.0,1745764.5,1.0129,0.0
4303,2020,1,2020-01-01,weekend,353954.0,330436.5,1.0712,0.0
4304,2020,1,2020-01-01,total,1878057.0,1959656.5,0.9584,0.0
4304,2020,1,2020-01-01,weekday,1584020.0,1631337.5,0.971,0.0
4304,2020,1,2020-01-01,weekend,294037.0,328319.0,0.8956,0.0
4305,2020,1,2020-01-01,total,1499308.0,1536192.0,0.976,0.0
4305,2020,1,2020-01-01,weekday,1292621.0,1309476.0,0.9871,0.0
4305,2020,1,2020-01-01,weekend,206687.0,226716.0,0.9117,0.0
4306,2020,1,2020-01-01,total,2890042.0,2785687.0,1.0375,1.35
4306,2020,1,2020-01-01,weekday,2427570.0,2354554.0,1.031,1.32
4306,2020,1,2020-01-01,weekend,462472.0,431133.0,1.0727,1.51
4307,2020,1,2020-01-01,total,1978145.0,1903665.5,1.0391,0.0
4307,2020,1,2020-01-01,weekday,1660106.0,1592707.5,1.0423,0.0
4307,2020,1,2020-01-01,weekend,318039.0,310958.0,1.0228,0.0
4308,2020,1,2020-01-01,total,310215.0,307794.5,1.0079,0.0
4308,2020,1,2020-01-01,weekday,265306.0,259104.5,1.0239,0.0
4308,2020,1,2020-01-01,weekend,44909.0,48690.0,0.9223,0.0
4309,2020,1,2020-01-01,total,2107610.0,2071651.5,1.0174,0.0
4309,2020,1,2020-01-01,weekday,1792780.0,1750511.5,1.0241,0.0
4309,2020,1,2020-01-01,weekend,314830.0,321140.0,0.9804,0.0
4310,2020,1,2020-01-01,total,791801.0,741866.0,1.0673,0.65
4310,2020,1,2020-01-01,weekday,678379.0,647582.0,1.0476,0.62
4310,2020,1,2020-01-01,weekend,113422.0,94284.0,1.203,0.82
4311,2020,1,2020-01-01,total,1695701.0,1572110.5,1.0786,0.0
4311,2020,1,2020-01-01,weekday,1418698.0,1317265.0,1.077,0.0
4311,2020,1,2020-01-01,weekend,277003.0,254845.5,1.0869,0.0
4312,2020,1,2020-01-01,total,1127173.0,962407.5,1.1712,0.0
4312,2020,1,2020-01-01,weekday,966183.0,823797.0,1.1728,0.0
4312,2020,1,2020-01-01,weekend,160990.0,138610.5,1.1615,0.0
4313,2020,1,2020-01-01,total,880218.0,869966.0,1.0118,0.0
4313,2020,1,2020-01-01,weekday,754227.0,741104.0,1.0177,0.0
4313,2020,1,2020-01-01,weekend,125991.0,128862.0,0.9777,0.0
4314,2020,1,2020-01-01,total,1871929.0,1874607.5,0.9986,0.0
4314,2020,1,2020-01-01,weekday,1612840.0,1612355.5,1.0003,0.0
4314,2020,1,2020-01-01,weekend,259089.0,262252.0,0.9879,0.0
4315,2020,1,2020-01-01,total,1337529.0,1316991.0,1.0156,0.0
4315,2020,1,2020-01-01,weekday,1162987.0,1137436.5,1.0225,0.0
4315,2020,1,2020-01-01,weekend,174542.0,179554.5,0.9721,0.0
4316,2020,1,2020-01-01,total,1356015.0,1369944.0,0.9898,0.0
4316,2020,1,2020-01-01,weekday,1137649.0,1156288.5,0.9839,0.0
4316,2020,1,2020-01-01,weekend,218366.0,213655.5,1.022,0.0
4317,2020,1,2020-01-01,total,526497.0,504148.0,1.0443,0.0
4317,2020,1,2020-01-01,weekday,452795.0,448993.5,1.0085,0.0
4317,2020,1,2020-01-01,weekend,73702.0,55154.5,1.3363,0.0
4318,2020,1,2020-01-01,total,279440.0,285726.5,0.978,0.0
4318,2020,1,2020-01-01,weekday,245134.0,248571.5,0.9862,0.0
4318,2020,1,2020-01-01,weekend,34306.0,37155.0,0.9233,0.0
4401,2020,1,2020-01-01,total,2868430.0,2836295.5,1.0113,0.0
4401,2020,1,2020-01-01,weekday,2458213.0,2425281.0,1.0136,0.0
4401,2020,1,2020-01-01,weekend,410217.0,411014.5,0.9981,0.0
4402,2020,1,2020-01-01,total,3365310.0,3219853.5,1.0452,0.0
4402,2020,1,2020-01-01,weekday,2898470.0,2811202.0,1.031,0.0
4402,2020,1,2020-01-01,weekend,466840.0,408651.5,1.1424,0.0
4403,2020,1,2020-01-01,total,1132500.0,1077050.5,1.0515,0.0
4403,2020,1,2020-01-01,weekday,924280.0,880966.5,1.0492,0.0
4403,2020,1,2020-01-01,weekend,208220.0,196084.0,1.0619,0.0
4404,2020,1,2020-01-01,total,4431988.0,4419638.0,1.0028,0.0
4404,2020,1,2020-01-01,weekday,3719150.0,3665981.0,1.0145,0.0
4404,2020,1,2020-01-01,weekend,712838.0,753657.0,0.9458,0.0
4405,2020,1,2020-01-01,total,657081.0,493418.5,1.3317,0.0
4405,2020,1,2020-01-01,weekday,559449.0,441201.5,1.268,0.0
4405,2020,1,2020-01-01,weekend,97632.0,52217.0,1.8697,0.0
4406,2020,1,2020-01-01,total,1373530.0,1371323.0,1.0016,0.0
4406,2020,1,2020-01-01,weekday,1197035.0,1185599.5,1.0096,0.0
4406,2020,1,2020-01-01,weekend,176495.0,185723.5,0.9503,0.0
4407,2020,1,2020-01-01,total,1474202.0,1428687.5,1.0319,0.0
4407,2020,1,2020-01-01,weekday,1227825.0,1184598.5,1.0365,0.0
4407,2020,1,2020-01-01,weekend,246377.0,244089.0,1.0094,0.0
4409,2020,1,2020-01-01,total,710218.0,695483.5,1.0212,0.0
4409,2020,1,2020-01-01,weekday,625462.0,608972.0,1.0271,0.0
4409,2020,1,2020-01-01,weekend,84756.0,86511.5,0.9797,0.0
4410,2020,1,2020-01-01,total,694050.0,724631.0,0.9578,0.0
4410,2020,1,2020-01-01,weekday,612050.0,618347.5,0.9898,0.0
4410,2020,1,2020-01-01,weekend,82000.0,106283.5,0.7715,0.0
4412,2020,1,2020-01-01,total,2451949.0,2400466.5,1.0214,0.34
4412,2020,1,2020-01-01,weekday,2144934.0,2107043.0,1.018,0.31
4412,2020,1,2020-01-01,weekend,307015.0,293423.5,1.0463,0.54
4414,2020,1,2020-01-01,total,419867.0,412565.0,1.0177,0.0
4414,2020,1,2020-01-01,weekday,359603.0,357096.0,1.007,0.0
4414,2020,1,2020-01-01,weekend,60264.0,55469.0,1.0864,0.0
4103,2020,2,2020-02-01,total,2569955.0,2420829.99,1.0616,0.0
4103,2020,2,2020-02-01,weekday,1956344.0,1993902.0,0.9812,0.0
4103,2020,2,2020-02-01,weekend,613611.0,426928.0,1.4373,0.0
4104,2020,2,2020-02-01,total,4349390.0,3996016.68,1.0884,4.56
4104,2020,2,2020-02-01,weekday,3477023.0,3272381.0,1.0625,4.34
4104,2020,2,2020-02-01,weekend,872367.0,723635.66,1.2055,5.42
4107,2020,2,2020-02-01,total,7092054.0,6928443.0,1.0236,4.15
4107,2020,2,2020-02-01,weekday,5628244.0,5663346.83,0.9938,3.87
4107,2020,2,2020-02-01,weekend,1463810.0,1265096.17,1.1571,5.24
4108,2020,2,2020-02-01,total,6007776.0,5828655.01,1.0307,2.46
4108,2020,2,2020-02-01,weekday,4965081.0,4920539.66,1.0091,2.37
4108,2020,2,2020-02-01,weekend,1042695.0,908115.33,1.1482,2.89
4109,2020,2,2020-02-01,total,2700295.0,2603730.66,1.0371,3.68
4109,2020,2,2020-02-01,weekday,2142975.0,2144290.68,0.9994,3.48
4109,2020,2,2020-02-01,weekend,557320.0,459439.99,1.213,4.44
4110,2020,2,2020-02-01,total,1803139.0,1810253.33,0.9961,0.77
4110,2020,2,2020-02-01,weekday,1424822.0,1469727.5,0.9694,0.71
4110,2020,2,2020-02-01,weekend,378317.0,340525.83,1.111,0.97
4111,2020,2,2020-02-01,total,2050640.0,2057877.67,0.9965,1.83
4111,2020,2,2020-02-01,weekday,1673204.0,1701987.33,0.9831,1.76
4111,2020,2,2020-02-01,weekend,377436.0,355890.33,1.0605,2.1
4112,2020,2,2020-02-01,total,2870511.0,3021785.49,0.9499,2.78
4112,2020,2,2020-02-01,weekday,2337495.0,2483453.51,0.9412,2.65
4112,2020,2,2020-02-01,weekend,533016.0,538331.99,0.9901,3.36
4121,2020,2,2020-02-01,total,14551650.0,14126983.33,1.0301,4.93
4121,2020,2,2020-02-01,weekday,12208165.0,11987612.99,1.0184,4.69
4121,2020,2,2020-02-01,weekend,2343485.0,2139370.33,1.0954,6.23
4165,2020,2,2020-02-01,total,28923101.0,28133632.52,1.0281,4.71
4165,2020,2,2020-02-01,weekday,24260847.0,24039218.32,1.0092,4.62
4165,2020,2,2020-02-01,weekend,4662254.0,4094414.17,1.1387,5.18
4204,2020,2,2020-02-01,total,1461677.0,1433061.17,1.02,1.45
4204,2020,2,2020-02-01,weekday,1176891.0,1191040.5,0.9881,1.41
4204,2020,2,2020-02-01,weekend,284786.0,242020.67,1.1767,1.61
4205,2020,2,2020-02-01,total,1295133.0,1299488.83,0.9966,0.75
4205,2020,2,2020-02-01,weekday,1045567.0,1069844.0,0.9773,0.73
4205,2020,2,2020-02-01,weekend,249566.0,229644.82,1.0867,0.86
4207,2020,2,2020-02-01,total,1399881.0,1418065.33,0.9872,1.09
4207,2020,2,2020-02-01,weekday,1133201.0,1179714.01,0.9606,1.05
4207,2020,2,2020-02-01,weekend,266680.0,238351.33,1.1189,1.29
4208,2020,2,2020-02-01,total,592527.0,598056.0,0.9908,2.27
4208,2020,2,2020-02-01,weekday,511858.0,517300.51,0.9895,2.21
4208,2020,2,2020-02-01,weekend,80669.0,80755.5,0.9989,2.66
4209,2020,2,2020-02-01,total,782956.0,784903.34,0.9975,0.88
4209,2020,2,2020-02-01,weekday,638788.0,648857.34,0.9845,0.85
4209,2020,2,2020-02-01,weekend,144168.0,136046.01,1.0597,1.03
4210,2020,2,2020-02-01,total,668278.0,656102.66,1.0186,0.64
4210,2020,2,2020-02-01,weekday,563881.0,564125.33,0.9996,0.63
4210,2020,2,2020-02-01,weekend,104397.0,91977.33,1.135,0.69
4211,2020,2,2020-02-01,total,517150.0,576945.0,0.8964,0.14
4211,2020,2,2020-02-01,weekday,436066.0,494517.34,0.8818,0.13
4211,2020,2,2020-02-01,weekend,81084.0,82427.66,0.9837,0.21
4212,2020,2,2020-02-01,total,934611.0,935996.32,0.9985,0.14
4212,2020,2,2020-02-01,weekday,776907.0,788634.0,0.9851,0.14
4212,2020,2,2020-02-01,weekend,157704.0,147362.33,1.0702,0.16
4221,2020,2,2020-02-01,total,2421420.0,2488870.66,0.9729,0.92
4221,2020,2,2020-02-01,weekday,1999940.0,2084970.66,0.9592,0.88
4221,2020,2,2020-02-01,weekend,421480.0,403899.99,1.0435,1.06
4263,2020,2,2020-02-01,total,674047.0,686539.66,0.9818,0.29
4263,2020,2,2020-02-01,weekday,544390.0,570734.34,0.9538,0.26
4263,2020,2,2020-02-01,weekend,129657.0,115805.34,1.1196,0.39
4301,2020,2,2020-02-01,total,2978804.0,2903335.33,1.026,0.0
4301,2020,2,2020-02-01,weekday,2359933.0,2352978.65,1.003,0.0
4301,2020,2,2020-02-01,weekend,618871.0,550356.65,1.1245,0.0
4302,2020,2,2020-02-01,total,4768538.0,4570009.32,1.0434,1.52
4302,2020,2,2020-02-01,weekday,3941756.0,3893601.02,1.0124,1.51
4302,2020,2,2020-02-01,weekend,826782.0,676408.34,1.2223,1.59
4303,2020,2,2020-02-01,total,2062223.0,2002971.34,1.0296,0.0
4303,2020,2,2020-02-01,weekday,1625379.0,1625579.99,0.9999,0.0
4303,2020,2,2020-02-01,weekend,436844.0,377391.33,1.1575,0.0
4304,2020,2,2020-02-01,total,1770216.0,1836372.32,0.964,0.0
4304,2020,2,2020-02-01,weekday,1418602.0,1487017.33,0.954,0.0
4304,2020,2,2020-02-01,weekend,351614.0,349355.01,1.0065,0.0
4305,2020,2,2020-02-01,total,1424666.0,1432841.67,0.9943,0.0
4305,2020,2,2020-02-01,weekday,1161819.0,1216840.34,0.9548,0.0
4305,2020,2,2020-02-01,weekend,262847.0,216001.34,1.2169,0.0
4306,2020,2,2020-02-01,total,2754013.0,2567107.35,1.0728,1.56
4306,2020,2,2020-02-01,weekday,2170718.0,2101647.0,1.0329,1.57
4306,2020,2,2020-02-01,weekend,583295.0,465460.34,1.2532,1.54
4307,2020,2,2020-02-01,total,1847639.0,1780738.0,1.0376,0.0
4307,2020,2,2020-02-01,weekday,1478355.0,1462924.66,1.0105,0.0
4307,2020,2,2020-02-01,weekend,369284.0,317813.33,1.162,0.0
4308,2020,2,2020-02-01,total,259102.0,278731.67,0.9296,0.0
4308,2020,2,2020-02-01,weekday,232656.0,234785.0,0.9909,0.0
4308,2020,2,2020-02-01,weekend,26446.0,43946.67,0.6018,0.0
4309,2020,2,2020-02-01,total,1980016.0,2030307.02,0.9752,0.0
4309,2020,2,2020-02-01,weekday,1629511.0,1684131.0,0.9676,0.0
4309,2020,2,2020-02-01,weekend,350505.0,346176.01,1.0125,0.0
4310,2020,2,2020-02-01,total,749178.0,715378.01,1.0472,0.85
4310,2020,2,2020-02-01,weekday,617318.0,609561.34,1.0127,0.82
4310,2020,2,2020-02-01,weekend,131860.0,105816.66,1.2461,1.02
4311,2020,2,2020-02-01,total,1589835.0,1468187.34,1.0829,0.0
4311,2020,2,2020-02-01,weekday,1269131.0,1206771.99,1.0517,0.0
4311,2020,2,2020-02-01,weekend,320704.0,261415.34,1.2268,0.0
4312,2020,2,2020-02-01,total,1073096.0,903827.66,1.1873,0.0
4312,2020,2,2020-02-01,weekday,870039.0,757626.34,1.1484,0.0
4312,2020,2,2020-02-01,weekend,203057.0,146201.32,1.3889,0.0
4313,2020,2,2020-02-01,total,823143.0,824615.65,0.9982,0.0
4313,2020,2,2020-02-01,weekday,670622.0,687675.67,0.9752,0.0
4313,2020,2,2020-02-01,weekend,152521.0,136940.0,1.1138,0.0
4314,2020,2,2020-02-01,total,1691542.0,1806856.33,0.9362,0.0
4314,2020,2,2020-02-01,weekday,1500594.0,1539748.99,0.9746,0.0
4314,2020,2,2020-02-01,weekend,190948.0,267107.34,0.7149,0.0
4315,2020,2,2020-02-01,total,1248467.0,1241270.01,1.0058,0.0
4315,2020,2,2020-02-01,weekday,1066267.0,1058288.67,1.0075,0.0
4315,2020,2,2020-02-01,weekend,182200.0,182981.33,0.9957,0.0
4316,2020,2,2020-02-01,total,1272534.0,1340420.18,0.9494,0.0
4316,2020,2,2020-02-01,weekday,1025238.0,1102359.67,0.93,0.0
4316,2020,2,2020-02-01,weekend,247296.0,238060.5,1.0388,0.0
4317,2020,2,2020-02-01,total,512564.0,502019.67,1.021,0.0
4317,2020,2,2020-02-01,weekday,413875.0,421623.66,0.9816,0.0
4317,2020,2,2020-02-01,weekend,98689.0,80396.0,1.2275,0.0
4318,2020,2,2020-02-01,total,255708.0,276497.67,0.9248,0.0
4318,2020,2,2020-02-01,weekday,216654.0,236775.67,0.915,0.0
4318,2020,2,2020-02-01,weekend,39054.0,39722.0,0.9832,0.0
4401,2020,2,2020-02-01,total,2742062.0,2653037.5,1.0336,0.0
4401,2020,2,2020-02-01,weekday,2245970.0,2249245.68,0.9985,0.0
4401,2020,2,2020-02-01,weekend,496092.0,403791.83,1.2286,0.0
4402,2020,2,2020-02-01,total,3163941.0,3080827.98,1.027,0.0
4402,2020,2,2020-02-01,weekday,2607549.0,2601170.66,1.0025,0.0
4402,2020,2,2020-02-01,weekend,556392.0,479657.33,1.16,0.0
4403,2020,2,2020-02-01,total,1254474.0,1035941.34,1.211,0.0
4403,2020,2,2020-02-01,weekday,859224.0,826787.33,1.0392,0.0
4403,2020,2,2020-02-01,weekend,395250.0,209154.01,1.8898,0.0
4404,2020,2,2020-02-01,total,4161779.0,4156393.34,1.0013,0.0
4404,2020,2,2020-02-01,weekday,3340375.0,3389254.67,0.9856,0.0
4404,2020,2,2020-02-01,weekend,821404.0,767138.67,1.0707,0.0
4405,2020,2,2020-02-01,total,618086.0,525532.0,1.1761,0.0
4405,2020,2,2020-02-01,weekday,502326.0,443150.66,1.1335,0.0
4405,2020,2,2020-02-01,weekend,115760.0,82381.33,1.4052,0.0
4406,2020,2,2020-02-01,total,1288989.0,1289855.0,0.9993,0.0
4406,2020,2,2020-02-01,weekday,1077368.0,1098324.34,0.9809,0.0
4406,2020,2,2020-02-01,weekend,211621.0,191530.67,1.1049,0.0
4407,2020,2,2020-02-01,total,1032060.0,1375056.33,0.7506,0.0
4407,2020,2,2020-02-01,weekday,1027291.0,1109350.0,0.926,0.0
4407,2020,2,2020-02-01,weekend,4769.0,265706.33,0.0179,0.0
4409,2020,2,2020-02-01,total,674662.0,637551.0,1.0582,0.0
4409,2020,2,2020-02-01,weekday,556461.0,560395.68,0.993,0.0
4409,2020,2,2020-02-01,weekend,118201.0,77155.32,1.532,0.0
4410,2020,2,2020-02-01,total,654116.0,700258.01,0.9341,0.0
4410,2020,2,2020-02-01,weekday,559285.0,586762.01,0.9532,0.0
4410,2020,2,2020-02-01,weekend,94831.0,113496.0,0.8355,0.0
4412,2020,2,2020-02-01,total,2335889.0,2338651.01,0.9988,0.43
4412,2020,2,2020-02-01,weekday,1960599.0,2013146.66,0.9739,0.41
4412,2020,2,2020-02-01,weekend,375290.0,325504.33,1.1529,0.59
4414,2020,2,2020-02-01,total,389712.0,407082.34,0.9573,0.0
4414,2020,2,2020-02-01,weekday,322828.0,339344.68,0.9513,0.0
4414,2020,2,2020-02-01,weekend,66884.0,67737.67,0.9874,0.0
4103,2020,3,2020-03-01,total,1357208.0,2939211.34,0.4618,0.0
4103,2020,3,2020-03-01,weekday,1089250.0,2323338.0,0.4688,0.0
4103,2020,3,2020-03-01,weekend,267958.0,615873.34,0.4351,0.0
4104,2020,3,2020-03-01,total,2140882.0,4648794.65,0.4605,4.94
4104,2020,3,2020-03-01,weekday,1781449.0,3746985.67,0.4754,4.74
4104,2020,3,2020-03-01,weekend,359433.0,901809.0,0.3986,5.97
4107,2020,3,2020-03-01,total,3656786.0,7895162.67,0.4632,4.11
4107,2020,3,2020-03-01,weekday,3010339.0,6383246.83,0.4716,3.88
4107,2020,3,2020-03-01,weekend,646447.0,1511915.84,0.4276,5.19
4108,2020,3,2020-03-01,total,3206050.0,6587304.0,0.4867,2.43
4108,2020,3,2020-03-01,weekday,2737067.0,5511414.66,0.4966,2.35
4108,2020,3,2020-03-01,weekend,468983.0,1075889.33,0.4359,2.88
4109,2020,3,2020-03-01,total,1550674.0,2972514.34,0.5217,3.61
4109,2020,3,2020-03-01,weekday,1269608.0,2395323.35,0.53,3.42
4109,2020,3,2020-03-01,weekend,281066.0,577190.99,0.487,4.48
4110,2020,3,2020-03-01,total,1115336.0,2031288.66,0.5491,1.96
4110,2020,3,2020-03-01,weekday,917272.0,1675616.33,0.5474,1.81
4110,2020,3,2020-03-01,weekend,198064.0,355672.33,0.5569,2.67
4111,2020,3,2020-03-01,total,1321336.0,2341838.0,0.5642,2.06
4111,2020,3,2020-03-01,weekday,1103922.0,1926256.67,0.5731,1.99
4111,2020,3,2020-03-01,weekend,217414.0,415581.33,0.5232,2.42
4112,2020,3,2020-03-01,total,1817888.0,3474029.49,0.5233,3.09
4112,2020,3,2020-03-01,weekday,1503904.0,2823888.18,0.5326,2.96
4112,2020,3,2020-03-01,weekend,313984.0,650141.33,0.4829,3.74
4121,2020,3,2020-03-01,total,7182091.0,16033730.66,0.4479,4.81
4121,2020,3,2020-03-01,weekday,6192442.0,13552305.99,0.4569,4.62
4121,2020,3,2020-03-01,weekend,989649.0,2481424.67,0.3988,6.03
4165,2020,3,2020-03-01,total,14323710.0,32305012.67,0.4434,4.55
4165,2020,3,2020-03-01,weekday,12310500.0,27303526.5,0.4509,4.48
4165,2020,3,2020-03-01,weekend,2013210.0,5001486.16,0.4025,4.99
4204,2020,3,2020-03-01,total,1035326.0,1652992.33,0.6263,1.74
4204,2020,3,2020-03-01,weekday,854343.0,1353606.33,0.6312,1.68
4204,2020,3,2020-03-01,weekend,180983.0,299385.99,0.6045,2.02
4205,2020,3,2020-03-01,total,912141.0,1468724.99,0.621,0.95
4205,2020,3,2020-03-01,weekday,753982.0,1204107.83,0.6262,0.9
4205,2020,3,2020-03-01,weekend,158159.0,264617.16,0.5977,1.18
4207,2020,3,2020-03-01,total,969754.0,1583347.33,0.6125,1.34
4207,2020,3,2020-03-01,weekday,807103.0,1321403.67,0.6108,1.29
4207,2020,3,2020-03-01,weekend,162651.0,261943.67,0.6209,1.56
4208,2020,3,2020-03-01,total,387713.0,703128.16,0.5514,2.43
4208,2020,3,2020-03-01,weekday,331795.0,590839.5,0.5616,2.34
4208,2020,3,2020-03-01,weekend,55918.0,112288.67,0.498,2.97
4209,2020,3,2020-03-01,total,552547.0,884553.33,0.6247,1.95
4209,2020,3,2020-03-01,weekday,460399.0,731431.34,0.6294,1.87
4209,2020,3,2020-03-01,weekend,92148.0,153122.0,0.6018,2.35
4210,2020,3,2020-03-01,total,455791.0,742526.34,0.6138,1.81
4210,2020,3,2020-03-01,weekday,391440.0,633139.01,0.6183,1.77
4210,2020,3,2020-03-01,weekend,64351.0,109387.33,0.5883,2.1
4211,2020,3,2020-03-01,total,359963.0,647455.0,0.556,1.9
4211,2020,3,2020-03-01,weekday,308677.0,558431.34,0.5528,1.86
4211,2020,3,2020-03-01,weekend,51286.0,89023.66,0.5761,2.18
4212,2020,3,2020-03-01,total,675759.0,1049520.0,0.6439,1.61
4212,2020,3,2020-03-01,weekday,571241.0,892477.67,0.6401,1.54
4212,2020,3,2020-03-01,weekend,104518.0,157042.33,0.6655,2.01
4221,2020,3,2020-03-01,total,1716937.0,2821551.0,0.6085,2.08
4221,2020,3,2020-03-01,weekday,1450829.0,2358244.67,0.6152,1.98
4221,2020,3,2020-03-01,weekend,266108.0,463306.33,0.5744,2.61
4263,2020,3,2020-03-01,total,461640.0,786761.66,0.5868,2.09
4263,2020,3,2020-03-01,weekday,386726.0,646052.01,0.5986,1.98
4263,2020,3,2020-03-01,weekend,74914.0,140709.67,0.5324,2.66
4301,2020,3,2020-03-01,total,1623390.0,3310380.32,0.4904,0.0
4301,2020,3,2020-03-01,weekday,1329959.0,2657852.0,0.5004,0.0
4301,2020,3,2020-03-01,weekend,293431.0,652528.33,0.4497,0.0
4302,2020,3,2020-03-01,total,2595387.0,5188462.32,0.5002,1.76
4302,2020,3,2020-03-01,weekday,2212220.0,4379809.66,0.5051,1.71
4302,2020,3,2020-03-01,weekend,383167.0,808652.65,0.4738,2.04
4303,2020,3,2020-03-01,total,1210368.0,2275618.32,0.5319,0.25
4303,2020,3,2020-03-01,weekday,1015832.0,1839313.66,0.5523,0.24
4303,2020,3,2020-03-01,weekend,194536.0,436304.67,0.4459,0.29
4304,2020,3,2020-03-01,total,1086195.0,2093494.33,0.5188,0.0
4304,2020,3,2020-03-01,weekday,893442.0,1676319.01,0.533,0.0
